180,0x000E,1,FALSE,8.98558,0.03643,0.18930,4.04840,NAN,NAN,12.00000
190,0x000E,1,FALSE,9.48500,0.03845,0.18930,4.04800,NAN,NAN,12.10000
200,0x000E,1,FALSE,9.98447,0.04047,0.18930,4.04760,NAN,NAN,12.10000
210,0x000E,1,FALSE,10.43414,0.04229,0.18930,4.04720,NAN,NAN,12.10000
220,0x000E,1,FALSE,10.93383,0.04432,0.18930,4.04680,NAN,NAN,12.10000
230,0x000E,1,FALSE,11.43344,0.04634,0.18930,4.04640,NAN,NAN,12.10000
240,0x000E,1,FALSE,11.93322,0.04836,0.18930,4.04600,NAN,NAN,12.10000
250,0x000E,1,FALSE,12.43314,0.05038,0.18930,4.04560,NAN,NAN,12.10000
260,0x000E,1,FALSE,12.98286,0.05261,0.18930,4.04520,NAN,NAN,12.10000
270,0x000E,1,FALSE,13.48267,0.05463,0.18930,4.04490,NAN,NAN,12.10000
280,0x000E,1,FALSE,13.98247,0.05665,0.18930,4.04450,NAN,NAN,12.20000
290,0x000E,1,FALSE,14.48228,0.05867,0.18930,4.04420,NAN,NAN,12.20000
300,0x000E,1,FALSE,14.93206,0.06049,0.18930,4.04380,NAN,NAN,12.10000
310,0x000E,1,FALSE,15.43169,0.06251,0.18930,4.04350,NAN,NAN,12.10000
320,0x000E,1,FALSE,15.93158,0.06453,0.18930,4.04310,NAN,NAN,12.00000
330,0x000E,1,FALSE,16.43133,0.06655,0.18930,4.04280,NAN,NAN,12.00000
340,0x000E,1,FALSE,16.93119,0.06857,0.18930,4.04240,NAN,NAN,12.00000
350,0x000E,1,FALSE,17.48086,0.07079,0.18930,4.04210,NAN,NAN,12.00000
360,0x000E,1,FALSE,17.98075,0.07281,0.18930,4.04170,NAN,NAN,12.00000
370,0x000E,1,FALSE,18.48075,0.07483,0.18930,4.04140,NAN,NAN,12.00000
380,0x000E,1,FALSE,18.98070,0.07685,0.18930,4.04110,NAN,NAN,12.10000
390,0x000E,1,FALSE,19.43064,0.07867,0.18930,4.04080,NAN,NAN,12.10000
400,0x000E,1,FALSE,19.93056,0.08069,0.18930,4.04040,NAN,NAN,12.20000
410,0x000E,1,FALSE,20.43047,0.08271,0.18930,4.04010,NAN,NAN,12.20000
420,0x000E,1,FALSE,20.93039,0.08473,0.18930,4.03980,NAN,NAN,12.30000
430,0x000E,1,FALSE,21.43031,0.08675,0.18930,4.03950,NAN,NAN,12.30000
440,0x000E,1,FALSE,21.98033,0.08897,0.18930,4.03920,NAN,NAN,12.40000
450,0x000E,1,FALSE,22.48033,0.09099,0.18930,4.03890,NAN,NAN,12.40000
460,0x000E,1,FALSE,22.98033,0.09301,0.18930,4.03870,NAN,NAN,12.50000
470,0x000E,1,FALSE,23.48039,0.09503,0.18930,4.03840,NAN,NAN,12.50000
480,0x000E,1,FALSE,23.93039,0.09685,0.18930,4.03810,NAN,NAN,12.60000
490,0x000E,1,FALSE,24.43036,0.09886,0.18930,4.03780,NAN,NAN,12.60000
500,0x000E,1,FALSE,24.93036,0.10088,0.18930,4.03760,NAN,NAN,12.60000
510,0x000E,1,FALSE,25.43025,0.10290,0.18930,4.03730,NAN,NAN,12.70000
520,0x000E,1,FALSE,25.93017,0.10492,0.18930,4.03710,NAN,NAN,12.70000
530,0x000E,1,FALSE,26.48003,0.10714,0.18930,4.03680,NAN,NAN,12.70000
540,0x000E,1,FALSE,26.98005,0.10916,0.18930,4.03650,NAN,NAN,12.70000
550,0x000E,1,FALSE,27.48003,0.11118,0.18930,4.03630,NAN,NAN,12.80000
560,0x000E,1,FALSE,27.98003,0.11319,0.18930,4.03600,NAN,NAN,12.80000
570,0x000E,1,FALSE,28.43011,0.11501,0.18930,4.03580,NAN,NAN,12.70000
580,0x000E,1,FALSE,28.93011,0.11703,0.18930,4.03550,NAN,NAN,12.60000
590,0x000E,1,FALSE,29.43008,0.11905,0.18930,4.03520,NAN,NAN,12.50000
600,0x000E,1,FALSE,29.92983,0.12106,0.18930,4.03490,NAN,NAN,12.40000
610,0x000E,1,FALSE,30.42964,0.12308,0.18930,4.03470,NAN,NAN,12.30000
620,0x000E,1,FALSE,30.97936,0.12530,0.18930,4.03440,NAN,NAN,12.20000
630,0x000E,1,FALSE,31.47933,0.12731,0.18930,4.03410,NAN,NAN,12.10000
640,0x000E,1,FALSE,31.97925,0.12933,0.18930,4.03380,NAN,NAN,12.00000
650,0x000E,1,FALSE,32.47917,0.13135,0.18930,4.03350,NAN,NAN,11.90000
660,0x000E,1,FALSE,32.92903,0.13316,0.18930,4.03320,NAN,NAN,11.90000
670,0x000E,1,FALSE,33.42886,0.13518,0.18930,4.03290,NAN,NAN,12.00000
680,0x000E,1,FALSE,33.92870,0.13719,0.18930,4.03260,NAN,NAN,12.00000
690,0x000E,1,FALSE,34.42844,0.13921,0.18930,4.03240,NAN,NAN,12.00000
700,0x000E,1,FALSE,34.92828,0.14122,0.18930,4.03210,NAN,NAN,12.10000
710,0x000E,1,FALSE,35.47800,0.14344,0.18930,4.03180,NAN,NAN,12.10000
720,0x000E,1,FALSE,35.97766,0.14545,0.18930,4.03150,NAN,NAN,12.10000
730,0x000E,1,FALSE,36.47731,0.14747,0.18930,4.03130,NAN,NAN,12.20000
740,0x000E,1,FALSE,36.97689,0.14948,0.18930,4.03100,NAN,NAN,12.20000
750,0x000E,1,FALSE,37.42661,0.15129,0.18930,4.03070,NAN,NAN,12.20000
760,0x000E,1,FALSE,37.92642,0.15331,0.18930,4.03050,NAN,NAN,12.20000
770,0x000E,1,FALSE,38.42636,0.15532,0.18930,4.03020,NAN,NAN,12.20000
780,0x000E,1,FALSE,38.92636,0.15734,0.18930,4.02990,NAN,NAN,12.20000
790,0x000E,1,FALSE,39.42647,0.15935,0.18930,4.02960,NAN,NAN,12.20000
800,0x000E,1,FALSE,39.97644,0.16157,0.18930,4.02930,NAN,NAN,12.20000
810,0x000E,1,FALSE,40.47647,0.16358,0.18930,4.02910,NAN,NAN,12.30000
820,0x000E,1,FALSE,40.97647,0.16560,0.18930,4.02880,NAN,NAN,12.30000
830,0x000E,1,FALSE,41.47647,0.16761,0.18930,4.02860,NAN,NAN,12.30000
840,0x000E,1,FALSE,41.92645,0.16942,0.18930,4.02830,NAN,NAN,12.20000
850,0x000E,1,FALSE,42.42642,0.17144,0.18930,4.02810,NAN,NAN,12.10000
860,0x000E,1,FALSE,42.92639,0.17345,0.18930,4.02780,NAN,NAN,12.10000
870,0x000E,1,FALSE,43.42639,0.17546,0.18930,4.02750,NAN,NAN,12.10000
880,0x000E,1,FALSE,43.92636,0.17748,0.18930,4.02720,NAN,NAN,12.10000
890,0x000E,1,FALSE,44.47625,0.17969,0.18930,4.02690,NAN,NAN,12.10000
900,0x000E,1,FALSE,44.97611,0.18171,0.18930,4.02670,NAN,NAN,12.10000
910,0x000E,1,FALSE,45.47603,0.18372,0.18930,4.02640,NAN,NAN,12.20000
920,0x000E,1,FALSE,45.97589,0.18573,0.18930,4.02620,NAN,NAN,12.20000
930,0x000E,1,FALSE,46.42583,0.18754,0.18930,4.02590,NAN,NAN,12.30000
940,0x000E,1,FALSE,46.92547,0.18955,0.18930,4.02570,NAN,NAN,12.30000
950,0x000E,1,FALSE,47.42500,0.19156,0.18930,4.02540,NAN,NAN,12.40000
960,0x000E,1,FALSE,47.92456,0.19357,0.18930,4.02520,NAN,NAN,12.40000
970,0x000E,1,FALSE,48.42411,0.19559,0.18930,4.02500,NAN,NAN,12.50000
980,0x000E,1,FALSE,48.97350,0.19780,0.18930,4.02470,NAN,NAN,12.50000
990,0x000E,1,FALSE,49.47297,0.19981,0.18930,4.02450,NAN,NAN,12.60000
1000,0x000E,1,FALSE,49.97236,0.20182,0.18930,4.02430,NAN,NAN,12.60000
1010,0x000E,1,FALSE,50.47186,0.20383,0.18930,4.02400,NAN,NAN,12.70000
1020,0x000E,1,FALSE,50.92144,0.20563,0.18930,4.02380,NAN,NAN,12.70000
1030,0x000E,1,FALSE,51.42100,0.20764,0.18930,4.02360,NAN,NAN,12.70000
1040,0x000E,1,FALSE,51.92048,0.20965,0.18930,4.02330,NAN,NAN,12.70000
1050,0x000E,1,FALSE,52.42011,0.21166,0.18930,4.02310,NAN,NAN,12.70000
1060,0x000E,1,FALSE,52.91958,0.21367,0.18930,4.02290,NAN,NAN,12.80000
1070,0x000E,1,FALSE,53.46897,0.21588,0.18930,4.02270,NAN,NAN,12.80000
1080,0x000E,1,FALSE,53.96844,0.21789,0.18930,4.02250,NAN,NAN,12.80000
1090,0x000E,1,FALSE,54.46811,0.21990,0.18930,4.02220,NAN,NAN,12.80000
1100,0x000E,1,FALSE,54.96758,0.22191,0.18930,4.02200,NAN,NAN,12.70000
1110,0x000E,1,FALSE,55.41708,0.22372,0.18930,4.02180,NAN,NAN,12.70000
1120,0x000E,1,FALSE,55.91655,0.22573,0.18930,4.02160,NAN,NAN,12.60000
1130,0x000E,1,FALSE,56.41600,0.22774,0.18930,4.02130,NAN,NAN,12.50000
1140,0x000E,1,FALSE,56.91544,0.22974,0.18930,4.02110,NAN,NAN,12.30000
1150,0x000E,1,FALSE,57.41494,0.23175,0.18930,4.02090,NAN,NAN,12.20000
1160,0x000E,1,FALSE,57.96444,0.23396,0.18930,4.02060,NAN,NAN,12.10000
1170,0x000E,1,FALSE,58.46392,0.23597,0.18930,4.02030,NAN,NAN,12.00000
1180,0x000E,1,FALSE,58.96336,0.23798,0.18930,4.02010,NAN,NAN,12.00000
1190,0x000E,1,FALSE,59.46294,0.23998,0.18930,4.01980,NAN,NAN,12.00000
1200,0x000E,1,FALSE,59.91259,0.24179,0.18930,4.01960,NAN,NAN,12.00000
1210,0x000E,1,FALSE,60.41200,0.24380,0.18930,4.01930,NAN,NAN,12.00000
1220,0x000E,1,FALSE,60.91142,0.24581,0.18930,4.01910,NAN,NAN,12.10000
1230,0x000E,1,FALSE,61.41083,0.24781,0.18930,4.01890,NAN,NAN,12.10000
1240,0x000E,1,FALSE,61.91036,0.24982,0.18930,4.01860,NAN,NAN,12.20000
1250,0x000E,1,FALSE,62.45984,0.25203,0.18930,4.01830,NAN,NAN,12.20000
1260,0x000E,1,FALSE,62.95922,0.25404,0.18930,4.01810,NAN,NAN,12.20000
1270,0x000E,1,FALSE,63.45861,0.25604,0.18930,4.01780,NAN,NAN,12.20000
1280,0x000E,1,FALSE,63.95803,0.25805,0.18930,4.01760,NAN,NAN,12.20000
1290,0x000E,1,FALSE,64.40739,0.25985,0.18930,4.01740,NAN,NAN,12.30000
1300,0x000E,1,FALSE,64.90678,0.26186,0.18930,4.01710,NAN,NAN,12.30000
1310,0x000E,1,FALSE,65.40620,0.26387,0.18930,4.01690,NAN,NAN,12.30000
1320,0x000E,1,FALSE,65.90567,0.26587,0.18930,4.01670,NAN,NAN,12.30000
1330,0x000E,1,FALSE,66.40511,0.26788,0.18930,4.01640,NAN,NAN,12.30000
1340,0x000E,1,FALSE,66.95464,0.27008,0.18930,4.01620,NAN,NAN,12.30000
1350,0x000E,1,FALSE,67.45425,0.27209,0.18930,4.01590,NAN,NAN,12.30000
1360,0x000E,1,FALSE,67.95390,0.27410,0.18930,4.01570,NAN,NAN,12.30000
1370,0x000E,1,FALSE,68.45353,0.27610,0.18930,4.01540,NAN,NAN,12.20000
1380,0x000E,1,FALSE,68.90300,0.27791,0.18930,4.01520,NAN,NAN,12.10000
1390,0x000E,1,FALSE,69.40247,0.27991,0.18930,4.01490,NAN,NAN,12.10000
1400,0x000E,1,FALSE,69.90211,0.28192,0.18930,4.01470,NAN,NAN,12.10000
1410,0x000E,1,FALSE,70.40169,0.28392,0.18930,4.01440,NAN,NAN,12.10000
1420,0x000E,1,FALSE,70.90119,0.28593,0.18930,4.01420,NAN,NAN,12.10000
1430,0x000E,1,FALSE,71.45058,0.28813,0.18930,4.01390,NAN,NAN,12.10000
1440,0x000E,1,FALSE,71.95006,0.29014,0.18930,4.01360,NAN,NAN,12.20000
1450,0x000E,1,FALSE,72.44948,0.29214,0.18930,4.01340,NAN,NAN,12.20000
1460,0x000E,1,FALSE,72.94892,0.29415,0.18930,4.01320,NAN,NAN,12.30000
1470,0x000E,1,FALSE,73.39842,0.29595,0.18930,4.01290,NAN,NAN,12.30000
1480,0x000E,1,FALSE,73.89786,0.29796,0.18930,4.01270,NAN,NAN,12.40000
1490,0x000E,1,FALSE,74.39739,0.29996,0.18930,4.01250,NAN,NAN,12.40000
1500,0x000E,1,FALSE,74.89706,0.30196,0.18930,4.01220,NAN,NAN,12.50000
1510,0x000E,1,FALSE,75.39674,0.30397,0.18930,4.01200,NAN,NAN,12.50000
1520,0x000E,1,FALSE,75.94639,0.30617,0.18930,4.01180,NAN,NAN,12.60000
1530,0x000E,1,FALSE,76.44595,0.30818,0.18930,4.01160,NAN,NAN,12.60000
1540,0x000E,1,FALSE,76.94553,0.31018,0.18930,4.01130,NAN,NAN,12.70000
1550,0x000E,1,FALSE,77.44503,0.31219,0.18930,4.01110,NAN,NAN,12.70000
1560,0x000E,1,FALSE,77.89458,0.31399,0.18930,4.01090,NAN,NAN,12.70000
1570,0x000E,1,FALSE,78.39428,0.31599,0.18930,4.01070,NAN,NAN,12.80000
1580,0x000E,1,FALSE,78.89400,0.31800,0.18930,4.01050,NAN,NAN,12.80000
1590,0x000E,1,FALSE,79.39364,0.32000,0.18930,4.01030,NAN,NAN,12.80000
1600,0x000E,1,FALSE,79.89333,0.32200,0.18930,4.01010,NAN,NAN,12.80000
1610,0x000E,1,FALSE,80.44302,0.32421,0.18930,4.00990,NAN,NAN,12.80000
1620,0x000E,1,FALSE,80.94267,0.32621,0.18930,4.00960,NAN,NAN,12.80000
1630,0x000E,1,FALSE,81.44217,0.32821,0.18930,4.00940,NAN,NAN,12.80000
1640,0x000E,1,FALSE,81.89184,0.33002,0.18930,4.00920,NAN,NAN,12.70000
1650,0x000E,1,FALSE,82.39147,0.33202,0.18930,4.00900,NAN,NAN,12.60000
1660,0x000E,1,FALSE,82.89102,0.33402,0.18930,4.00880,NAN,NAN,12.50000
1670,0x000E,1,FALSE,83.39044,0.33602,0.18930,4.00850,NAN,NAN,12.40000
1680,0x000E,1,FALSE,83.88988,0.33803,0.18930,4.00830,NAN,NAN,12.30000
1690,0x000E,1,FALSE,84.43912,0.34023,0.18930,4.00800,NAN,NAN,12.20000
1700,0x000E,1,FALSE,84.93852,0.34223,0.18930,4.00780,NAN,NAN,12.10000
1710,0x000E,1,FALSE,85.43794,0.34423,0.18930,4.00750,NAN,NAN,12.00000
1720,0x000E,1,FALSE,85.93716,0.34623,0.18930,4.00720,NAN,NAN,12.00000
1730,0x000E,1,FALSE,86.38658,0.34803,0.18930,4.00700,NAN,NAN,12.00000
1740,0x000E,1,FALSE,86.88611,0.35003,0.18930,4.00680,NAN,NAN,12.10000
1750,0x000E,1,FALSE,87.38564,0.35203,0.18930,4.00650,NAN,NAN,12.10000
1760,0x000E,1,FALSE,87.88516,0.35403,0.18930,4.00630,NAN,NAN,12.10000
1770,0x000E,1,FALSE,88.38467,0.35604,0.18930,4.00600,NAN,NAN,12.20000
1780,0x000E,1,FALSE,88.93414,0.35824,0.18930,4.00570,NAN,NAN,12.20000
1790,0x000E,1,FALSE,89.43372,0.36024,0.18930,4.00550,NAN,NAN,12.20000
1800,0x000E,1,FALSE,89.93324,0.36224,0.18930,4.00520,NAN,NAN,12.20000
1810,0x000E,1,FALSE,90.43292,0.36424,0.18930,4.00500,NAN,NAN,12.30000
1820,0x000E,1,FALSE,90.88275,0.36604,0.18930,4.00480,NAN,NAN,12.30000
1830,0x000E,1,FALSE,91.38264,0.36804,0.18930,4.00450,NAN,NAN,12.30000
1840,0x000E,1,FALSE,91.88223,0.37004,0.18930,4.00430,NAN,NAN,12.30000
1850,0x000E,1,FALSE,92.38203,0.37204,0.18930,4.00400,NAN,NAN,12.30000
1860,0x000E,1,FALSE,92.88174,0.37404,0.18930,4.00380,NAN,NAN,12.30000
1870,0x000E,1,FALSE,93.43128,0.37624,0.18930,4.00350,NAN,NAN,12.30000
1880,0x000E,1,FALSE,93.93098,0.37824,0.18930,4.00330,NAN,NAN,12.30000
1890,0x000E,1,FALSE,94.43050,0.38024,0.18930,4.00310,NAN,NAN,12.30000
1900,0x000E,1,FALSE,94.93003,0.38224,0.18930,4.00280,NAN,NAN,12.30000
1910,0x000E,1,FALSE,95.37992,0.38404,0.18930,4.00260,NAN,NAN,12.20000
1920,0x000E,1,FALSE,95.87983,0.38605,0.18930,4.00230,NAN,NAN,12.10000
1930,0x000E,1,FALSE,96.37970,0.38805,0.18930,4.00200,NAN,NAN,12.10000
1940,0x000E,1,FALSE,96.87955,0.39005,0.18930,4.00180,NAN,NAN,12.10000
1950,0x000E,1,FALSE,97.37955,0.39205,0.18930,4.00150,NAN,NAN,12.20000
1960,0x000E,1,FALSE,97.92955,0.39425,0.18930,4.00130,NAN,NAN,12.20000
1970,0x000E,1,FALSE,98.42939,0.39625,0.18930,4.00100,NAN,NAN,12.30000
1980,0x000E,1,FALSE,98.92917,0.39825,0.18930,4.00080,NAN,NAN,12.30000
1990,0x000E,1,FALSE,99.42892,0.40025,0.18930,4.00050,NAN,NAN,12.30000
2000,0x000E,1,FALSE,99.87869,0.40204,0.18930,4.00030,NAN,NAN,12.40000
2010,0x000E,1,FALSE,100.37830,0.40404,0.18930,4.00000,NAN,NAN,12.40000
2020,0x000E,1,FALSE,100.87786,0.40604,0.18930,3.99980,NAN,NAN,12.50000
2030,0x000E,1,FALSE,101.37731,0.40804,0.18930,3.99960,NAN,NAN,12.50000
2040,0x000E,1,FALSE,101.87675,0.41004,0.18930,3.99930,NAN,NAN,12.60000
2050,0x000E,1,FALSE,102.42614,0.41223,0.18930,3.99910,NAN,NAN,12.60000
2060,0x000E,1,FALSE,102.92564,0.41423,0.18930,3.99890,NAN,NAN,12.60000
2070,0x000E,1,FALSE,103.42503,0.41623,0.18930,3.99870,NAN,NAN,12.70000
2080,0x000E,1,FALSE,103.92448,0.41822,0.18930,3.99850,NAN,NAN,12.70000
2090,0x000E,1,FALSE,104.37392,0.42002,0.18930,3.99830,NAN,NAN,12.80000
2100,0x000E,1,FALSE,104.87336,0.42202,0.18930,3.99810,NAN,NAN,12.80000
2110,0x000E,1,FALSE,105.37281,0.42401,0.18930,3.99780,NAN,NAN,12.80000
2120,0x000E,1,FALSE,105.87206,0.42601,0.18930,3.99770,NAN,NAN,12.80000
2130,0x000E,1,FALSE,106.37147,0.42801,0.18930,3.99740,NAN,NAN,12.80000
2140,0x000E,1,FALSE,106.92072,0.43020,0.18930,3.99720,NAN,NAN,12.90000
2150,0x000E,1,FALSE,107.42022,0.43220,0.18930,3.99700,NAN,NAN,12.90000
2160,0x000E,1,FALSE,107.91969,0.43419,0.18930,3.99680,NAN,NAN,12.80000
2170,0x000E,1,FALSE,108.41895,0.43619,0.18930,3.99650,NAN,NAN,12.70000
2180,0x000E,1,FALSE,108.86833,0.43799,0.18930,3.99630,NAN,NAN,12.60000
2190,0x000E,1,FALSE,109.36772,0.43998,0.18930,3.99600,NAN,NAN,12.50000
2200,0x000E,1,FALSE,109.86720,0.44198,0.18930,3.99580,NAN,NAN,12.40000
2210,0x000E,1,FALSE,110.36666,0.44397,0.18930,3.99560,NAN,NAN,12.30000
2220,0x000E,1,FALSE,110.86622,0.44597,0.18930,3.99540,NAN,NAN,12.20000
2230,0x000E,1,FALSE,111.41580,0.44816,0.18930,3.99510,NAN,NAN,12.10000
2240,0x000E,1,FALSE,111.91522,0.45016,0.18930,3.99480,NAN,NAN,12.00000
2250,0x000E,1,FALSE,112.41455,0.45215,0.18930,3.99460,NAN,NAN,12.00000
2260,0x000E,1,FALSE,112.91392,0.45415,0.18930,3.99430,NAN,NAN,12.10000
2270,0x000E,1,FALSE,113.36339,0.45594,0.18930,3.99410,NAN,NAN,12.10000
2280,0x000E,1,FALSE,113.86272,0.45794,0.18930,3.99380,NAN,NAN,12.10000
2290,0x000E,1,FALSE,114.36214,0.45993,0.18930,3.99360,NAN,NAN,12.20000
2300,0x000E,1,FALSE,114.86153,0.46193,0.18930,3.99330,NAN,NAN,12.20000
2310,0x000E,1,FALSE,115.36095,0.46392,0.18930,3.99310,NAN,NAN,12.20000
2320,0x000E,1,FALSE,115.91022,0.46611,0.18930,3.99280,NAN,NAN,12.20000
2330,0x000E,1,FALSE,116.40967,0.46811,0.18930,3.99260,NAN,NAN,12.30000
2340,0x000E,1,FALSE,116.90919,0.47010,0.18930,3.99240,NAN,NAN,12.30000
2350,0x000E,1,FALSE,117.40858,0.47209,0.18930,3.99210,NAN,NAN,12.30000
2360,0x000E,1,FALSE,117.85800,0.47389,0.18930,3.99180,NAN,NAN,12.30000
2370,0x000E,1,FALSE,118.35739,0.47588,0.18930,3.99160,NAN,NAN,12.30000
2380,0x000E,1,FALSE,118.85675,0.47787,0.18930,3.99140,NAN,NAN,12.30000
2390,0x000E,1,FALSE,119.35614,0.47987,0.18930,3.99110,NAN,NAN,12.30000
2400,0x000E,1,FALSE,119.85547,0.48186,0.18930,3.99090,NAN,NAN,12.30000
2410,0x000E,1,FALSE,120.40470,0.48405,0.18930,3.99060,NAN,NAN,12.30000
2420,0x000E,1,FALSE,120.90408,0.48604,0.18930,3.99040,NAN,NAN,12.30000
2430,0x000E,1,FALSE,121.40358,0.48804,0.18930,3.99020,NAN,NAN,12.20000
2440,0x000E,1,FALSE,121.90305,0.49003,0.18930,3.98990,NAN,NAN,12.20000
2450,0x000E,1,FALSE,122.35252,0.49182,0.18930,3.98960,NAN,NAN,12.10000
2460,0x000E,1,FALSE,122.85209,0.49382,0.18930,3.98940,NAN,NAN,12.10000
2470,0x000E,1,FALSE,123.35187,0.49581,0.18930,3.98910,NAN,NAN,12.10000
2480,0x000E,1,FALSE,123.85164,0.49780,0.18930,3.98890,NAN,NAN,12.10000
2490,0x000E,1,FALSE,124.35144,0.49980,0.18930,3.98860,NAN,NAN,12.20000
2500,0x000E,1,FALSE,124.90114,0.50199,0.18930,3.98840,NAN,NAN,12.20000
2510,0x000E,1,FALSE,125.40095,0.50398,0.18930,3.98810,NAN,NAN,12.20000
2520,0x000E,1,FALSE,125.90083,0.50598,0.18930,3.98790,NAN,NAN,12.30000
2530,0x000E,1,FALSE,126.40059,0.50797,0.18930,3.98770,NAN,NAN,12.30000
2540,0x000E,1,FALSE,126.85036,0.50976,0.18930,3.98740,NAN,NAN,12.40000
2550,0x000E,1,FALSE,127.35026,0.51176,0.18930,3.98720,NAN,NAN,12.40000
2560,0x000E,1,FALSE,127.85014,0.51375,0.18930,3.98700,NAN,NAN,12.50000
2570,0x000E,1,FALSE,128.34981,0.51574,0.18930,3.98670,NAN,NAN,12.50000
2580,0x000E,1,FALSE,128.84967,0.51773,0.18930,3.98650,NAN,NAN,12.60000
2590,0x000E,1,FALSE,129.39948,0.51992,0.18930,3.98630,NAN,NAN,12.60000
2600,0x000E,1,FALSE,129.89931,0.52192,0.18930,3.98610,NAN,NAN,12.60000
2610,0x000E,1,FALSE,130.39908,0.52391,0.18930,3.98590,NAN,NAN,12.70000
2620,0x000E,1,FALSE,130.89867,0.52590,0.18930,3.98570,NAN,NAN,12.70000
2630,0x000E,1,FALSE,131.34819,0.52769,0.18930,3.98550,NAN,NAN,12.70000
2640,0x000E,1,FALSE,131.84767,0.52968,0.18930,3.98530,NAN,NAN,12.80000
2650,0x000E,1,FALSE,132.34720,0.53167,0.18930,3.98500,NAN,NAN,12.80000
2660,0x000E,1,FALSE,132.84700,0.53366,0.18930,3.98480,NAN,NAN,12.80000
2670,0x000E,1,FALSE,133.34673,0.53565,0.18930,3.98470,NAN,NAN,12.80000
2680,0x000E,1,FALSE,133.89618,0.53784,0.18930,3.98440,NAN,NAN,12.80000
2690,0x000E,1,FALSE,134.39581,0.53983,0.18930,3.98420,NAN,NAN,12.80000
2700,0x000E,1,FALSE,134.89542,0.54182,0.18930,3.98400,NAN,NAN,12.70000
2710,0x000E,1,FALSE,135.39488,0.54381,0.18930,3.98380,NAN,NAN,12.60000
2720,0x000E,1,FALSE,135.84462,0.54561,0.18930,3.98350,NAN,NAN,12.50000
2730,0x000E,1,FALSE,136.34442,0.54760,0.18930,3.98330,NAN,NAN,12.30000
