170,0x000E,1,FALSE,8.47372,0.03453,0.18930,4.07090,NAN,NAN,30.20000
180,0x000E,1,FALSE,8.97269,0.03656,0.18930,4.07050,NAN,NAN,30.20000
190,0x000E,1,FALSE,9.47150,0.03859,0.18930,4.07020,NAN,NAN,30.20000
200,0x000E,1,FALSE,9.97028,0.04062,0.18930,4.06990,NAN,NAN,30.20000
210,0x000E,1,FALSE,10.41914,0.04245,0.18930,4.06960,NAN,NAN,30.20000
220,0x000E,1,FALSE,10.91786,0.04447,0.18930,4.06930,NAN,NAN,30.20000
230,0x000E,1,FALSE,11.41658,0.04650,0.18930,4.06890,NAN,NAN,30.20000
240,0x000E,1,FALSE,11.91522,0.04853,0.18930,4.06860,NAN,NAN,30.20000
250,0x000E,1,FALSE,12.41394,0.05056,0.18930,4.06830,NAN,NAN,30.20000
260,0x000E,1,FALSE,12.96258,0.05279,0.18930,4.06800,NAN,NAN,30.20000
270,0x000E,1,FALSE,13.46147,0.05482,0.18930,4.06770,NAN,NAN,30.20000
280,0x000E,1,FALSE,13.96033,0.05685,0.18930,4.06740,NAN,NAN,30.20000
290,0x000E,1,FALSE,14.45919,0.05888,0.18930,4.06710,NAN,NAN,30.20000
300,0x000E,1,FALSE,14.90814,0.06071,0.18930,4.06680,NAN,NAN,30.20000
310,0x000E,1,FALSE,15.40692,0.06273,0.18930,4.06660,NAN,NAN,30.20000
320,0x000E,1,FALSE,15.90572,0.06476,0.18930,4.06630,NAN,NAN,30.20000
330,0x000E,1,FALSE,16.40450,0.06679,0.18930,4.06600,NAN,NAN,30.20000
340,0x000E,1,FALSE,16.90333,0.06882,0.18930,4.06570,NAN,NAN,30.20000
350,0x000E,1,FALSE,17.45205,0.07105,0.18930,4.06540,NAN,NAN,30.20000
360,0x000E,1,FALSE,17.95094,0.07308,0.18930,4.06510,NAN,NAN,30.20000
370,0x000E,1,FALSE,18.44975,0.07510,0.18930,4.06480,NAN,NAN,30.20000
380,0x000E,1,FALSE,18.94864,0.07713,0.18930,4.06450,NAN,NAN,30.20000
390,0x000E,1,FALSE,19.39755,0.07896,0.18930,4.06420,NAN,NAN,30.20000
400,0x000E,1,FALSE,19.89655,0.08098,0.18930,4.06400,NAN,NAN,30.20000
410,0x000E,1,FALSE,20.39544,0.08301,0.18940,4.06370,NAN,NAN,30.20000
420,0x000E,1,FALSE,20.89436,0.08504,0.18930,4.06340,NAN,NAN,30.20000
430,0x000E,1,FALSE,21.39328,0.08707,0.18930,4.06320,NAN,NAN,30.20000
440,0x000E,1,FALSE,21.94203,0.08930,0.18930,4.06290,NAN,NAN,30.20000
450,0x000E,1,FALSE,22.44114,0.09132,0.18930,4.06260,NAN,NAN,30.20000
460,0x000E,1,FALSE,22.94028,0.09335,0.18930,4.06230,NAN,NAN,30.20000
470,0x000E,1,FALSE,23.43936,0.09538,0.18930,4.06210,NAN,NAN,30.20000
480,0x000E,1,FALSE,23.88847,0.09720,0.18930,4.06180,NAN,NAN,30.20000
490,0x000E,1,FALSE,24.38739,0.09923,0.18930,4.06150,NAN,NAN,30.20000
500,0x000E,1,FALSE,24.88628,0.10125,0.18930,4.06130,NAN,NAN,30.20000
510,0x000E,1,FALSE,25.38511,0.10328,0.18930,4.06100,NAN,NAN,30.20000
520,0x000E,1,FALSE,25.88397,0.10531,0.18930,4.06070,NAN,NAN,30.20000
530,0x000E,1,FALSE,26.43272,0.10753,0.18930,4.06040,NAN,NAN,30.20000
540,0x000E,1,FALSE,26.93167,0.10956,0.18930,4.06020,NAN,NAN,30.20000
550,0x000E,1,FALSE,27.43061,0.11159,0.18930,4.05990,NAN,NAN,30.20000
560,0x000E,1,FALSE,27.92953,0.11361,0.18930,4.05960,NAN,NAN,30.20000
570,0x000E,1,FALSE,28.37861,0.11543,0.18930,4.05940,NAN,NAN,30.20000
580,0x000E,1,FALSE,28.87753,0.11746,0.18930,4.05910,NAN,NAN,30.20000
590,0x000E,1,FALSE,29.37642,0.11948,0.18930,4.05890,NAN,NAN,30.20000
600,0x000E,1,FALSE,29.87536,0.12151,0.18930,4.05860,NAN,NAN,30.20000
610,0x000E,1,FALSE,30.37442,0.12353,0.18930,4.05840,NAN,NAN,30.20000
620,0x000E,1,FALSE,30.92325,0.12576,0.18930,4.05810,NAN,NAN,30.20000
630,0x000E,1,FALSE,31.42219,0.12779,0.18930,4.05780,NAN,NAN,30.20000
640,0x000E,1,FALSE,31.92111,0.12981,0.18930,4.05760,NAN,NAN,30.20000
650,0x000E,1,FALSE,32.41997,0.13183,0.18930,4.05730,NAN,NAN,30.20000
660,0x000E,1,FALSE,32.86892,0.13365,0.18930,4.05700,NAN,NAN,30.20000
670,0x000E,1,FALSE,33.36781,0.13568,0.18930,4.05680,NAN,NAN,30.20000
680,0x000E,1,FALSE,33.86680,0.13770,0.18930,4.05650,NAN,NAN,30.20000
690,0x000E,1,FALSE,34.36556,0.13973,0.18930,4.05630,NAN,NAN,30.20000
700,0x000E,1,FALSE,34.86444,0.14175,0.18930,4.05600,NAN,NAN,30.20000
710,0x000E,1,FALSE,35.41319,0.14397,0.18930,4.05570,NAN,NAN,30.20000
720,0x000E,1,FALSE,35.91206,0.14600,0.18930,4.05550,NAN,NAN,30.20000
730,0x000E,1,FALSE,36.41100,0.14802,0.18930,4.05520,NAN,NAN,30.20000
740,0x000E,1,FALSE,36.90997,0.15004,0.18930,4.05500,NAN,NAN,30.20000
750,0x000E,1,FALSE,37.35897,0.15186,0.18930,4.05470,NAN,NAN,30.20000
760,0x000E,1,FALSE,37.85786,0.15389,0.18930,4.05450,NAN,NAN,30.20000
770,0x000E,1,FALSE,38.35675,0.15591,0.18930,4.05420,NAN,NAN,30.20000
780,0x000E,1,FALSE,38.85569,0.15793,0.18930,4.05390,NAN,NAN,30.20000
790,0x000E,1,FALSE,39.35458,0.15995,0.18930,4.05370,NAN,NAN,30.20000
800,0x000E,1,FALSE,39.90336,0.16218,0.18930,4.05340,NAN,NAN,30.20000
810,0x000E,1,FALSE,40.40219,0.16420,0.18930,4.05320,NAN,NAN,30.20000
820,0x000E,1,FALSE,40.90117,0.16622,0.18930,4.05290,NAN,NAN,30.20000
830,0x000E,1,FALSE,41.40003,0.16824,0.18930,4.05270,NAN,NAN,30.20000
840,0x000E,1,FALSE,41.84903,0.17006,0.18930,4.05240,NAN,NAN,30.20000
850,0x000E,1,FALSE,42.34806,0.17209,0.18930,4.05220,NAN,NAN,30.20000
860,0x000E,1,FALSE,42.84697,0.17411,0.18930,4.05190,NAN,NAN,30.20000
870,0x000E,1,FALSE,43.34586,0.17613,0.18930,4.05170,NAN,NAN,30.20000
880,0x000E,1,FALSE,43.84472,0.17815,0.18930,4.05150,NAN,NAN,30.20000
890,0x000E,1,FALSE,44.39347,0.18037,0.18940,4.05120,NAN,NAN,30.20000
900,0x000E,1,FALSE,44.89233,0.18239,0.18930,4.05090,NAN,NAN,30.20000
910,0x000E,1,FALSE,45.39119,0.18441,0.18930,4.05070,NAN,NAN,30.20000
920,0x000E,1,FALSE,45.89003,0.18643,0.18930,4.05040,NAN,NAN,30.20000
930,0x000E,1,FALSE,46.33906,0.18825,0.18930,4.05020,NAN,NAN,30.20000
940,0x000E,1,FALSE,46.83792,0.19027,0.18930,4.05000,NAN,NAN,30.20000
950,0x000E,1,FALSE,47.33689,0.19229,0.18930,4.04970,NAN,NAN,30.20000
960,0x000E,1,FALSE,47.83583,0.19431,0.18930,4.04950,NAN,NAN,30.20000
970,0x000E,1,FALSE,48.33492,0.19634,0.18930,4.04920,NAN,NAN,30.20000
980,0x000E,1,FALSE,48.88406,0.19856,0.18930,4.04900,NAN,NAN,30.20000
990,0x000E,1,FALSE,49.38336,0.20058,0.18930,4.04870,NAN,NAN,30.20000
1000,0x000E,1,FALSE,49.88269,0.20260,0.18930,4.04850,NAN,NAN,30.20000
1010,0x000E,1,FALSE,50.38200,0.20462,0.18930,4.04820,NAN,NAN,30.20000
1020,0x000E,1,FALSE,50.83125,0.20644,0.18930,4.04800,NAN,NAN,30.20000
1030,0x000E,1,FALSE,51.33028,0.20846,0.18930,4.04770,NAN,NAN,30.20000
1040,0x000E,1,FALSE,51.82919,0.21048,0.18930,4.04750,NAN,NAN,30.20000
1050,0x000E,1,FALSE,52.32808,0.21250,0.18930,4.04720,NAN,NAN,30.20000
1060,0x000E,1,FALSE,52.82692,0.21452,0.18930,4.04700,NAN,NAN,30.20000
1070,0x000E,1,FALSE,53.37580,0.21674,0.18930,4.04670,NAN,NAN,30.20000
1080,0x000E,1,FALSE,53.87497,0.21876,0.18930,4.04650,NAN,NAN,30.20000
1090,0x000E,1,FALSE,54.37397,0.22078,0.18930,4.04620,NAN,NAN,30.20000
1100,0x000E,1,FALSE,54.87283,0.22280,0.18930,4.04600,NAN,NAN,30.20000
1110,0x000E,1,FALSE,55.32172,0.22461,0.18930,4.04580,NAN,NAN,30.20000
1120,0x000E,1,FALSE,55.82061,0.22663,0.18930,4.04550,NAN,NAN,30.20000
1130,0x000E,1,FALSE,56.31950,0.22865,0.18930,4.04530,NAN,NAN,30.20000
1140,0x000E,1,FALSE,56.81842,0.23067,0.18930,4.04500,NAN,NAN,30.20000
1150,0x000E,1,FALSE,57.31739,0.23268,0.18930,4.04480,NAN,NAN,30.20000
1160,0x000E,1,FALSE,57.86617,0.23490,0.18930,4.04450,NAN,NAN,30.20000
1170,0x000E,1,FALSE,58.36517,0.23692,0.18930,4.04430,NAN,NAN,30.20000
1180,0x000E,1,FALSE,58.86417,0.23894,0.18930,4.04410,NAN,NAN,30.20000
1190,0x000E,1,FALSE,59.36317,0.24096,0.18930,4.04380,NAN,NAN,30.20000
1200,0x000E,1,FALSE,59.81214,0.24277,0.18930,4.04360,NAN,NAN,30.20000
1210,0x000E,1,FALSE,60.31097,0.24479,0.18930,4.04330,NAN,NAN,30.20000
1220,0x000E,1,FALSE,60.80983,0.24681,0.18930,4.04310,NAN,NAN,30.20000
1230,0x000E,1,FALSE,61.30864,0.24882,0.18930,4.04290,NAN,NAN,30.20000
1240,0x000E,1,FALSE,61.80753,0.25084,0.18930,4.04260,NAN,NAN,30.20000
1250,0x000E,1,FALSE,62.35622,0.25306,0.18930,4.04240,NAN,NAN,30.20000
1260,0x000E,1,FALSE,62.85508,0.25507,0.18930,4.04210,NAN,NAN,30.20000
1270,0x000E,1,FALSE,63.35400,0.25709,0.18930,4.04190,NAN,NAN,30.20000
1280,0x000E,1,FALSE,63.85289,0.25911,0.18930,4.04160,NAN,NAN,30.20000
1290,0x000E,1,FALSE,64.30189,0.26092,0.18930,4.04140,NAN,NAN,30.20000
1300,0x000E,1,FALSE,64.80074,0.26294,0.18930,4.04120,NAN,NAN,30.20000
1310,0x000E,1,FALSE,65.29964,0.26495,0.18930,4.04090,NAN,NAN,30.20000
1320,0x000E,1,FALSE,65.79845,0.26697,0.18930,4.04070,NAN,NAN,30.20000
1330,0x000E,1,FALSE,66.29728,0.26898,0.18930,4.04040,NAN,NAN,30.20000
1340,0x000E,1,FALSE,66.84598,0.27120,0.18930,4.04020,NAN,NAN,30.20000
1350,0x000E,1,FALSE,67.34489,0.27322,0.18930,4.03990,NAN,NAN,30.20000
1360,0x000E,1,FALSE,67.84378,0.27523,0.18930,4.03970,NAN,NAN,30.20000
1370,0x000E,1,FALSE,68.34264,0.27725,0.18930,4.03950,NAN,NAN,30.20000
1380,0x000E,1,FALSE,68.79163,0.27906,0.18930,4.03930,NAN,NAN,30.20000
1390,0x000E,1,FALSE,69.29047,0.28108,0.18940,4.03900,NAN,NAN,30.20000
1400,0x000E,1,FALSE,69.78936,0.28309,0.18930,4.03880,NAN,NAN,30.20000
1410,0x000E,1,FALSE,70.28825,0.28511,0.18930,4.03850,NAN,NAN,30.20000
1420,0x000E,1,FALSE,70.78711,0.28712,0.18930,4.03830,NAN,NAN,30.20000
1430,0x000E,1,FALSE,71.33586,0.28934,0.18930,4.03810,NAN,NAN,30.20000
1440,0x000E,1,FALSE,71.83492,0.29135,0.18930,4.03780,NAN,NAN,30.20000
1450,0x000E,1,FALSE,72.33400,0.29337,0.18930,4.03760,NAN,NAN,30.20000
1460,0x000E,1,FALSE,72.83300,0.29538,0.18930,4.03740,NAN,NAN,30.20000
1470,0x000E,1,FALSE,73.28201,0.29719,0.18930,4.03710,NAN,NAN,30.20000
1480,0x000E,1,FALSE,73.78111,0.29921,0.18930,4.03690,NAN,NAN,30.20000
1490,0x000E,1,FALSE,74.28020,0.30122,0.18930,4.03670,NAN,NAN,30.20000
1500,0x000E,1,FALSE,74.77928,0.30324,0.18930,4.03640,NAN,NAN,30.20000
1510,0x000E,1,FALSE,75.27819,0.30525,0.18930,4.03620,NAN,NAN,30.20000
1520,0x000E,1,FALSE,75.82713,0.30747,0.18930,4.03590,NAN,NAN,30.20000
1530,0x000E,1,FALSE,76.32611,0.30948,0.18930,4.03570,NAN,NAN,30.20000
1540,0x000E,1,FALSE,76.82530,0.31149,0.18930,4.03540,NAN,NAN,30.20000
1550,0x000E,1,FALSE,77.32458,0.31351,0.18930,4.03520,NAN,NAN,30.20000
1560,0x000E,1,FALSE,77.77378,0.31532,0.18930,4.03500,NAN,NAN,30.20000
1570,0x000E,1,FALSE,78.27287,0.31733,0.18930,4.03480,NAN,NAN,30.20000
1580,0x000E,1,FALSE,78.77206,0.31935,0.18930,4.03460,NAN,NAN,30.20000
1590,0x000E,1,FALSE,79.27106,0.32136,0.18930,4.03430,NAN,NAN,30.20000
1600,0x000E,1,FALSE,79.77000,0.32337,0.18930,4.03410,NAN,NAN,30.20000
1610,0x000E,1,FALSE,80.31881,0.32559,0.18930,4.03390,NAN,NAN,30.20000
1620,0x000E,1,FALSE,80.81792,0.32760,0.18930,4.03360,NAN,NAN,30.20000
1630,0x000E,1,FALSE,81.31697,0.32961,0.18930,4.03340,NAN,NAN,30.20000
1640,0x000E,1,FALSE,81.81602,0.33163,0.18930,4.03320,NAN,NAN,30.20000
1650,0x000E,1,FALSE,82.26519,0.33344,0.18930,4.03290,NAN,NAN,30.20000
1660,0x000E,1,FALSE,82.76442,0.33545,0.18930,4.03270,NAN,NAN,30.20000
1670,0x000E,1,FALSE,83.26350,0.33746,0.18930,4.03240,NAN,NAN,30.20000
1680,0x000E,1,FALSE,83.76261,0.33948,0.18930,4.03220,NAN,NAN,30.20000
1690,0x000E,1,FALSE,84.26177,0.34149,0.18930,4.03200,NAN,NAN,30.20000
1700,0x000E,1,FALSE,84.81083,0.34370,0.18930,4.03180,NAN,NAN,30.20000
1710,0x000E,1,FALSE,85.30986,0.34571,0.18930,4.03150,NAN,NAN,30.20000
1720,0x000E,1,FALSE,85.80881,0.34772,0.18930,4.03130,NAN,NAN,30.20000
1730,0x000E,1,FALSE,86.30772,0.34974,0.18930,4.03110,NAN,NAN,30.20000
1740,0x000E,1,FALSE,86.75687,0.35155,0.18930,4.03080,NAN,NAN,30.20000
1750,0x000E,1,FALSE,87.25581,0.35356,0.18930,4.03060,NAN,NAN,30.20000
1760,0x000E,1,FALSE,87.75470,0.35557,0.18930,4.03040,NAN,NAN,30.20000
1770,0x000E,1,FALSE,88.25367,0.35758,0.18930,4.03010,NAN,NAN,30.20000
1780,0x000E,1,FALSE,88.80270,0.35979,0.18930,4.02990,NAN,NAN,30.20000
1790,0x000E,1,FALSE,89.30145,0.36180,0.18930,4.02970,NAN,NAN,30.20000
1800,0x000E,1,FALSE,89.80028,0.36381,0.18930,4.02940,NAN,NAN,30.20000
1810,0x000E,1,FALSE,90.29916,0.36582,0.18930,4.02920,NAN,NAN,30.20000
1820,0x000E,1,FALSE,90.74817,0.36763,0.18930,4.02900,NAN,NAN,30.20000
1830,0x000E,1,FALSE,91.24719,0.36964,0.18930,4.02870,NAN,NAN,30.20000
1840,0x000E,1,FALSE,91.74614,0.37165,0.18930,4.02850,NAN,NAN,30.20000
1850,0x000E,1,FALSE,92.24517,0.37366,0.18930,4.02830,NAN,NAN,30.20000
1860,0x000E,1,FALSE,92.74405,0.37567,0.18930,4.02810,NAN,NAN,30.20000
1870,0x000E,1,FALSE,93.29280,0.37788,0.18930,4.02780,NAN,NAN,30.20000
1880,0x000E,1,FALSE,93.79169,0.37989,0.18930,4.02760,NAN,NAN,30.20000
1890,0x000E,1,FALSE,94.29058,0.38190,0.18930,4.02740,NAN,NAN,30.20000
1900,0x000E,1,FALSE,94.78959,0.38391,0.18930,4.02710,NAN,NAN,30.20000
1910,0x000E,1,FALSE,95.23872,0.38572,0.18930,4.02690,NAN,NAN,30.20000
1920,0x000E,1,FALSE,95.73789,0.38773,0.18930,4.02670,NAN,NAN,30.20000
1930,0x000E,1,FALSE,96.23686,0.38973,0.18930,4.02650,NAN,NAN,30.20000
1940,0x000E,1,FALSE,96.73578,0.39174,0.18930,4.02620,NAN,NAN,30.20000
1950,0x000E,1,FALSE,97.23466,0.39375,0.18930,4.02600,NAN,NAN,30.20000
1960,0x000E,1,FALSE,97.78336,0.39596,0.18930,4.02580,NAN,NAN,30.20000
1970,0x000E,1,FALSE,98.28239,0.39797,0.18930,4.02550,NAN,NAN,30.20000
1980,0x000E,1,FALSE,98.78130,0.39998,0.18930,4.02530,NAN,NAN,30.20000
1990,0x000E,1,FALSE,99.28030,0.40199,0.18930,4.02510,NAN,NAN,30.20000
2000,0x000E,1,FALSE,99.72939,0.40379,0.18930,4.02490,NAN,NAN,30.20000
2010,0x000E,1,FALSE,100.22842,0.40580,0.18930,4.02460,NAN,NAN,30.20000
2020,0x000E,1,FALSE,100.72736,0.40781,0.18930,4.02440,NAN,NAN,30.20000
2030,0x000E,1,FALSE,101.22631,0.40982,0.18930,4.02420,NAN,NAN,30.20000
2040,0x000E,1,FALSE,101.72519,0.41183,0.18930,4.02400,NAN,NAN,30.20000
2050,0x000E,1,FALSE,102.27403,0.41403,0.18930,4.02370,NAN,NAN,30.20000
2060,0x000E,1,FALSE,102.77297,0.41604,0.18930,4.02350,NAN,NAN,30.20000
2070,0x000E,1,FALSE,103.27184,0.41805,0.18930,4.02330,NAN,NAN,30.20000
2080,0x000E,1,FALSE,103.77047,0.42005,0.18930,4.02300,NAN,NAN,30.20000
2090,0x000E,1,FALSE,104.21925,0.42186,0.18930,4.02280,NAN,NAN,30.20000
2100,0x000E,1,FALSE,104.71814,0.42387,0.18930,4.02260,NAN,NAN,30.20000
2110,0x000E,1,FALSE,105.21714,0.42587,0.18930,4.02240,NAN,NAN,30.20000
2120,0x000E,1,FALSE,105.71603,0.42788,0.18930,4.02210,NAN,NAN,30.20000
2130,0x000E,1,FALSE,106.21486,0.42989,0.18930,4.02190,NAN,NAN,30.20000
2140,0x000E,1,FALSE,106.76369,0.43209,0.18930,4.02170,NAN,NAN,30.20000
2150,0x000E,1,FALSE,107.26266,0.43410,0.18930,4.02150,NAN,NAN,30.20000
2160,0x000E,1,FALSE,107.76167,0.43611,0.18930,4.02120,NAN,NAN,30.20000
2170,0x000E,1,FALSE,108.26064,0.43811,0.18930,4.02100,NAN,NAN,30.20000
2180,0x000E,1,FALSE,108.70981,0.43992,0.18930,4.02080,NAN,NAN,30.20000
2190,0x000E,1,FALSE,109.20869,0.44192,0.18930,4.02060,NAN,NAN,30.20000
2200,0x000E,1,FALSE,109.70769,0.44393,0.18930,4.02040,NAN,NAN,30.20000
2210,0x000E,1,FALSE,110.20680,0.44594,0.18930,4.02010,NAN,NAN,30.20000
2220,0x000E,1,FALSE,110.70586,0.44794,0.18930,4.01990,NAN,NAN,30.20000
2230,0x000E,1,FALSE,111.25475,0.45015,0.18930,4.01960,NAN,NAN,30.20000
2240,0x000E,1,FALSE,111.75386,0.45215,0.18930,4.01940,NAN,NAN,30.20000
2250,0x000E,1,FALSE,112.25298,0.45416,0.18930,4.01920,NAN,NAN,30.20000
2260,0x000E,1,FALSE,112.75198,0.45617,0.18930,4.01900,NAN,NAN,30.20000
2270,0x000E,1,FALSE,113.20119,0.45797,0.18930,4.01880,NAN,NAN,30.20000
2280,0x000E,1,FALSE,113.70016,0.45998,0.18930,4.01850,NAN,NAN,30.20000
2290,0x000E,1,FALSE,114.19919,0.46198,0.18930,4.01830,NAN,NAN,30.20000
2300,0x000E,1,FALSE,114.69808,0.46399,0.18930,4.01810,NAN,NAN,30.20000
2310,0x000E,1,FALSE,115.19708,0.46599,0.18930,4.01790,NAN,NAN,30.20000
2320,0x000E,1,FALSE,115.74586,0.46820,0.18930,4.01760,NAN,NAN,30.20000
2330,0x000E,1,FALSE,116.24480,0.47020,0.18930,4.01740,NAN,NAN,30.20000
2340,0x000E,1,FALSE,116.74380,0.47220,0.18930,4.01720,NAN,NAN,30.20000
2350,0x000E,1,FALSE,117.24261,0.47421,0.18930,4.01700,NAN,NAN,30.20000
2360,0x000E,1,FALSE,117.69161,0.47601,0.18930,4.01680,NAN,NAN,30.20000
2370,0x000E,1,FALSE,118.19053,0.47801,0.18930,4.01650,NAN,NAN,30.20000
2380,0x000E,1,FALSE,118.68950,0.48002,0.18930,4.01630,NAN,NAN,30.20000
2390,0x000E,1,FALSE,119.18842,0.48202,0.18930,4.01610,NAN,NAN,30.20000
2400,0x000E,1,FALSE,119.68730,0.48403,0.18930,4.01590,NAN,NAN,30.20000
2410,0x000E,1,FALSE,120.23624,0.48623,0.18930,4.01560,NAN,NAN,30.20000
2420,0x000E,1,FALSE,120.73517,0.48823,0.18930,4.01540,NAN,NAN,30.20000
2430,0x000E,1,FALSE,121.23403,0.49024,0.18930,4.01520,NAN,NAN,30.20000
2440,0x000E,1,FALSE,121.73319,0.49224,0.18930,4.01500,NAN,NAN,30.20000
2450,0x000E,1,FALSE,122.18244,0.49404,0.18930,4.01470,NAN,NAN,30.20000
2460,0x000E,1,FALSE,122.68172,0.49605,0.18930,4.01460,NAN,NAN,30.20000
2470,0x000E,1,FALSE,123.18084,0.49805,0.18930,4.01430,NAN,NAN,30.20000
2480,0x000E,1,FALSE,123.67978,0.50005,0.18930,4.01410,NAN,NAN,30.20000
2490,0x000E,1,FALSE,124.17875,0.50206,0.18930,4.01390,NAN,NAN,30.20000
2500,0x000E,1,FALSE,124.72762,0.50426,0.18930,4.01370,NAN,NAN,30.20000
2510,0x000E,1,FALSE,125.22652,0.50626,0.18930,4.01340,NAN,NAN,30.20000
2520,0x000E,1,FALSE,125.72549,0.50826,0.18930,4.01320,NAN,NAN,30.20000
2530,0x000E,1,FALSE,126.22441,0.51027,0.18930,4.01290,NAN,NAN,30.20000
2540,0x000E,1,FALSE,126.67345,0.51207,0.18930,4.01270,NAN,NAN,30.20000
2550,0x000E,1,FALSE,127.17236,0.51407,0.18930,4.01250,NAN,NAN,30.20000
2560,0x000E,1,FALSE,127.67127,0.51607,0.18930,4.01230,NAN,NAN,30.20000
2570,0x000E,1,FALSE,128.17012,0.51807,0.18930,4.01210,NAN,NAN,30.20000
2580,0x000E,1,FALSE,128.66899,0.52007,0.18930,4.01180,NAN,NAN,30.20000
2590,0x000E,1,FALSE,129.21780,0.52228,0.18930,4.01160,NAN,NAN,30.20000
2600,0x000E,1,FALSE,129.71669,0.52428,0.18930,4.01140,NAN,NAN,30.20000
2610,0x000E,1,FALSE,130.21559,0.52628,0.18930,4.01120,NAN,NAN,30.20000
2620,0x000E,1,FALSE,130.71448,0.52828,0.18930,4.01100,NAN,NAN,30.20000
2630,0x000E,1,FALSE,131.16348,0.53008,0.18930,4.01070,NAN,NAN,30.20000
2640,0x000E,1,FALSE,131.66245,0.53208,0.18930,4.01050,NAN,NAN,30.20000
2650,0x000E,1,FALSE,132.16153,0.53408,0.18930,4.01030,NAN,NAN,30.20000
2660,0x000E,1,FALSE,132.66058,0.53608,0.18930,4.01010,NAN,NAN,30.20000
2670,0x000E,1,FALSE,133.15977,0.53809,0.18930,4.00990,NAN,NAN,30.20000
2680,0x000E,1,FALSE,133.70874,0.54029,0.18930,4.00960,NAN,NAN,30.20000
2690,0x000E,1,FALSE,134.20795,0.54229,0.18930,4.00940,NAN,NAN,30.20000
2700,0x000E,1,FALSE,134.70726,0.54429,0.18930,4.00920,NAN,NAN,30.20000
2710,0x000E,1,FALSE,135.20616,0.54629,0.18930,4.00900,NAN,NAN,30.20000
2720,0x000E,1,FALSE,135.65517,0.54809,0.18930,4.00880,NAN,NAN,30.20000
2730,0x000E,1,FALSE,136.15414,0.55009,0.18930,4.00860,NAN,NAN,30.20000
