930,0x000E,1,FALSE,48.26767,0.19589,0.18930,4.04570,NAN,NAN,25.30000
940,0x000E,1,FALSE,48.78711,0.19799,0.18930,4.04550,NAN,NAN,25.30000
950,0x000E,1,FALSE,49.30667,0.20009,0.18930,4.04520,NAN,NAN,25.30000
960,0x000E,1,FALSE,49.82611,0.20219,0.18930,4.04500,NAN,NAN,25.30000
970,0x000E,1,FALSE,50.34547,0.20429,0.18930,4.04470,NAN,NAN,25.30000
980,0x000E,1,FALSE,50.91683,0.20660,0.18930,4.04440,NAN,NAN,25.30000
990,0x000E,1,FALSE,51.43631,0.20870,0.18930,4.04420,NAN,NAN,25.30000
1000,0x000E,1,FALSE,51.95575,0.21080,0.18930,4.04390,NAN,NAN,25.30000
1010,0x000E,1,FALSE,52.47528,0.21290,0.18930,4.04370,NAN,NAN,25.30000
1020,0x000E,1,FALSE,52.94286,0.21479,0.18930,4.04350,NAN,NAN,25.30000
1030,0x000E,1,FALSE,53.46233,0.21689,0.18930,4.04320,NAN,NAN,25.30000
1040,0x000E,1,FALSE,53.98195,0.21899,0.18930,4.04300,NAN,NAN,25.30000
1050,0x000E,1,FALSE,54.50130,0.22109,0.18930,4.04270,NAN,NAN,25.30000
1060,0x000E,1,FALSE,55.02083,0.22319,0.18930,4.04250,NAN,NAN,25.30000
1070,0x000E,1,FALSE,55.59233,0.22550,0.18930,4.04220,NAN,NAN,25.30000
1080,0x000E,1,FALSE,56.11175,0.22760,0.18930,4.04190,NAN,NAN,25.30000
1090,0x000E,1,FALSE,56.63120,0.22970,0.18930,4.04170,NAN,NAN,25.30000
1100,0x000E,1,FALSE,57.15059,0.23180,0.18930,4.04150,NAN,NAN,25.30000
1110,0x000E,1,FALSE,57.61797,0.23369,0.18930,4.04120,NAN,NAN,25.30000
1120,0x000E,1,FALSE,58.13734,0.23579,0.18930,4.04100,NAN,NAN,25.30000
1130,0x000E,1,FALSE,58.65672,0.23789,0.18930,4.04070,NAN,NAN,25.30000
1140,0x000E,1,FALSE,59.17617,0.23999,0.18930,4.04050,NAN,NAN,25.30000
1150,0x000E,1,FALSE,59.69561,0.24209,0.18930,4.04030,NAN,NAN,25.30000
1160,0x000E,1,FALSE,60.26706,0.24439,0.18930,4.04000,NAN,NAN,25.30000
1170,0x000E,1,FALSE,60.78650,0.24649,0.18930,4.03980,NAN,NAN,25.30000
1180,0x000E,1,FALSE,61.30589,0.24859,0.18930,4.03950,NAN,NAN,25.30000
1190,0x000E,1,FALSE,61.82539,0.25069,0.18930,4.03930,NAN,NAN,25.30000
1200,0x000E,1,FALSE,62.29286,0.25258,0.18930,4.03900,NAN,NAN,25.30000
1210,0x000E,1,FALSE,62.81223,0.25467,0.18930,4.03880,NAN,NAN,25.30000
1220,0x000E,1,FALSE,63.33158,0.25677,0.18930,4.03860,NAN,NAN,25.30000
1230,0x000E,1,FALSE,63.85100,0.25887,0.18930,4.03830,NAN,NAN,25.30000
1240,0x000E,1,FALSE,64.37036,0.26097,0.18930,4.03810,NAN,NAN,25.30000
1250,0x000E,1,FALSE,64.94172,0.26327,0.18930,4.03780,NAN,NAN,25.30000
1260,0x000E,1,FALSE,65.46108,0.26537,0.18930,4.03760,NAN,NAN,25.30000
1270,0x000E,1,FALSE,65.98050,0.26747,0.18930,4.03730,NAN,NAN,25.30000
1280,0x000E,1,FALSE,66.50003,0.26956,0.18930,4.03710,NAN,NAN,25.30000
1290,0x000E,1,FALSE,66.96764,0.27145,0.18930,4.03690,NAN,NAN,25.30000
1300,0x000E,1,FALSE,67.48711,0.27355,0.18930,4.03670,NAN,NAN,25.30000
1310,0x000E,1,FALSE,68.00658,0.27565,0.18930,4.03640,NAN,NAN,25.30000
1320,0x000E,1,FALSE,68.52603,0.27774,0.18930,4.03620,NAN,NAN,25.30000
1330,0x000E,1,FALSE,69.04553,0.27984,0.18930,4.03590,NAN,NAN,25.30000
1340,0x000E,1,FALSE,69.61686,0.28214,0.18930,4.03570,NAN,NAN,25.30000
1350,0x000E,1,FALSE,70.13614,0.28424,0.18930,4.03540,NAN,NAN,25.30000
1360,0x000E,1,FALSE,70.65547,0.28633,0.18930,4.03520,NAN,NAN,25.30000
1370,0x000E,1,FALSE,71.17489,0.28843,0.18930,4.03500,NAN,NAN,25.30000
1380,0x000E,1,FALSE,71.64244,0.29032,0.18930,4.03470,NAN,NAN,25.30000
1390,0x000E,1,FALSE,72.16200,0.29241,0.18930,4.03450,NAN,NAN,25.30000
1400,0x000E,1,FALSE,72.68156,0.29451,0.18930,4.03430,NAN,NAN,25.30000
1410,0x000E,1,FALSE,73.20108,0.29660,0.18930,4.03400,NAN,NAN,25.30000
1420,0x000E,1,FALSE,73.72058,0.29870,0.18930,4.03380,NAN,NAN,25.30000
1430,0x000E,1,FALSE,74.29214,0.30101,0.18930,4.03350,NAN,NAN,25.30000
1440,0x000E,1,FALSE,74.81183,0.30310,0.18930,4.03330,NAN,NAN,25.30000
1450,0x000E,1,FALSE,75.33144,0.30520,0.18930,4.03300,NAN,NAN,25.30000
1460,0x000E,1,FALSE,75.85089,0.30729,0.18930,4.03280,NAN,NAN,25.30000
1470,0x000E,1,FALSE,76.31847,0.30918,0.18930,4.03260,NAN,NAN,25.30000
1480,0x000E,1,FALSE,76.83801,0.31127,0.18930,4.03230,NAN,NAN,25.30000
1490,0x000E,1,FALSE,77.35767,0.31337,0.18930,4.03210,NAN,NAN,25.30000
1500,0x000E,1,FALSE,77.87708,0.31546,0.18930,4.03190,NAN,NAN,25.30000
1510,0x000E,1,FALSE,78.39658,0.31756,0.18930,4.03160,NAN,NAN,25.30000
1520,0x000E,1,FALSE,78.96800,0.31986,0.18930,4.03140,NAN,NAN,25.30000
1530,0x000E,1,FALSE,79.48756,0.32195,0.18930,4.03120,NAN,NAN,25.30000
1540,0x000E,1,FALSE,80.00713,0.32405,0.18930,4.03090,NAN,NAN,25.30000
1550,0x000E,1,FALSE,80.52678,0.32614,0.18930,4.03070,NAN,NAN,25.30000
1560,0x000E,1,FALSE,80.99461,0.32803,0.18930,4.03050,NAN,NAN,25.30000
1570,0x000E,1,FALSE,81.51424,0.33012,0.18930,4.03020,NAN,NAN,25.30000
1580,0x000E,1,FALSE,82.03381,0.33222,0.18930,4.03000,NAN,NAN,25.30000
1590,0x000E,1,FALSE,82.55337,0.33431,0.18930,4.02980,NAN,NAN,25.30000
1600,0x000E,1,FALSE,83.12481,0.33661,0.18930,4.02950,NAN,NAN,25.30000
1610,0x000E,1,FALSE,83.64428,0.33870,0.18930,4.02930,NAN,NAN,25.30000
1620,0x000E,1,FALSE,84.16373,0.34080,0.18930,4.02900,NAN,NAN,25.30000
1630,0x000E,1,FALSE,84.68320,0.34289,0.18930,4.02880,NAN,NAN,25.30000
1640,0x000E,1,FALSE,85.15075,0.34477,0.18930,4.02860,NAN,NAN,25.30000
1650,0x000E,1,FALSE,85.67025,0.34687,0.18930,4.02840,NAN,NAN,25.30000
1660,0x000E,1,FALSE,86.18970,0.34896,0.18930,4.02820,NAN,NAN,25.30000
1670,0x000E,1,FALSE,86.70925,0.35105,0.18930,4.02790,NAN,NAN,25.30000
1680,0x000E,1,FALSE,87.22878,0.35314,0.18930,4.02770,NAN,NAN,25.30000
1690,0x000E,1,FALSE,87.80017,0.35545,0.18930,4.02740,NAN,NAN,25.30000
1700,0x000E,1,FALSE,88.31966,0.35754,0.18930,4.02720,NAN,NAN,25.30000
1710,0x000E,1,FALSE,88.83923,0.35963,0.18930,4.02700,NAN,NAN,25.30000
1720,0x000E,1,FALSE,89.35867,0.36172,0.18930,4.02670,NAN,NAN,25.30000
1730,0x000E,1,FALSE,89.82636,0.36360,0.18930,4.02650,NAN,NAN,25.30000
1740,0x000E,1,FALSE,90.34589,0.36570,0.18930,4.02630,NAN,NAN,25.30000
1750,0x000E,1,FALSE,90.86539,0.36779,0.18930,4.02610,NAN,NAN,25.30000
1760,0x000E,1,FALSE,91.38506,0.36988,0.18930,4.02580,NAN,NAN,25.30000
1770,0x000E,1,FALSE,91.90450,0.37197,0.18930,4.02560,NAN,NAN,25.30000
1780,0x000E,1,FALSE,92.47598,0.37427,0.18930,4.02540,NAN,NAN,25.30000
1790,0x000E,1,FALSE,92.99539,0.37636,0.18930,4.02510,NAN,NAN,25.30000
1800,0x000E,1,FALSE,93.51486,0.37845,0.18930,4.02490,NAN,NAN,25.30000
1810,0x000E,1,FALSE,94.03436,0.38054,0.18930,4.02460,NAN,NAN,25.30000
1820,0x000E,1,FALSE,94.50189,0.38242,0.18930,4.02450,NAN,NAN,25.30000
1830,0x000E,1,FALSE,95.02125,0.38451,0.18930,4.02420,NAN,NAN,25.30000
1840,0x000E,1,FALSE,95.54061,0.38660,0.18930,4.02400,NAN,NAN,25.30000
1850,0x000E,1,FALSE,96.06005,0.38869,0.18930,4.02380,NAN,NAN,25.30000
1860,0x000E,1,FALSE,96.57941,0.39078,0.18930,4.02350,NAN,NAN,25.30000
1870,0x000E,1,FALSE,97.15075,0.39308,0.18930,4.02330,NAN,NAN,25.30000
1880,0x000E,1,FALSE,97.67017,0.39517,0.18930,4.02310,NAN,NAN,25.30000
1890,0x000E,1,FALSE,98.18961,0.39726,0.18930,4.02280,NAN,NAN,25.30000
1900,0x000E,1,FALSE,98.70902,0.39935,0.18930,4.02260,NAN,NAN,25.30000
1910,0x000E,1,FALSE,99.17664,0.40123,0.18930,4.02240,NAN,NAN,25.30000
1920,0x000E,1,FALSE,99.69625,0.40332,0.18930,4.02210,NAN,NAN,25.30000
1930,0x000E,1,FALSE,100.21575,0.40541,0.18930,4.02200,NAN,NAN,25.30000
1940,0x000E,1,FALSE,100.73519,0.40750,0.18930,4.02170,NAN,NAN,25.30000
1950,0x000E,1,FALSE,101.25478,0.40959,0.18930,4.02150,NAN,NAN,25.30000
1960,0x000E,1,FALSE,101.82625,0.41189,0.18930,4.02130,NAN,NAN,25.30000
1970,0x000E,1,FALSE,102.34570,0.41398,0.18930,4.02100,NAN,NAN,25.30000
1980,0x000E,1,FALSE,102.86525,0.41606,0.18930,4.02080,NAN,NAN,25.30000
1990,0x000E,1,FALSE,103.38481,0.41815,0.18930,4.02060,NAN,NAN,25.30000
2000,0x000E,1,FALSE,103.85236,0.42003,0.18930,4.02030,NAN,NAN,25.30000
2010,0x000E,1,FALSE,104.37192,0.42212,0.18930,4.02010,NAN,NAN,25.30000
2020,0x000E,1,FALSE,104.89156,0.42421,0.18930,4.01990,NAN,NAN,25.30000
2030,0x000E,1,FALSE,105.41134,0.42630,0.18930,4.01960,NAN,NAN,25.30000
2040,0x000E,1,FALSE,105.93092,0.42839,0.18930,4.01940,NAN,NAN,25.30000
2050,0x000E,1,FALSE,106.50233,0.43068,0.18930,4.01920,NAN,NAN,25.30000
2060,0x000E,1,FALSE,107.02178,0.43277,0.18930,4.01900,NAN,NAN,25.30000
2070,0x000E,1,FALSE,107.54147,0.43486,0.18930,4.01870,NAN,NAN,25.30000
2080,0x000E,1,FALSE,108.06111,0.43695,0.18930,4.01850,NAN,NAN,25.30000
2090,0x000E,1,FALSE,108.52881,0.43883,0.18930,4.01830,NAN,NAN,25.30000
2100,0x000E,1,FALSE,109.04828,0.44092,0.18930,4.01810,NAN,NAN,25.30000
2110,0x000E,1,FALSE,109.56775,0.44300,0.18930,4.01780,NAN,NAN,25.30000
2120,0x000E,1,FALSE,110.08720,0.44509,0.18930,4.01760,NAN,NAN,25.30000
2130,0x000E,1,FALSE,110.60669,0.44718,0.18930,4.01740,NAN,NAN,25.30000
2140,0x000E,1,FALSE,111.17814,0.44947,0.18930,4.01720,NAN,NAN,25.30000
2150,0x000E,1,FALSE,111.69772,0.45156,0.18930,4.01690,NAN,NAN,25.30000
2160,0x000E,1,FALSE,112.21713,0.45364,0.18930,4.01670,NAN,NAN,25.30000
2170,0x000E,1,FALSE,112.73669,0.45573,0.18930,4.01650,NAN,NAN,25.30000
2180,0x000E,1,FALSE,113.20428,0.45761,0.18930,4.01620,NAN,NAN,25.30000
2190,0x000E,1,FALSE,113.72386,0.45970,0.18930,4.01600,NAN,NAN,25.30000
2200,0x000E,1,FALSE,114.24334,0.46178,0.18930,4.01580,NAN,NAN,25.30000
2210,0x000E,1,FALSE,114.76286,0.46387,0.18930,4.01560,NAN,NAN,25.30000
2220,0x000E,1,FALSE,115.28230,0.46595,0.18930,4.01540,NAN,NAN,25.30000
2230,0x000E,1,FALSE,115.85370,0.46825,0.18930,4.01510,NAN,NAN,25.30000
2240,0x000E,1,FALSE,116.37305,0.47033,0.18930,4.01490,NAN,NAN,25.30000
2250,0x000E,1,FALSE,116.89233,0.47242,0.18930,4.01470,NAN,NAN,25.30000
2260,0x000E,1,FALSE,117.41180,0.47450,0.18930,4.01450,NAN,NAN,25.30000
2270,0x000E,1,FALSE,117.87931,0.47638,0.18930,4.01420,NAN,NAN,25.30000
2280,0x000E,1,FALSE,118.39872,0.47846,0.18930,4.01400,NAN,NAN,25.30000
2290,0x000E,1,FALSE,118.91811,0.48055,0.18930,4.01380,NAN,NAN,25.30000
2300,0x000E,1,FALSE,119.43755,0.48263,0.18930,4.01360,NAN,NAN,25.30000
2310,0x000E,1,FALSE,119.95689,0.48472,0.18930,4.01330,NAN,NAN,25.30000
2320,0x000E,1,FALSE,120.52800,0.48701,0.18930,4.01310,NAN,NAN,25.30000
2330,0x000E,1,FALSE,121.04739,0.48909,0.18930,4.01290,NAN,NAN,25.30000
2340,0x000E,1,FALSE,121.56680,0.49118,0.18930,4.01270,NAN,NAN,25.30000
2350,0x000E,1,FALSE,122.08617,0.49326,0.18930,4.01240,NAN,NAN,25.30000
2360,0x000E,1,FALSE,122.55344,0.49514,0.18930,4.01220,NAN,NAN,25.30000
2370,0x000E,1,FALSE,123.07278,0.49722,0.18930,4.01200,NAN,NAN,25.30000
2380,0x000E,1,FALSE,123.59214,0.49930,0.18930,4.01180,NAN,NAN,25.30000
2390,0x000E,1,FALSE,124.11139,0.50139,0.18930,4.01150,NAN,NAN,25.30000
2400,0x000E,1,FALSE,124.63072,0.50347,0.18930,4.01130,NAN,NAN,25.30000
2410,0x000E,1,FALSE,125.20203,0.50576,0.18930,4.01110,NAN,NAN,25.30000
2420,0x000E,1,FALSE,125.72144,0.50784,0.18930,4.01090,NAN,NAN,25.30000
2430,0x000E,1,FALSE,126.24084,0.50993,0.18930,4.01060,NAN,NAN,25.30000
2440,0x000E,1,FALSE,126.76025,0.51201,0.18930,4.01040,NAN,NAN,25.30000
2450,0x000E,1,FALSE,127.22775,0.51388,0.18930,4.01020,NAN,NAN,25.30000
2460,0x000E,1,FALSE,127.74716,0.51597,0.18930,4.01000,NAN,NAN,25.30000
2470,0x000E,1,FALSE,128.26659,0.51805,0.18930,4.00970,NAN,NAN,25.30000
2480,0x000E,1,FALSE,128.78596,0.52013,0.18930,4.00950,NAN,NAN,25.30000
2490,0x000E,1,FALSE,129.30530,0.52221,0.18930,4.00930,NAN,NAN,25.30000
2500,0x000E,1,FALSE,129.87669,0.52451,0.18930,4.00910,NAN,NAN,25.30000
2510,0x000E,1,FALSE,130.39615,0.52659,0.18930,4.00890,NAN,NAN,25.30000
2520,0x000E,1,FALSE,130.91559,0.52867,0.18930,4.00860,NAN,NAN,25.30000
2530,0x000E,1,FALSE,131.43503,0.53075,0.18930,4.00840,NAN,NAN,25.30000
2540,0x000E,1,FALSE,131.90247,0.53263,0.18930,4.00820,NAN,NAN,25.30000
2550,0x000E,1,FALSE,132.42197,0.53471,0.18930,4.00800,NAN,NAN,25.30000
2560,0x000E,1,FALSE,132.94147,0.53679,0.18930,4.00780,NAN,NAN,25.30000
2570,0x000E,1,FALSE,133.46114,0.53887,0.18930,4.00750,NAN,NAN,25.30000
2580,0x000E,1,FALSE,133.98073,0.54095,0.18930,4.00730,NAN,NAN,25.30000
2590,0x000E,1,FALSE,134.55211,0.54324,0.18930,4.00710,NAN,NAN,25.30000
2600,0x000E,1,FALSE,135.07156,0.54532,0.18930,4.00690,NAN,NAN,25.30000
2610,0x000E,1,FALSE,135.59111,0.54741,0.18930,4.00660,NAN,NAN,25.30000
2620,0x000E,1,FALSE,136.11061,0.54949,0.18930,4.00640,NAN,NAN,25.30000
2630,0x000E,1,FALSE,136.57811,0.55136,0.18930,4.00620,NAN,NAN,25.30000
2640,0x000E,1,FALSE,137.09755,0.55344,0.18930,4.00600,NAN,NAN,25.30000
2650,0x000E,1,FALSE,137.61702,0.55552,0.18930,4.00580,NAN,NAN,25.30000
2660,0x000E,1,FALSE,138.13647,0.55760,0.18930,4.00550,NAN,NAN,25.30000
2670,0x000E,1,FALSE,138.65594,0.55968,0.18930,4.00530,NAN,NAN,25.30000
2680,0x000E,1,FALSE,139.22733,0.56197,0.18930,4.00510,NAN,NAN,25.30000
2690,0x000E,1,FALSE,139.74683,0.56405,0.18930,4.00490,NAN,NAN,25.30000
2700,0x000E,1,FALSE,140.26649,0.56613,0.18930,4.00460,NAN,NAN,25.30000
2710,0x000E,1,FALSE,140.78619,0.56821,0.18930,4.00440,NAN,NAN,25.30000
2720,0x000E,1,FALSE,141.25409,0.57009,0.18930,4.00420,NAN,NAN,25.30000
2730,0x000E,1,FALSE,141.77386,0.57217,0.18930,4.00400,NAN,NAN,25.30000
