370,0x000E,1,FALSE,19.21833,0.07785,0.18930,4.04350,NAN,NAN,15.30000
380,0x000E,1,FALSE,19.73778,0.07995,0.18930,4.04320,NAN,NAN,15.20000
390,0x000E,1,FALSE,20.20522,0.08184,0.18930,4.04290,NAN,NAN,15.10000
400,0x000E,1,FALSE,20.72467,0.08394,0.18930,4.04250,NAN,NAN,15.00000
410,0x000E,1,FALSE,21.24414,0.08604,0.18930,4.04220,NAN,NAN,15.00000
420,0x000E,1,FALSE,21.76358,0.08814,0.18930,4.04190,NAN,NAN,15.00000
430,0x000E,1,FALSE,22.28311,0.09024,0.18930,4.04160,NAN,NAN,15.00000
440,0x000E,1,FALSE,22.85461,0.09255,0.18930,4.04120,NAN,NAN,15.00000
450,0x000E,1,FALSE,23.37420,0.09465,0.18930,4.04090,NAN,NAN,15.00000
460,0x000E,1,FALSE,23.89372,0.09675,0.18930,4.04060,NAN,NAN,15.10000
470,0x000E,1,FALSE,24.41314,0.09885,0.18930,4.04030,NAN,NAN,15.10000
480,0x000E,1,FALSE,24.88053,0.10074,0.18930,4.04000,NAN,NAN,15.20000
490,0x000E,1,FALSE,25.39994,0.10284,0.18930,4.03970,NAN,NAN,15.20000
500,0x000E,1,FALSE,25.91936,0.10493,0.18930,4.03940,NAN,NAN,15.30000
510,0x000E,1,FALSE,26.43881,0.10703,0.18930,4.03910,NAN,NAN,15.40000
520,0x000E,1,FALSE,26.95831,0.10913,0.18930,4.03880,NAN,NAN,15.40000
530,0x000E,1,FALSE,27.52972,0.11144,0.18940,4.03850,NAN,NAN,15.40000
540,0x000E,1,FALSE,28.04911,0.11354,0.18940,4.03830,NAN,NAN,15.50000
550,0x000E,1,FALSE,28.56850,0.11563,0.18930,4.03800,NAN,NAN,15.50000
560,0x000E,1,FALSE,29.08794,0.11773,0.18930,4.03770,NAN,NAN,15.60000
570,0x000E,1,FALSE,29.55553,0.11962,0.18930,4.03750,NAN,NAN,15.60000
580,0x000E,1,FALSE,30.07503,0.12171,0.18930,4.03720,NAN,NAN,15.60000
590,0x000E,1,FALSE,30.59447,0.12381,0.18930,4.03690,NAN,NAN,15.60000
600,0x000E,1,FALSE,31.11406,0.12591,0.18930,4.03670,NAN,NAN,15.60000
610,0x000E,1,FALSE,31.63367,0.12801,0.18930,4.03640,NAN,NAN,15.70000
620,0x000E,1,FALSE,32.20511,0.13031,0.18930,4.03620,NAN,NAN,15.70000
630,0x000E,1,FALSE,32.72458,0.13241,0.18940,4.03590,NAN,NAN,15.70000
640,0x000E,1,FALSE,33.24405,0.13451,0.18930,4.03560,NAN,NAN,15.70000
650,0x000E,1,FALSE,33.76353,0.13660,0.18930,4.03540,NAN,NAN,15.60000
660,0x000E,1,FALSE,34.23100,0.13849,0.18930,4.03510,NAN,NAN,15.60000
670,0x000E,1,FALSE,34.75061,0.14058,0.18930,4.03490,NAN,NAN,15.50000
680,0x000E,1,FALSE,35.27005,0.14268,0.18930,4.03460,NAN,NAN,15.40000
690,0x000E,1,FALSE,35.78947,0.14478,0.18930,4.03430,NAN,NAN,15.30000
700,0x000E,1,FALSE,36.30889,0.14687,0.18940,4.03400,NAN,NAN,15.20000
710,0x000E,1,FALSE,36.88044,0.14918,0.18930,4.03370,NAN,NAN,15.10000
720,0x000E,1,FALSE,37.39992,0.15127,0.18940,4.03340,NAN,NAN,15.20000
730,0x000E,1,FALSE,37.91950,0.15337,0.18930,4.03320,NAN,NAN,15.20000
740,0x000E,1,FALSE,38.43928,0.15546,0.18930,4.03290,NAN,NAN,15.20000
750,0x000E,1,FALSE,38.90697,0.15735,0.18930,4.03260,NAN,NAN,15.20000
760,0x000E,1,FALSE,39.42650,0.15944,0.18930,4.03240,NAN,NAN,15.20000
770,0x000E,1,FALSE,39.94608,0.16154,0.18930,4.03210,NAN,NAN,15.30000
780,0x000E,1,FALSE,40.46553,0.16363,0.18930,4.03180,NAN,NAN,15.30000
790,0x000E,1,FALSE,40.98500,0.16573,0.18930,4.03150,NAN,NAN,15.30000
800,0x000E,1,FALSE,41.55633,0.16803,0.18930,4.03130,NAN,NAN,15.30000
810,0x000E,1,FALSE,42.07581,0.17012,0.18930,4.03100,NAN,NAN,15.30000
820,0x000E,1,FALSE,42.59517,0.17222,0.18930,4.03070,NAN,NAN,15.30000
830,0x000E,1,FALSE,43.11461,0.17431,0.18930,4.03040,NAN,NAN,15.30000
840,0x000E,1,FALSE,43.58211,0.17620,0.18930,4.03020,NAN,NAN,15.30000
850,0x000E,1,FALSE,44.10161,0.17829,0.18930,4.02990,NAN,NAN,15.30000
860,0x000E,1,FALSE,44.62103,0.18038,0.18940,4.02970,NAN,NAN,15.30000
870,0x000E,1,FALSE,45.14056,0.18248,0.18930,4.02940,NAN,NAN,15.30000
880,0x000E,1,FALSE,45.66014,0.18457,0.18930,4.02910,NAN,NAN,15.30000
890,0x000E,1,FALSE,46.23167,0.18687,0.18930,4.02880,NAN,NAN,15.20000
900,0x000E,1,FALSE,46.75125,0.18896,0.18930,4.02850,NAN,NAN,15.10000
910,0x000E,1,FALSE,47.27108,0.19106,0.18930,4.02830,NAN,NAN,15.10000
920,0x000E,1,FALSE,47.79072,0.19315,0.18930,4.02800,NAN,NAN,15.00000
930,0x000E,1,FALSE,48.25845,0.19503,0.18930,4.02770,NAN,NAN,15.00000
940,0x000E,1,FALSE,48.77814,0.19713,0.18930,4.02750,NAN,NAN,15.00000
950,0x000E,1,FALSE,49.29758,0.19922,0.18930,4.02720,NAN,NAN,15.10000
960,0x000E,1,FALSE,49.81714,0.20131,0.18930,4.02690,NAN,NAN,15.10000
970,0x000E,1,FALSE,50.33659,0.20340,0.18940,4.02660,NAN,NAN,15.10000
980,0x000E,1,FALSE,50.90797,0.20570,0.18930,4.02640,NAN,NAN,15.20000
990,0x000E,1,FALSE,51.42742,0.20780,0.18930,4.02610,NAN,NAN,15.30000
1000,0x000E,1,FALSE,51.94686,0.20989,0.18930,4.02590,NAN,NAN,15.30000
1010,0x000E,1,FALSE,52.46633,0.21198,0.18930,4.02560,NAN,NAN,15.40000
1020,0x000E,1,FALSE,52.93380,0.21386,0.18930,4.02540,NAN,NAN,15.40000
1030,0x000E,1,FALSE,53.45336,0.21595,0.18930,4.02510,NAN,NAN,15.50000
1040,0x000E,1,FALSE,53.97281,0.21804,0.18930,4.02490,NAN,NAN,15.50000
1050,0x000E,1,FALSE,54.49225,0.22013,0.18930,4.02470,NAN,NAN,15.60000
1060,0x000E,1,FALSE,55.01189,0.22222,0.18930,4.02440,NAN,NAN,15.60000
1070,0x000E,1,FALSE,55.58333,0.22452,0.18930,4.02420,NAN,NAN,15.70000
1080,0x000E,1,FALSE,56.10283,0.22661,0.18930,4.02400,NAN,NAN,15.70000
1090,0x000E,1,FALSE,56.62239,0.22870,0.18930,4.02370,NAN,NAN,15.70000
1100,0x000E,1,FALSE,57.14186,0.23079,0.18940,4.02350,NAN,NAN,15.70000
1110,0x000E,1,FALSE,57.60939,0.23267,0.18930,4.02330,NAN,NAN,15.70000
1120,0x000E,1,FALSE,58.12886,0.23476,0.18930,4.02300,NAN,NAN,15.70000
1130,0x000E,1,FALSE,58.64833,0.23685,0.18930,4.02290,NAN,NAN,15.80000
1140,0x000E,1,FALSE,59.16775,0.23894,0.18940,4.02260,NAN,NAN,15.70000
1150,0x000E,1,FALSE,59.68719,0.24103,0.18930,4.02240,NAN,NAN,15.70000
1160,0x000E,1,FALSE,60.25858,0.24333,0.18930,4.02210,NAN,NAN,15.70000
1170,0x000E,1,FALSE,60.77800,0.24542,0.18930,4.02190,NAN,NAN,15.60000
1180,0x000E,1,FALSE,61.29742,0.24751,0.18940,4.02160,NAN,NAN,15.50000
1190,0x000E,1,FALSE,61.81683,0.24960,0.18930,4.02140,NAN,NAN,15.40000
1200,0x000E,1,FALSE,62.28431,0.25148,0.18930,4.02110,NAN,NAN,15.30000
1210,0x000E,1,FALSE,62.80375,0.25356,0.18930,4.02090,NAN,NAN,15.20000
1220,0x000E,1,FALSE,63.32306,0.25565,0.18930,4.02060,NAN,NAN,15.20000
1230,0x000E,1,FALSE,63.84237,0.25774,0.18930,4.02040,NAN,NAN,15.20000
1240,0x000E,1,FALSE,64.36158,0.25983,0.18930,4.02010,NAN,NAN,15.20000
1250,0x000E,1,FALSE,64.93292,0.26212,0.18930,4.01990,NAN,NAN,15.30000
1260,0x000E,1,FALSE,65.45231,0.26421,0.18930,4.01960,NAN,NAN,15.30000
1270,0x000E,1,FALSE,65.97175,0.26630,0.18930,4.01940,NAN,NAN,15.30000
1280,0x000E,1,FALSE,66.49126,0.26839,0.18930,4.01910,NAN,NAN,15.30000
1290,0x000E,1,FALSE,66.95875,0.27027,0.18930,4.01890,NAN,NAN,15.30000
1300,0x000E,1,FALSE,67.47811,0.27235,0.18930,4.01860,NAN,NAN,15.30000
1310,0x000E,1,FALSE,67.99736,0.27444,0.18940,4.01840,NAN,NAN,15.30000
1320,0x000E,1,FALSE,68.51645,0.27653,0.18930,4.01820,NAN,NAN,15.40000
1330,0x000E,1,FALSE,69.03547,0.27861,0.18930,4.01800,NAN,NAN,15.40000
1340,0x000E,1,FALSE,69.60669,0.28091,0.18930,4.01770,NAN,NAN,15.40000
1350,0x000E,1,FALSE,70.12603,0.28299,0.18930,4.01740,NAN,NAN,15.40000
1360,0x000E,1,FALSE,70.64536,0.28508,0.18930,4.01720,NAN,NAN,15.40000
1370,0x000E,1,FALSE,71.16453,0.28716,0.18930,4.01690,NAN,NAN,15.40000
1380,0x000E,1,FALSE,71.63197,0.28904,0.18930,4.01670,NAN,NAN,15.40000
1390,0x000E,1,FALSE,72.15138,0.29113,0.18930,4.01650,NAN,NAN,15.30000
1400,0x000E,1,FALSE,72.67086,0.29321,0.18940,4.01620,NAN,NAN,15.20000
1410,0x000E,1,FALSE,73.19031,0.29530,0.18930,4.01600,NAN,NAN,15.10000
1420,0x000E,1,FALSE,73.70975,0.29739,0.18930,4.01570,NAN,NAN,15.10000
1430,0x000E,1,FALSE,74.28120,0.29968,0.18930,4.01540,NAN,NAN,15.10000
1440,0x000E,1,FALSE,74.80064,0.30177,0.18930,4.01520,NAN,NAN,15.10000
1450,0x000E,1,FALSE,75.32008,0.30385,0.18930,4.01490,NAN,NAN,15.10000
1460,0x000E,1,FALSE,75.83952,0.30594,0.18930,4.01460,NAN,NAN,15.10000
1470,0x000E,1,FALSE,76.30700,0.30781,0.18930,4.01440,NAN,NAN,15.20000
1480,0x000E,1,FALSE,76.82639,0.30990,0.18930,4.01420,NAN,NAN,15.20000
1490,0x000E,1,FALSE,77.34592,0.31198,0.18930,4.01390,NAN,NAN,15.30000
1500,0x000E,1,FALSE,77.86536,0.31407,0.18930,4.01370,NAN,NAN,15.30000
1510,0x000E,1,FALSE,78.38483,0.31615,0.18930,4.01340,NAN,NAN,15.40000
1520,0x000E,1,FALSE,78.95622,0.31845,0.18930,4.01320,NAN,NAN,15.40000
1530,0x000E,1,FALSE,79.47558,0.32053,0.18930,4.01300,NAN,NAN,15.50000
1540,0x000E,1,FALSE,79.99489,0.32261,0.18930,4.01280,NAN,NAN,15.50000
1550,0x000E,1,FALSE,80.51427,0.32470,0.18930,4.01250,NAN,NAN,15.60000
1560,0x000E,1,FALSE,80.98174,0.32657,0.18940,4.01230,NAN,NAN,15.60000
1570,0x000E,1,FALSE,81.50119,0.32866,0.18930,4.01210,NAN,NAN,15.60000
1580,0x000E,1,FALSE,82.02064,0.33074,0.18940,4.01190,NAN,NAN,15.70000
1590,0x000E,1,FALSE,82.54011,0.33282,0.18930,4.01170,NAN,NAN,15.70000
1600,0x000E,1,FALSE,83.11159,0.33512,0.18940,4.01140,NAN,NAN,15.70000
1610,0x000E,1,FALSE,83.63105,0.33720,0.18940,4.01120,NAN,NAN,15.70000
1620,0x000E,1,FALSE,84.15050,0.33928,0.18930,4.01100,NAN,NAN,15.70000
1630,0x000E,1,FALSE,84.66994,0.34137,0.18930,4.01080,NAN,NAN,15.80000
1640,0x000E,1,FALSE,85.13742,0.34324,0.18940,4.01060,NAN,NAN,15.80000
1650,0x000E,1,FALSE,85.65678,0.34532,0.18930,4.01040,NAN,NAN,15.70000
1660,0x000E,1,FALSE,86.17611,0.34741,0.18930,4.01010,NAN,NAN,15.70000
1670,0x000E,1,FALSE,86.69553,0.34949,0.18930,4.00990,NAN,NAN,15.60000
1680,0x000E,1,FALSE,87.21519,0.35157,0.18930,4.00970,NAN,NAN,15.50000
1690,0x000E,1,FALSE,87.78661,0.35386,0.18930,4.00950,NAN,NAN,15.40000
1700,0x000E,1,FALSE,88.30605,0.35595,0.18930,4.00930,NAN,NAN,15.30000
1710,0x000E,1,FALSE,88.82547,0.35803,0.18930,4.00900,NAN,NAN,15.20000
1720,0x000E,1,FALSE,89.34494,0.36011,0.18940,4.00880,NAN,NAN,15.20000
1730,0x000E,1,FALSE,89.81244,0.36199,0.18930,4.00850,NAN,NAN,15.20000
1740,0x000E,1,FALSE,90.33189,0.36407,0.18930,4.00830,NAN,NAN,15.20000
1750,0x000E,1,FALSE,90.85139,0.36615,0.18930,4.00800,NAN,NAN,15.30000
1760,0x000E,1,FALSE,91.37086,0.36823,0.18930,4.00780,NAN,NAN,15.30000
1770,0x000E,1,FALSE,91.89053,0.37031,0.18930,4.00760,NAN,NAN,15.30000
1780,0x000E,1,FALSE,92.46203,0.37260,0.18930,4.00730,NAN,NAN,15.30000
1790,0x000E,1,FALSE,92.98145,0.37469,0.18930,4.00710,NAN,NAN,15.30000
1800,0x000E,1,FALSE,93.50105,0.37677,0.18930,4.00680,NAN,NAN,15.40000
1810,0x000E,1,FALSE,94.02053,0.37885,0.18930,4.00660,NAN,NAN,15.40000
1820,0x000E,1,FALSE,94.48802,0.38072,0.18930,4.00630,NAN,NAN,15.40000
1830,0x000E,1,FALSE,95.00744,0.38280,0.18930,4.00610,NAN,NAN,15.40000
1840,0x000E,1,FALSE,95.52692,0.38488,0.18930,4.00590,NAN,NAN,15.40000
1850,0x000E,1,FALSE,96.04633,0.38696,0.18930,4.00560,NAN,NAN,15.40000
1860,0x000E,1,FALSE,96.56577,0.38904,0.18930,4.00540,NAN,NAN,15.40000
1870,0x000E,1,FALSE,97.13720,0.39133,0.18930,4.00520,NAN,NAN,15.40000
1880,0x000E,1,FALSE,97.65664,0.39341,0.18930,4.00490,NAN,NAN,15.40000
1890,0x000E,1,FALSE,98.17619,0.39549,0.18930,4.00460,NAN,NAN,15.40000
1900,0x000E,1,FALSE,98.69566,0.39757,0.18930,4.00440,NAN,NAN,15.20000
1910,0x000E,1,FALSE,99.16320,0.39945,0.18930,4.00420,NAN,NAN,15.20000
1920,0x000E,1,FALSE,99.68259,0.40153,0.18930,4.00390,NAN,NAN,15.10000
1930,0x000E,1,FALSE,100.20200,0.40360,0.18930,4.00370,NAN,NAN,15.10000
1940,0x000E,1,FALSE,100.72144,0.40568,0.18930,4.00340,NAN,NAN,15.10000
1950,0x000E,1,FALSE,101.24081,0.40776,0.18930,4.00320,NAN,NAN,15.10000
1960,0x000E,1,FALSE,101.81217,0.41005,0.18930,4.00290,NAN,NAN,15.10000
1970,0x000E,1,FALSE,102.33167,0.41213,0.18930,4.00270,NAN,NAN,15.20000
1980,0x000E,1,FALSE,102.85108,0.41421,0.18930,4.00240,NAN,NAN,15.20000
1990,0x000E,1,FALSE,103.37055,0.41629,0.18930,4.00220,NAN,NAN,15.30000
2000,0x000E,1,FALSE,103.83809,0.41816,0.18930,4.00200,NAN,NAN,15.30000
2010,0x000E,1,FALSE,104.35748,0.42024,0.18930,4.00170,NAN,NAN,15.40000
2020,0x000E,1,FALSE,104.87691,0.42232,0.18930,4.00150,NAN,NAN,15.50000
2030,0x000E,1,FALSE,105.39636,0.42439,0.18930,4.00130,NAN,NAN,15.50000
2040,0x000E,1,FALSE,105.91581,0.42647,0.18930,4.00100,NAN,NAN,15.50000
2050,0x000E,1,FALSE,106.48719,0.42876,0.18930,4.00080,NAN,NAN,15.60000
2060,0x000E,1,FALSE,107.00667,0.43084,0.18930,4.00060,NAN,NAN,15.60000
2070,0x000E,1,FALSE,107.52605,0.43291,0.18930,4.00040,NAN,NAN,15.60000
2080,0x000E,1,FALSE,108.04539,0.43499,0.18940,4.00020,NAN,NAN,15.70000
2090,0x000E,1,FALSE,108.51289,0.43686,0.18930,4.00000,NAN,NAN,15.70000
2100,0x000E,1,FALSE,109.03233,0.43894,0.18930,3.99980,NAN,NAN,15.70000
2110,0x000E,1,FALSE,109.55178,0.44102,0.18930,3.99950,NAN,NAN,15.70000
2120,0x000E,1,FALSE,110.07122,0.44309,0.18930,3.99930,NAN,NAN,15.80000
2130,0x000E,1,FALSE,110.59061,0.44517,0.18930,3.99910,NAN,NAN,15.80000
2140,0x000E,1,FALSE,111.16203,0.44746,0.18930,3.99890,NAN,NAN,15.80000
2150,0x000E,1,FALSE,111.68158,0.44953,0.18930,3.99870,NAN,NAN,15.80000
2160,0x000E,1,FALSE,112.20103,0.45161,0.18930,3.99850,NAN,NAN,15.70000
2170,0x000E,1,FALSE,112.72059,0.45369,0.18930,3.99830,NAN,NAN,15.70000
2180,0x000E,1,FALSE,113.18814,0.45556,0.18930,3.99800,NAN,NAN,15.60000
2190,0x000E,1,FALSE,113.70758,0.45763,0.18930,3.99780,NAN,NAN,15.50000
2200,0x000E,1,FALSE,114.22689,0.45971,0.18930,3.99760,NAN,NAN,15.40000
2210,0x000E,1,FALSE,114.74636,0.46178,0.18930,3.99730,NAN,NAN,15.20000
2220,0x000E,1,FALSE,115.26586,0.46386,0.18930,3.99710,NAN,NAN,15.20000
2230,0x000E,1,FALSE,115.83742,0.46615,0.18930,3.99690,NAN,NAN,15.20000
2240,0x000E,1,FALSE,116.35695,0.46822,0.18930,3.99660,NAN,NAN,15.30000
2250,0x000E,1,FALSE,116.87639,0.47030,0.18930,3.99630,NAN,NAN,15.30000
2260,0x000E,1,FALSE,117.39597,0.47237,0.18930,3.99610,NAN,NAN,15.30000
2270,0x000E,1,FALSE,117.86349,0.47424,0.18930,3.99590,NAN,NAN,15.40000
2280,0x000E,1,FALSE,118.38292,0.47632,0.18930,3.99560,NAN,NAN,15.30000
2290,0x000E,1,FALSE,118.90259,0.47839,0.18930,3.99540,NAN,NAN,15.40000
2300,0x000E,1,FALSE,119.42222,0.48047,0.18930,3.99520,NAN,NAN,15.40000
2310,0x000E,1,FALSE,119.94194,0.48255,0.18930,3.99490,NAN,NAN,15.40000
2320,0x000E,1,FALSE,120.51342,0.48483,0.18930,3.99470,NAN,NAN,15.40000
2330,0x000E,1,FALSE,121.03297,0.48690,0.18930,3.99440,NAN,NAN,15.40000
2340,0x000E,1,FALSE,121.55275,0.48898,0.18930,3.99420,NAN,NAN,15.40000
2350,0x000E,1,FALSE,122.07233,0.49105,0.18930,3.99400,NAN,NAN,15.40000
2360,0x000E,1,FALSE,122.53999,0.49292,0.18940,3.99380,NAN,NAN,15.40000
2370,0x000E,1,FALSE,123.05959,0.49500,0.18930,3.99350,NAN,NAN,15.40000
2380,0x000E,1,FALSE,123.57917,0.49707,0.18930,3.99330,NAN,NAN,15.40000
2390,0x000E,1,FALSE,124.09872,0.49915,0.18930,3.99310,NAN,NAN,15.40000
2400,0x000E,1,FALSE,124.61819,0.50122,0.18930,3.99280,NAN,NAN,15.30000
2410,0x000E,1,FALSE,125.18963,0.50350,0.18930,3.99260,NAN,NAN,15.20000
2420,0x000E,1,FALSE,125.70919,0.50558,0.18930,3.99230,NAN,NAN,15.10000
2430,0x000E,1,FALSE,126.22865,0.50765,0.18930,3.99200,NAN,NAN,15.10000
2440,0x000E,1,FALSE,126.74831,0.50972,0.18930,3.99180,NAN,NAN,15.10000
2450,0x000E,1,FALSE,127.21616,0.51159,0.18930,3.99160,NAN,NAN,15.10000
2460,0x000E,1,FALSE,127.73606,0.51367,0.18930,3.99130,NAN,NAN,15.10000
2470,0x000E,1,FALSE,128.25572,0.51574,0.18930,3.99100,NAN,NAN,15.20000
2480,0x000E,1,FALSE,128.77533,0.51781,0.18930,3.99080,NAN,NAN,15.20000
2490,0x000E,1,FALSE,129.29495,0.51989,0.18930,3.99060,NAN,NAN,15.30000
2500,0x000E,1,FALSE,129.86636,0.52217,0.18930,3.99040,NAN,NAN,15.30000
2510,0x000E,1,FALSE,130.38596,0.52424,0.18930,3.99010,NAN,NAN,15.40000
2520,0x000E,1,FALSE,130.90549,0.52631,0.18930,3.98990,NAN,NAN,15.40000
2530,0x000E,1,FALSE,131.42508,0.52839,0.18930,3.98970,NAN,NAN,15.50000
2540,0x000E,1,FALSE,131.89267,0.53025,0.18940,3.98940,NAN,NAN,15.50000
2550,0x000E,1,FALSE,132.41232,0.53232,0.18930,3.98920,NAN,NAN,15.60000
2560,0x000E,1,FALSE,132.93188,0.53440,0.18930,3.98900,NAN,NAN,15.60000
2570,0x000E,1,FALSE,133.45132,0.53647,0.18930,3.98880,NAN,NAN,15.60000
2580,0x000E,1,FALSE,133.97078,0.53854,0.18930,3.98860,NAN,NAN,15.70000
2590,0x000E,1,FALSE,134.54216,0.54082,0.18930,3.98840,NAN,NAN,15.70000
2600,0x000E,1,FALSE,135.06160,0.54289,0.18930,3.98810,NAN,NAN,15.70000
2610,0x000E,1,FALSE,135.58119,0.54496,0.18930,3.98800,NAN,NAN,15.70000
2620,0x000E,1,FALSE,136.10069,0.54703,0.18930,3.98770,NAN,NAN,15.70000
2630,0x000E,1,FALSE,136.56825,0.54890,0.18930,3.98750,NAN,NAN,15.70000
2640,0x000E,1,FALSE,137.08778,0.55097,0.18930,3.98730,NAN,NAN,15.80000
2650,0x000E,1,FALSE,137.60722,0.55304,0.18930,3.98710,NAN,NAN,15.80000
2660,0x000E,1,FALSE,138.12668,0.55511,0.18930,3.98690,NAN,NAN,15.70000
2670,0x000E,1,FALSE,138.64612,0.55718,0.18930,3.98670,NAN,NAN,15.70000
2680,0x000E,1,FALSE,139.21753,0.55946,0.18930,3.98650,NAN,NAN,15.60000
2690,0x000E,1,FALSE,139.73697,0.56153,0.18930,3.98630,NAN,NAN,15.50000
2700,0x000E,1,FALSE,140.25639,0.56360,0.18930,3.98600,NAN,NAN,15.40000
2710,0x000E,1,FALSE,140.77583,0.56567,0.18930,3.98580,NAN,NAN,15.30000
2720,0x000E,1,FALSE,141.24326,0.56754,0.18930,3.98560,NAN,NAN,15.20000
2730,0x000E,1,FALSE,141.76268,0.56960,0.18930,3.98530,NAN,NAN,15.20000
