160,0x000E,1,FALSE,8.25308,0.03290,0.18930,3.97860,NAN,NAN,0.00000
170,0x000E,1,FALSE,8.82406,0.03517,0.18930,3.97800,NAN,NAN,0.10000
180,0x000E,1,FALSE,9.34317,0.03724,0.18930,3.97730,NAN,NAN,0.10000
190,0x000E,1,FALSE,9.86211,0.03930,0.18930,3.97680,NAN,NAN,0.10000
200,0x000E,1,FALSE,10.38103,0.04137,0.18930,3.97620,NAN,NAN,0.20000
210,0x000E,1,FALSE,10.84806,0.04322,0.18930,3.97570,NAN,NAN,0.20000
220,0x000E,1,FALSE,11.36717,0.04529,0.18930,3.97520,NAN,NAN,0.20000
230,0x000E,1,FALSE,11.88625,0.04735,0.18930,3.97470,NAN,NAN,0.30000
240,0x000E,1,FALSE,12.40536,0.04941,0.18930,3.97430,NAN,NAN,0.30000
250,0x000E,1,FALSE,12.92453,0.05148,0.18930,3.97380,NAN,NAN,0.30000
260,0x000E,1,FALSE,13.49564,0.05374,0.18940,3.97340,NAN,NAN,0.40000
270,0x000E,1,FALSE,14.01481,0.05581,0.18930,3.97300,NAN,NAN,0.40000
280,0x000E,1,FALSE,14.53394,0.05787,0.18940,3.97260,NAN,NAN,0.40000
290,0x000E,1,FALSE,15.05311,0.05993,0.18930,3.97220,NAN,NAN,0.40000
300,0x000E,1,FALSE,15.52036,0.06179,0.18940,3.97190,NAN,NAN,0.40000
310,0x000E,1,FALSE,16.03950,0.06385,0.18930,3.97150,NAN,NAN,0.40000
320,0x000E,1,FALSE,16.55867,0.06591,0.18930,3.97110,NAN,NAN,0.30000
330,0x000E,1,FALSE,17.07775,0.06797,0.18930,3.97070,NAN,NAN,0.20000
340,0x000E,1,FALSE,17.59681,0.07003,0.18930,3.97030,NAN,NAN,0.10000
350,0x000E,1,FALSE,18.16767,0.07230,0.18930,3.96980,NAN,NAN,-0.20000
360,0x000E,1,FALSE,18.68681,0.07436,0.18930,3.96940,NAN,NAN,-0.30000
370,0x000E,1,FALSE,19.20597,0.07642,0.18930,3.96890,NAN,NAN,-0.40000
380,0x000E,1,FALSE,19.72508,0.07848,0.18930,3.96840,NAN,NAN,-0.50000
390,0x000E,1,FALSE,20.19230,0.08033,0.18930,3.96800,NAN,NAN,-0.70000
400,0x000E,1,FALSE,20.71142,0.08239,0.18930,3.96740,NAN,NAN,-0.80000
410,0x000E,1,FALSE,21.23056,0.08445,0.18930,3.96690,NAN,NAN,-0.80000
420,0x000E,1,FALSE,21.74964,0.08651,0.18930,3.96650,NAN,NAN,-0.70000
430,0x000E,1,FALSE,22.26878,0.08857,0.18930,3.96600,NAN,NAN,-0.60000
440,0x000E,1,FALSE,22.83969,0.09083,0.18930,3.96560,NAN,NAN,-0.50000
450,0x000E,1,FALSE,23.35870,0.09289,0.18930,3.96520,NAN,NAN,-0.40000
460,0x000E,1,FALSE,23.87783,0.09495,0.18930,3.96480,NAN,NAN,-0.40000
470,0x000E,1,FALSE,24.39675,0.09701,0.18930,3.96440,NAN,NAN,-0.30000
480,0x000E,1,FALSE,24.86378,0.09886,0.18930,3.96400,NAN,NAN,-0.30000
490,0x000E,1,FALSE,25.38295,0.10092,0.18930,3.96360,NAN,NAN,-0.30000
500,0x000E,1,FALSE,25.90211,0.10297,0.18930,3.96330,NAN,NAN,-0.20000
510,0x000E,1,FALSE,26.42108,0.10503,0.18930,3.96290,NAN,NAN,-0.20000
520,0x000E,1,FALSE,26.94008,0.10709,0.18930,3.96250,NAN,NAN,-0.20000
530,0x000E,1,FALSE,27.51097,0.10935,0.18930,3.96220,NAN,NAN,-0.10000
540,0x000E,1,FALSE,28.02975,0.11140,0.18930,3.96180,NAN,NAN,0.00000
550,0x000E,1,FALSE,28.54883,0.11346,0.18930,3.96150,NAN,NAN,0.00000
560,0x000E,1,FALSE,29.06789,0.11552,0.18930,3.96120,NAN,NAN,0.00000
570,0x000E,1,FALSE,29.53497,0.11737,0.18930,3.96080,NAN,NAN,0.00000
580,0x000E,1,FALSE,30.05389,0.11942,0.18930,3.96050,NAN,NAN,0.00000
590,0x000E,1,FALSE,30.57297,0.12148,0.18940,3.96020,NAN,NAN,0.00000
600,0x000E,1,FALSE,31.09211,0.12353,0.18940,3.95980,NAN,NAN,0.00000
610,0x000E,1,FALSE,31.61117,0.12559,0.18940,3.95950,NAN,NAN,0.00000
620,0x000E,1,FALSE,32.18222,0.12785,0.18930,3.95910,NAN,NAN,0.00000
630,0x000E,1,FALSE,32.70139,0.12990,0.18930,3.95880,NAN,NAN,0.00000
640,0x000E,1,FALSE,33.22050,0.13196,0.18930,3.95840,NAN,NAN,0.00000
650,0x000E,1,FALSE,33.73967,0.13401,0.18930,3.95820,NAN,NAN,0.00000
660,0x000E,1,FALSE,34.20689,0.13586,0.18930,3.95790,NAN,NAN,0.10000
670,0x000E,1,FALSE,34.72614,0.13792,0.18930,3.95760,NAN,NAN,0.10000
680,0x000E,1,FALSE,35.24525,0.13997,0.18930,3.95730,NAN,NAN,0.10000
690,0x000E,1,FALSE,35.76445,0.14203,0.18930,3.95700,NAN,NAN,0.20000
700,0x000E,1,FALSE,36.28361,0.14408,0.18930,3.95670,NAN,NAN,0.20000
710,0x000E,1,FALSE,36.85466,0.14634,0.18930,3.95640,NAN,NAN,0.20000
720,0x000E,1,FALSE,37.37364,0.14839,0.18930,3.95620,NAN,NAN,0.30000
730,0x000E,1,FALSE,37.89247,0.15045,0.18930,3.95590,NAN,NAN,0.30000
740,0x000E,1,FALSE,38.41147,0.15250,0.18930,3.95570,NAN,NAN,0.30000
750,0x000E,1,FALSE,38.87856,0.15435,0.18930,3.95540,NAN,NAN,0.30000
760,0x000E,1,FALSE,39.39742,0.15640,0.18930,3.95520,NAN,NAN,0.40000
770,0x000E,1,FALSE,39.91622,0.15845,0.18930,3.95490,NAN,NAN,0.40000
780,0x000E,1,FALSE,40.43503,0.16050,0.18930,3.95470,NAN,NAN,0.40000
790,0x000E,1,FALSE,40.95386,0.16255,0.18930,3.95450,NAN,NAN,0.50000
800,0x000E,1,FALSE,41.52475,0.16481,0.18930,3.95420,NAN,NAN,0.50000
810,0x000E,1,FALSE,42.04364,0.16686,0.18930,3.95400,NAN,NAN,0.50000
820,0x000E,1,FALSE,42.56253,0.16891,0.18930,3.95370,NAN,NAN,0.40000
830,0x000E,1,FALSE,43.08158,0.17097,0.18930,3.95350,NAN,NAN,0.30000
840,0x000E,1,FALSE,43.54869,0.17281,0.18930,3.95320,NAN,NAN,0.20000
850,0x000E,1,FALSE,44.06780,0.17486,0.18930,3.95290,NAN,NAN,0.10000
860,0x000E,1,FALSE,44.58697,0.17692,0.18930,3.95260,NAN,NAN,0.00000
870,0x000E,1,FALSE,45.10619,0.17897,0.18930,3.95220,NAN,NAN,-0.20000
880,0x000E,1,FALSE,45.62536,0.18102,0.18930,3.95190,NAN,NAN,-0.40000
890,0x000E,1,FALSE,46.19636,0.18328,0.18930,3.95150,NAN,NAN,-0.50000
900,0x000E,1,FALSE,46.71553,0.18533,0.18940,3.95110,NAN,NAN,-0.60000
910,0x000E,1,FALSE,47.23472,0.18738,0.18930,3.95070,NAN,NAN,-0.70000
920,0x000E,1,FALSE,47.75386,0.18943,0.18930,3.95030,NAN,NAN,-0.70000
930,0x000E,1,FALSE,48.22100,0.19127,0.18930,3.94990,NAN,NAN,-0.60000
940,0x000E,1,FALSE,48.73989,0.19332,0.18930,3.94960,NAN,NAN,-0.50000
950,0x000E,1,FALSE,49.25889,0.19537,0.18930,3.94920,NAN,NAN,-0.40000
960,0x000E,1,FALSE,49.77758,0.19742,0.18930,3.94890,NAN,NAN,-0.40000
970,0x000E,1,FALSE,50.29622,0.19947,0.18930,3.94860,NAN,NAN,-0.30000
980,0x000E,1,FALSE,50.86692,0.20172,0.18940,3.94820,NAN,NAN,-0.30000
990,0x000E,1,FALSE,51.38564,0.20377,0.18930,3.94790,NAN,NAN,-0.20000
1000,0x000E,1,FALSE,51.90433,0.20582,0.18930,3.94760,NAN,NAN,-0.20000
1010,0x000E,1,FALSE,52.42300,0.20786,0.18930,3.94730,NAN,NAN,-0.20000
1020,0x000E,1,FALSE,52.88984,0.20971,0.18930,3.94700,NAN,NAN,-0.20000
1030,0x000E,1,FALSE,53.40867,0.21175,0.18930,3.94670,NAN,NAN,0.00000
1040,0x000E,1,FALSE,53.92761,0.21380,0.18930,3.94650,NAN,NAN,0.00000
1050,0x000E,1,FALSE,54.44672,0.21585,0.18930,3.94610,NAN,NAN,0.00000
1060,0x000E,1,FALSE,54.96564,0.21790,0.18930,3.94590,NAN,NAN,0.00000
1070,0x000E,1,FALSE,55.53639,0.22015,0.18930,3.94560,NAN,NAN,0.10000
1080,0x000E,1,FALSE,56.05533,0.22220,0.18930,3.94530,NAN,NAN,0.10000
1090,0x000E,1,FALSE,56.57405,0.22424,0.18940,3.94500,NAN,NAN,0.10000
1100,0x000E,1,FALSE,57.09280,0.22629,0.18930,3.94480,NAN,NAN,0.10000
1110,0x000E,1,FALSE,57.55989,0.22813,0.18930,3.94450,NAN,NAN,0.00000
1120,0x000E,1,FALSE,58.07872,0.23018,0.18940,3.94420,NAN,NAN,0.00000
1130,0x000E,1,FALSE,58.59745,0.23222,0.18930,3.94390,NAN,NAN,0.00000
1140,0x000E,1,FALSE,59.11639,0.23427,0.18930,3.94360,NAN,NAN,0.00000
1150,0x000E,1,FALSE,59.63547,0.23632,0.18930,3.94340,NAN,NAN,0.00000
1160,0x000E,1,FALSE,60.20642,0.23857,0.18930,3.94310,NAN,NAN,0.10000
1170,0x000E,1,FALSE,60.72553,0.24062,0.18930,3.94280,NAN,NAN,0.10000
1180,0x000E,1,FALSE,61.24430,0.24266,0.18930,3.94260,NAN,NAN,0.10000
1190,0x000E,1,FALSE,61.76311,0.24471,0.18930,3.94230,NAN,NAN,0.20000
1200,0x000E,1,FALSE,62.23014,0.24655,0.18930,3.94210,NAN,NAN,0.20000
1210,0x000E,1,FALSE,62.74919,0.24859,0.18930,3.94190,NAN,NAN,0.20000
1220,0x000E,1,FALSE,63.26827,0.25064,0.18930,3.94160,NAN,NAN,0.20000
1230,0x000E,1,FALSE,63.78745,0.25269,0.18930,3.94140,NAN,NAN,0.30000
1240,0x000E,1,FALSE,64.30656,0.25473,0.18930,3.94120,NAN,NAN,0.30000
1250,0x000E,1,FALSE,64.87747,0.25698,0.18930,3.94100,NAN,NAN,0.30000
1260,0x000E,1,FALSE,65.39652,0.25903,0.18930,3.94080,NAN,NAN,0.40000
1270,0x000E,1,FALSE,65.91531,0.26107,0.18930,3.94060,NAN,NAN,0.40000
1280,0x000E,1,FALSE,66.43401,0.26311,0.18930,3.94040,NAN,NAN,0.40000
1290,0x000E,1,FALSE,66.90089,0.26495,0.18930,3.94020,NAN,NAN,0.50000
1300,0x000E,1,FALSE,67.41991,0.26700,0.18930,3.94000,NAN,NAN,0.50000
1310,0x000E,1,FALSE,67.93906,0.26904,0.18930,3.93980,NAN,NAN,0.50000
1320,0x000E,1,FALSE,68.45811,0.27109,0.18930,3.93960,NAN,NAN,0.50000
1330,0x000E,1,FALSE,68.97720,0.27313,0.18930,3.93940,NAN,NAN,0.50000
1340,0x000E,1,FALSE,69.54803,0.27538,0.18930,3.93920,NAN,NAN,0.40000
1350,0x000E,1,FALSE,70.06720,0.27743,0.18930,3.93900,NAN,NAN,0.30000
1360,0x000E,1,FALSE,70.58628,0.27947,0.18930,3.93870,NAN,NAN,0.10000
1370,0x000E,1,FALSE,71.10536,0.28152,0.18930,3.93840,NAN,NAN,0.00000
1380,0x000E,1,FALSE,71.57256,0.28336,0.18930,3.93810,NAN,NAN,-0.20000
1390,0x000E,1,FALSE,72.09156,0.28540,0.18930,3.93780,NAN,NAN,-0.30000
1400,0x000E,1,FALSE,72.61050,0.28744,0.18930,3.93750,NAN,NAN,-0.50000
1410,0x000E,1,FALSE,73.12948,0.28949,0.18930,3.93710,NAN,NAN,-0.60000
1420,0x000E,1,FALSE,73.64848,0.29153,0.18930,3.93670,NAN,NAN,-0.70000
1430,0x000E,1,FALSE,74.21931,0.29378,0.18930,3.93630,NAN,NAN,-0.70000
1440,0x000E,1,FALSE,74.73822,0.29582,0.18930,3.93600,NAN,NAN,-0.60000
1450,0x000E,1,FALSE,75.25731,0.29786,0.18930,3.93570,NAN,NAN,-0.50000
1460,0x000E,1,FALSE,75.77636,0.29990,0.18930,3.93530,NAN,NAN,-0.50000
1470,0x000E,1,FALSE,76.24350,0.30174,0.18930,3.93510,NAN,NAN,-0.40000
1480,0x000E,1,FALSE,76.76228,0.30378,0.18930,3.93470,NAN,NAN,-0.30000
1490,0x000E,1,FALSE,77.28128,0.30583,0.18930,3.93450,NAN,NAN,-0.30000
1500,0x000E,1,FALSE,77.80036,0.30787,0.18930,3.93420,NAN,NAN,-0.30000
1510,0x000E,1,FALSE,78.31947,0.30991,0.18930,3.93390,NAN,NAN,-0.20000
1520,0x000E,1,FALSE,78.89053,0.31216,0.18930,3.93360,NAN,NAN,-0.20000
1530,0x000E,1,FALSE,79.40958,0.31420,0.18930,3.93330,NAN,NAN,-0.20000
1540,0x000E,1,FALSE,79.92867,0.31624,0.18930,3.93310,NAN,NAN,0.00000
1550,0x000E,1,FALSE,80.44767,0.31828,0.18930,3.93280,NAN,NAN,0.00000
1560,0x000E,1,FALSE,80.91478,0.32012,0.18930,3.93260,NAN,NAN,0.00000
1570,0x000E,1,FALSE,81.43391,0.32216,0.18940,3.93240,NAN,NAN,0.00000
1580,0x000E,1,FALSE,81.95303,0.32420,0.18930,3.93210,NAN,NAN,0.10000
1590,0x000E,1,FALSE,82.47220,0.32624,0.18930,3.93180,NAN,NAN,0.10000
1600,0x000E,1,FALSE,82.99142,0.32828,0.18930,3.93160,NAN,NAN,0.10000
1610,0x000E,1,FALSE,83.56269,0.33053,0.18930,3.93130,NAN,NAN,0.10000
1620,0x000E,1,FALSE,84.08189,0.33257,0.18930,3.93100,NAN,NAN,0.00000
1630,0x000E,1,FALSE,84.60100,0.33461,0.18930,3.93080,NAN,NAN,0.00000
1640,0x000E,1,FALSE,85.12016,0.33665,0.18930,3.93050,NAN,NAN,0.00000
1650,0x000E,1,FALSE,85.58739,0.33849,0.18930,3.93030,NAN,NAN,0.00000
1660,0x000E,1,FALSE,86.10650,0.34053,0.18930,3.93010,NAN,NAN,0.00000
1670,0x000E,1,FALSE,86.62561,0.34257,0.18930,3.92980,NAN,NAN,0.00000
1680,0x000E,1,FALSE,87.14478,0.34461,0.18930,3.92960,NAN,NAN,0.10000
1690,0x000E,1,FALSE,87.66394,0.34665,0.18930,3.92940,NAN,NAN,0.10000
1700,0x000E,1,FALSE,88.23503,0.34889,0.18930,3.92910,NAN,NAN,0.10000
1710,0x000E,1,FALSE,88.75419,0.35093,0.18930,3.92890,NAN,NAN,0.20000
1720,0x000E,1,FALSE,89.27336,0.35297,0.18930,3.92870,NAN,NAN,0.20000
1730,0x000E,1,FALSE,89.79250,0.35501,0.18930,3.92850,NAN,NAN,0.20000
1740,0x000E,1,FALSE,90.25983,0.35684,0.18930,3.92830,NAN,NAN,0.30000
1750,0x000E,1,FALSE,90.77919,0.35888,0.18930,3.92810,NAN,NAN,0.30000
1760,0x000E,1,FALSE,91.29845,0.36092,0.18930,3.92790,NAN,NAN,0.30000
1770,0x000E,1,FALSE,91.81764,0.36296,0.18930,3.92780,NAN,NAN,0.30000
1780,0x000E,1,FALSE,92.33678,0.36500,0.18930,3.92760,NAN,NAN,0.40000
1790,0x000E,1,FALSE,92.90786,0.36724,0.18930,3.92740,NAN,NAN,0.40000
1800,0x000E,1,FALSE,93.42714,0.36928,0.18930,3.92720,NAN,NAN,0.50000
1810,0x000E,1,FALSE,93.94630,0.37132,0.18930,3.92710,NAN,NAN,0.50000
1820,0x000E,1,FALSE,94.46531,0.37336,0.18930,3.92690,NAN,NAN,0.50000
1830,0x000E,1,FALSE,94.93256,0.37519,0.18930,3.92670,NAN,NAN,0.50000
1840,0x000E,1,FALSE,95.45175,0.37723,0.18930,3.92650,NAN,NAN,0.50000
1850,0x000E,1,FALSE,95.97092,0.37927,0.18930,3.92640,NAN,NAN,0.40000
1860,0x000E,1,FALSE,96.49010,0.38131,0.18930,3.92620,NAN,NAN,0.30000
1870,0x000E,1,FALSE,97.00928,0.38335,0.18940,3.92600,NAN,NAN,0.20000
1880,0x000E,1,FALSE,97.58039,0.38559,0.18930,3.92570,NAN,NAN,0.10000
1890,0x000E,1,FALSE,98.09958,0.38763,0.18930,3.92540,NAN,NAN,-0.20000
1900,0x000E,1,FALSE,98.61864,0.38966,0.18930,3.92520,NAN,NAN,-0.30000
1910,0x000E,1,FALSE,99.13778,0.39170,0.18930,3.92480,NAN,NAN,-0.40000
1920,0x000E,1,FALSE,99.60494,0.39354,0.18930,3.92450,NAN,NAN,-0.50000
1930,0x000E,1,FALSE,100.12400,0.39557,0.18930,3.92420,NAN,NAN,-0.60000
1940,0x000E,1,FALSE,100.64317,0.39761,0.18930,3.92390,NAN,NAN,-0.80000
1950,0x000E,1,FALSE,101.16228,0.39965,0.18930,3.92350,NAN,NAN,-0.60000
1960,0x000E,1,FALSE,101.68142,0.40168,0.18930,3.92320,NAN,NAN,-0.60000
1970,0x000E,1,FALSE,102.25242,0.40392,0.18930,3.92290,NAN,NAN,-0.50000
1980,0x000E,1,FALSE,102.77148,0.40596,0.18930,3.92260,NAN,NAN,-0.40000
1990,0x000E,1,FALSE,103.29067,0.40800,0.18930,3.92230,NAN,NAN,-0.40000
2000,0x000E,1,FALSE,103.80981,0.41003,0.18930,3.92210,NAN,NAN,-0.30000
2010,0x000E,1,FALSE,104.27705,0.41186,0.18930,3.92180,NAN,NAN,-0.20000
2020,0x000E,1,FALSE,104.79630,0.41390,0.18930,3.92160,NAN,NAN,-0.20000
2030,0x000E,1,FALSE,105.31575,0.41594,0.18940,3.92130,NAN,NAN,-0.20000
2040,0x000E,1,FALSE,105.83500,0.41797,0.18940,3.92110,NAN,NAN,-0.20000
2050,0x000E,1,FALSE,106.40625,0.42021,0.18940,3.92080,NAN,NAN,0.00000
2060,0x000E,1,FALSE,106.92536,0.42225,0.18930,3.92060,NAN,NAN,0.00000
2070,0x000E,1,FALSE,107.44456,0.42428,0.18930,3.92030,NAN,NAN,0.00000
2080,0x000E,1,FALSE,107.96362,0.42632,0.18940,3.92010,NAN,NAN,0.00000
2090,0x000E,1,FALSE,108.43072,0.42815,0.18940,3.91990,NAN,NAN,0.00000
2100,0x000E,1,FALSE,108.94986,0.43018,0.18940,3.91960,NAN,NAN,0.10000
2110,0x000E,1,FALSE,109.46917,0.43222,0.18940,3.91940,NAN,NAN,0.10000
2120,0x000E,1,FALSE,109.98833,0.43425,0.18930,3.91920,NAN,NAN,0.10000
2130,0x000E,1,FALSE,110.50750,0.43629,0.18930,3.91900,NAN,NAN,0.00000
2140,0x000E,1,FALSE,111.07867,0.43853,0.18930,3.91870,NAN,NAN,0.00000
2150,0x000E,1,FALSE,111.59781,0.44056,0.18940,3.91850,NAN,NAN,0.00000
2160,0x000E,1,FALSE,112.11703,0.44259,0.18940,3.91830,NAN,NAN,0.00000
2170,0x000E,1,FALSE,112.63619,0.44463,0.18940,3.91800,NAN,NAN,0.00000
2180,0x000E,1,FALSE,113.10344,0.44646,0.18940,3.91780,NAN,NAN,0.10000
2190,0x000E,1,FALSE,113.62270,0.44849,0.18940,3.91760,NAN,NAN,0.10000
2200,0x000E,1,FALSE,114.14186,0.45053,0.18940,3.91740,NAN,NAN,0.10000
2210,0x000E,1,FALSE,114.66103,0.45256,0.18940,3.91720,NAN,NAN,0.10000
2220,0x000E,1,FALSE,115.18019,0.45459,0.18940,3.91700,NAN,NAN,0.20000
2230,0x000E,1,FALSE,115.75142,0.45683,0.18940,3.91680,NAN,NAN,0.20000
2240,0x000E,1,FALSE,116.27061,0.45886,0.18940,3.91660,NAN,NAN,0.20000
2250,0x000E,1,FALSE,116.78972,0.46090,0.18930,3.91650,NAN,NAN,0.30000
2260,0x000E,1,FALSE,117.30891,0.46293,0.18940,3.91630,NAN,NAN,0.30000
2270,0x000E,1,FALSE,117.77619,0.46476,0.18930,3.91610,NAN,NAN,0.30000
2280,0x000E,1,FALSE,118.29539,0.46679,0.18930,3.91600,NAN,NAN,0.30000
2290,0x000E,1,FALSE,118.81472,0.46883,0.18940,3.91580,NAN,NAN,0.40000
2300,0x000E,1,FALSE,119.33395,0.47086,0.18940,3.91570,NAN,NAN,0.40000
2310,0x000E,1,FALSE,119.85306,0.47289,0.18930,3.91550,NAN,NAN,0.40000
2320,0x000E,1,FALSE,120.42413,0.47513,0.18940,3.91540,NAN,NAN,0.40000
2330,0x000E,1,FALSE,120.94344,0.47716,0.18940,3.91520,NAN,NAN,0.50000
2340,0x000E,1,FALSE,121.46262,0.47919,0.18940,3.91510,NAN,NAN,0.50000
2350,0x000E,1,FALSE,121.98178,0.48123,0.18940,3.91500,NAN,NAN,0.50000
2360,0x000E,1,FALSE,122.44906,0.48306,0.18940,3.91480,NAN,NAN,0.40000
2370,0x000E,1,FALSE,122.96828,0.48509,0.18940,3.91460,NAN,NAN,0.30000
2380,0x000E,1,FALSE,123.48733,0.48712,0.18940,3.91440,NAN,NAN,0.20000
2390,0x000E,1,FALSE,124.00628,0.48915,0.18940,3.91420,NAN,NAN,0.10000
2400,0x000E,1,FALSE,124.52531,0.49118,0.18940,3.91390,NAN,NAN,-0.10000
2410,0x000E,1,FALSE,125.09621,0.49342,0.18940,3.91360,NAN,NAN,-0.30000
2420,0x000E,1,FALSE,125.61539,0.49545,0.18930,3.91340,NAN,NAN,-0.40000
2430,0x000E,1,FALSE,126.13453,0.49748,0.18930,3.91310,NAN,NAN,-0.50000
2440,0x000E,1,FALSE,126.65372,0.49951,0.18940,3.91270,NAN,NAN,-0.60000
2450,0x000E,1,FALSE,127.12086,0.50134,0.18940,3.91240,NAN,NAN,-0.70000
2460,0x000E,1,FALSE,127.63980,0.50337,0.18930,3.91210,NAN,NAN,-0.70000
2470,0x000E,1,FALSE,128.15894,0.50540,0.18930,3.91180,NAN,NAN,-0.60000
2480,0x000E,1,FALSE,128.67795,0.50743,0.18940,3.91150,NAN,NAN,-0.50000
2490,0x000E,1,FALSE,129.19675,0.50946,0.18940,3.91120,NAN,NAN,-0.40000
2500,0x000E,1,FALSE,129.76752,0.51169,0.18940,3.91090,NAN,NAN,-0.40000
2510,0x000E,1,FALSE,130.28644,0.51372,0.18930,3.91070,NAN,NAN,-0.30000
2520,0x000E,1,FALSE,130.80545,0.51575,0.18930,3.91040,NAN,NAN,-0.30000
2530,0x000E,1,FALSE,131.32458,0.51778,0.18940,3.91020,NAN,NAN,-0.20000
2540,0x000E,1,FALSE,131.79170,0.51961,0.18930,3.91000,NAN,NAN,-0.20000
2550,0x000E,1,FALSE,132.31081,0.52163,0.18940,3.90970,NAN,NAN,-0.20000
2560,0x000E,1,FALSE,132.82983,0.52366,0.18940,3.90950,NAN,NAN,-0.20000
2570,0x000E,1,FALSE,133.34900,0.52569,0.18940,3.90930,NAN,NAN,0.00000
2580,0x000E,1,FALSE,133.86812,0.52772,0.18930,3.90900,NAN,NAN,0.00000
2590,0x000E,1,FALSE,134.43898,0.52995,0.18940,3.90880,NAN,NAN,0.00000
2600,0x000E,1,FALSE,134.95802,0.53198,0.18940,3.90860,NAN,NAN,0.00000
2610,0x000E,1,FALSE,135.47714,0.53401,0.18940,3.90840,NAN,NAN,0.00000
2620,0x000E,1,FALSE,135.99631,0.53604,0.18940,3.90820,NAN,NAN,0.10000
2630,0x000E,1,FALSE,136.46336,0.53787,0.18940,3.90800,NAN,NAN,0.10000
2640,0x000E,1,FALSE,136.98239,0.53989,0.18940,3.90780,NAN,NAN,0.00000
2650,0x000E,1,FALSE,137.50153,0.54192,0.18940,3.90750,NAN,NAN,0.00000
2660,0x000E,1,FALSE,138.02066,0.54395,0.18930,3.90730,NAN,NAN,0.00000
2670,0x000E,1,FALSE,138.53978,0.54598,0.18940,3.90710,NAN,NAN,0.00000
2680,0x000E,1,FALSE,139.11084,0.54821,0.18930,3.90690,NAN,NAN,0.00000
2690,0x000E,1,FALSE,139.62991,0.55024,0.18940,3.90670,NAN,NAN,0.00000
2700,0x000E,1,FALSE,140.14900,0.55227,0.18940,3.90650,NAN,NAN,0.10000
2710,0x000E,1,FALSE,140.66782,0.55429,0.18930,3.90630,NAN,NAN,0.10000
