310,0x000E,1,FALSE,15.42925,0.06193,0.18930,4.00470,NAN,NAN,2.00000
320,0x000E,1,FALSE,15.92856,0.06393,0.18930,4.00430,NAN,NAN,2.00000
330,0x000E,1,FALSE,16.42797,0.06593,0.18930,4.00390,NAN,NAN,1.90000
340,0x000E,1,FALSE,16.92747,0.06793,0.18930,4.00340,NAN,NAN,1.80000
350,0x000E,1,FALSE,17.47708,0.07013,0.18930,4.00290,NAN,NAN,1.80000
360,0x000E,1,FALSE,17.97689,0.07213,0.18930,4.00250,NAN,NAN,1.70000
370,0x000E,1,FALSE,18.47664,0.07413,0.18930,4.00200,NAN,NAN,1.70000
380,0x000E,1,FALSE,18.97642,0.07613,0.18930,4.00160,NAN,NAN,1.80000
390,0x000E,1,FALSE,19.42631,0.07793,0.18930,4.00120,NAN,NAN,1.90000
400,0x000E,1,FALSE,19.92608,0.07993,0.18930,4.00080,NAN,NAN,1.90000
410,0x000E,1,FALSE,20.42581,0.08193,0.18930,4.00040,NAN,NAN,2.00000
420,0x000E,1,FALSE,20.92550,0.08393,0.18930,4.00000,NAN,NAN,2.00000
430,0x000E,1,FALSE,21.42503,0.08592,0.18930,3.99960,NAN,NAN,2.00000
440,0x000E,1,FALSE,21.97458,0.08812,0.18930,3.99920,NAN,NAN,2.10000
450,0x000E,1,FALSE,22.47439,0.09012,0.18930,3.99890,NAN,NAN,2.10000
460,0x000E,1,FALSE,22.97408,0.09212,0.18930,3.99850,NAN,NAN,2.10000
470,0x000E,1,FALSE,23.47394,0.09412,0.18930,3.99820,NAN,NAN,2.20000
480,0x000E,1,FALSE,23.92381,0.09591,0.18930,3.99780,NAN,NAN,2.20000
490,0x000E,1,FALSE,24.42353,0.09791,0.18930,3.99750,NAN,NAN,2.20000
500,0x000E,1,FALSE,24.92322,0.09991,0.18930,3.99720,NAN,NAN,2.20000
510,0x000E,1,FALSE,25.42311,0.10191,0.18930,3.99680,NAN,NAN,2.20000
520,0x000E,1,FALSE,25.92278,0.10390,0.18930,3.99650,NAN,NAN,2.30000
530,0x000E,1,FALSE,26.47253,0.10610,0.18930,3.99610,NAN,NAN,2.30000
540,0x000E,1,FALSE,26.97228,0.10810,0.18930,3.99580,NAN,NAN,2.30000
550,0x000E,1,FALSE,27.47192,0.11009,0.18930,3.99550,NAN,NAN,2.30000
560,0x000E,1,FALSE,27.97156,0.11209,0.18930,3.99520,NAN,NAN,2.30000
570,0x000E,1,FALSE,28.42130,0.11389,0.18930,3.99490,NAN,NAN,2.30000
580,0x000E,1,FALSE,28.92097,0.11588,0.18930,3.99450,NAN,NAN,2.30000
590,0x000E,1,FALSE,29.42069,0.11788,0.18930,3.99420,NAN,NAN,2.30000
600,0x000E,1,FALSE,29.92031,0.11987,0.18930,3.99390,NAN,NAN,2.30000
610,0x000E,1,FALSE,30.41992,0.12187,0.18930,3.99360,NAN,NAN,2.30000
620,0x000E,1,FALSE,30.96978,0.12406,0.18930,3.99330,NAN,NAN,2.30000
630,0x000E,1,FALSE,31.46978,0.12606,0.18930,3.99300,NAN,NAN,2.40000
640,0x000E,1,FALSE,31.96939,0.12806,0.18930,3.99270,NAN,NAN,2.40000
650,0x000E,1,FALSE,32.46931,0.13005,0.18930,3.99240,NAN,NAN,2.40000
660,0x000E,1,FALSE,32.91917,0.13185,0.18930,3.99210,NAN,NAN,2.40000
670,0x000E,1,FALSE,33.41914,0.13384,0.18930,3.99180,NAN,NAN,2.40000
680,0x000E,1,FALSE,33.91900,0.13584,0.18930,3.99150,NAN,NAN,2.40000
690,0x000E,1,FALSE,34.41872,0.13783,0.18930,3.99130,NAN,NAN,2.40000
700,0x000E,1,FALSE,34.91847,0.13983,0.18930,3.99100,NAN,NAN,2.50000
710,0x000E,1,FALSE,35.46811,0.14202,0.18930,3.99070,NAN,NAN,2.50000
720,0x000E,1,FALSE,35.96775,0.14401,0.18930,3.99040,NAN,NAN,2.50000
730,0x000E,1,FALSE,36.46739,0.14601,0.18930,3.99010,NAN,NAN,2.50000
740,0x000E,1,FALSE,36.96708,0.14800,0.18930,3.98980,NAN,NAN,2.50000
750,0x000E,1,FALSE,37.41684,0.14980,0.18930,3.98960,NAN,NAN,2.50000
760,0x000E,1,FALSE,37.91633,0.15179,0.18930,3.98930,NAN,NAN,2.50000
770,0x000E,1,FALSE,38.41603,0.15378,0.18930,3.98900,NAN,NAN,2.50000
780,0x000E,1,FALSE,38.91575,0.15577,0.18930,3.98880,NAN,NAN,2.50000
790,0x000E,1,FALSE,39.41544,0.15777,0.18930,3.98850,NAN,NAN,2.60000
800,0x000E,1,FALSE,39.96533,0.15996,0.18930,3.98820,NAN,NAN,2.60000
810,0x000E,1,FALSE,40.46497,0.16195,0.18930,3.98800,NAN,NAN,2.60000
820,0x000E,1,FALSE,40.96469,0.16395,0.18930,3.98770,NAN,NAN,2.60000
830,0x000E,1,FALSE,41.46436,0.16594,0.18930,3.98740,NAN,NAN,2.60000
840,0x000E,1,FALSE,41.91397,0.16773,0.18930,3.98720,NAN,NAN,2.60000
850,0x000E,1,FALSE,42.41364,0.16972,0.18930,3.98690,NAN,NAN,2.60000
860,0x000E,1,FALSE,42.91317,0.17171,0.18930,3.98670,NAN,NAN,2.60000
870,0x000E,1,FALSE,43.41267,0.17371,0.18930,3.98640,NAN,NAN,2.60000
880,0x000E,1,FALSE,43.91228,0.17570,0.18930,3.98610,NAN,NAN,2.70000
890,0x000E,1,FALSE,44.46203,0.17789,0.18930,3.98580,NAN,NAN,2.70000
900,0x000E,1,FALSE,44.96186,0.17988,0.18930,3.98560,NAN,NAN,2.70000
910,0x000E,1,FALSE,45.46153,0.18187,0.18930,3.98530,NAN,NAN,2.70000
920,0x000E,1,FALSE,45.96114,0.18386,0.18930,3.98510,NAN,NAN,2.70000
930,0x000E,1,FALSE,46.41080,0.18565,0.18930,3.98480,NAN,NAN,2.60000
940,0x000E,1,FALSE,46.91047,0.18764,0.18930,3.98450,NAN,NAN,2.60000
950,0x000E,1,FALSE,47.41000,0.18964,0.18930,3.98430,NAN,NAN,2.60000
960,0x000E,1,FALSE,47.90950,0.19163,0.18930,3.98400,NAN,NAN,2.50000
970,0x000E,1,FALSE,48.40911,0.19362,0.18930,3.98370,NAN,NAN,2.50000
980,0x000E,1,FALSE,48.95872,0.19580,0.18930,3.98340,NAN,NAN,2.40000
990,0x000E,1,FALSE,49.45856,0.19780,0.18930,3.98310,NAN,NAN,2.30000
1000,0x000E,1,FALSE,49.95831,0.19979,0.18930,3.98280,NAN,NAN,2.20000
1010,0x000E,1,FALSE,50.45800,0.20178,0.18930,3.98250,NAN,NAN,2.20000
1020,0x000E,1,FALSE,50.90753,0.20357,0.18930,3.98220,NAN,NAN,2.10000
1030,0x000E,1,FALSE,51.40703,0.20555,0.18930,3.98180,NAN,NAN,2.10000
1040,0x000E,1,FALSE,51.90650,0.20754,0.18930,3.98150,NAN,NAN,2.00000
1050,0x000E,1,FALSE,52.40603,0.20953,0.18930,3.98110,NAN,NAN,1.90000
1060,0x000E,1,FALSE,52.90548,0.21152,0.18930,3.98080,NAN,NAN,1.80000
1070,0x000E,1,FALSE,53.45497,0.21371,0.18930,3.98040,NAN,NAN,1.80000
1080,0x000E,1,FALSE,53.95444,0.21569,0.18930,3.98000,NAN,NAN,1.80000
1090,0x000E,1,FALSE,54.45400,0.21768,0.18930,3.97970,NAN,NAN,1.90000
1100,0x000E,1,FALSE,54.95347,0.21967,0.18930,3.97930,NAN,NAN,1.90000
1110,0x000E,1,FALSE,55.40333,0.22146,0.18930,3.97900,NAN,NAN,2.00000
1120,0x000E,1,FALSE,55.90303,0.22345,0.18930,3.97870,NAN,NAN,2.00000
1130,0x000E,1,FALSE,56.40275,0.22544,0.18930,3.97840,NAN,NAN,2.10000
1140,0x000E,1,FALSE,56.90266,0.22743,0.18930,3.97810,NAN,NAN,2.10000
1150,0x000E,1,FALSE,57.40255,0.22941,0.18930,3.97780,NAN,NAN,2.20000
1160,0x000E,1,FALSE,57.95233,0.23160,0.18930,3.97750,NAN,NAN,2.20000
1170,0x000E,1,FALSE,58.45208,0.23359,0.18930,3.97720,NAN,NAN,2.20000
1180,0x000E,1,FALSE,58.95183,0.23558,0.18930,3.97690,NAN,NAN,2.20000
1190,0x000E,1,FALSE,59.45172,0.23756,0.18930,3.97660,NAN,NAN,2.30000
1200,0x000E,1,FALSE,59.90158,0.23935,0.18930,3.97630,NAN,NAN,2.30000
1210,0x000E,1,FALSE,60.40108,0.24134,0.18930,3.97600,NAN,NAN,2.30000
1220,0x000E,1,FALSE,60.90072,0.24332,0.18930,3.97580,NAN,NAN,2.30000
1230,0x000E,1,FALSE,61.40059,0.24531,0.18930,3.97550,NAN,NAN,2.30000
1240,0x000E,1,FALSE,61.90058,0.24730,0.18930,3.97520,NAN,NAN,2.40000
1250,0x000E,1,FALSE,62.45017,0.24948,0.18930,3.97490,NAN,NAN,2.40000
1260,0x000E,1,FALSE,62.94975,0.25147,0.18930,3.97460,NAN,NAN,2.40000
1270,0x000E,1,FALSE,63.44955,0.25346,0.18930,3.97430,NAN,NAN,2.30000
1280,0x000E,1,FALSE,63.94920,0.25544,0.18930,3.97410,NAN,NAN,2.30000
1290,0x000E,1,FALSE,64.39880,0.25723,0.18930,3.97380,NAN,NAN,2.30000
1300,0x000E,1,FALSE,64.89841,0.25921,0.18930,3.97350,NAN,NAN,2.30000
1310,0x000E,1,FALSE,65.39797,0.26120,0.18930,3.97330,NAN,NAN,2.40000
1320,0x000E,1,FALSE,65.89742,0.26318,0.18930,3.97300,NAN,NAN,2.40000
1330,0x000E,1,FALSE,66.39697,0.26517,0.18930,3.97270,NAN,NAN,2.40000
1340,0x000E,1,FALSE,66.94672,0.26735,0.18930,3.97240,NAN,NAN,2.50000
1350,0x000E,1,FALSE,67.44647,0.26933,0.18930,3.97220,NAN,NAN,2.40000
1360,0x000E,1,FALSE,67.94602,0.27132,0.18930,3.97200,NAN,NAN,2.50000
1370,0x000E,1,FALSE,68.44567,0.27330,0.18930,3.97170,NAN,NAN,2.50000
1380,0x000E,1,FALSE,68.89525,0.27509,0.18930,3.97140,NAN,NAN,2.50000
1390,0x000E,1,FALSE,69.39494,0.27707,0.18930,3.97120,NAN,NAN,2.50000
1400,0x000E,1,FALSE,69.89464,0.27906,0.18930,3.97090,NAN,NAN,2.50000
1410,0x000E,1,FALSE,70.39442,0.28104,0.18930,3.97070,NAN,NAN,2.50000
1420,0x000E,1,FALSE,70.89420,0.28303,0.18930,3.97040,NAN,NAN,2.50000
1430,0x000E,1,FALSE,71.44372,0.28521,0.18930,3.97020,NAN,NAN,2.50000
1440,0x000E,1,FALSE,71.94339,0.28719,0.18930,3.96990,NAN,NAN,2.50000
1450,0x000E,1,FALSE,72.44289,0.28917,0.18930,3.96970,NAN,NAN,2.50000
1460,0x000E,1,FALSE,72.94239,0.29116,0.18930,3.96940,NAN,NAN,2.50000
1470,0x000E,1,FALSE,73.39198,0.29294,0.18930,3.96920,NAN,NAN,2.50000
1480,0x000E,1,FALSE,73.89145,0.29492,0.18930,3.96900,NAN,NAN,2.60000
1490,0x000E,1,FALSE,74.39111,0.29691,0.18930,3.96870,NAN,NAN,2.60000
1500,0x000E,1,FALSE,74.89061,0.29889,0.18930,3.96850,NAN,NAN,2.60000
1510,0x000E,1,FALSE,75.39011,0.30087,0.18930,3.96820,NAN,NAN,2.60000
1520,0x000E,1,FALSE,75.93956,0.30305,0.18930,3.96800,NAN,NAN,2.60000
1530,0x000E,1,FALSE,76.43903,0.30503,0.18930,3.96780,NAN,NAN,2.60000
1540,0x000E,1,FALSE,76.93872,0.30701,0.18930,3.96750,NAN,NAN,2.60000
1550,0x000E,1,FALSE,77.43848,0.30900,0.18930,3.96730,NAN,NAN,2.60000
1560,0x000E,1,FALSE,77.88817,0.31078,0.18930,3.96710,NAN,NAN,2.60000
1570,0x000E,1,FALSE,78.38789,0.31276,0.18930,3.96680,NAN,NAN,2.70000
1580,0x000E,1,FALSE,78.88770,0.31475,0.18930,3.96660,NAN,NAN,2.70000
1590,0x000E,1,FALSE,79.38742,0.31673,0.18930,3.96640,NAN,NAN,2.70000
1600,0x000E,1,FALSE,79.88739,0.31871,0.18930,3.96610,NAN,NAN,2.70000
1610,0x000E,1,FALSE,80.43733,0.32089,0.18930,3.96590,NAN,NAN,2.70000
1620,0x000E,1,FALSE,80.93708,0.32287,0.18930,3.96570,NAN,NAN,2.70000
1630,0x000E,1,FALSE,81.43689,0.32485,0.18930,3.96540,NAN,NAN,2.60000
1640,0x000E,1,FALSE,81.93665,0.32684,0.18930,3.96520,NAN,NAN,2.60000
1650,0x000E,1,FALSE,82.38625,0.32862,0.18930,3.96500,NAN,NAN,2.60000
1660,0x000E,1,FALSE,82.88578,0.33060,0.18930,3.96470,NAN,NAN,2.50000
1670,0x000E,1,FALSE,83.38538,0.33258,0.18930,3.96440,NAN,NAN,2.50000
1680,0x000E,1,FALSE,83.88500,0.33456,0.18930,3.96420,NAN,NAN,2.40000
1690,0x000E,1,FALSE,84.43475,0.33674,0.18930,3.96390,NAN,NAN,2.40000
1700,0x000E,1,FALSE,84.93431,0.33872,0.18930,3.96360,NAN,NAN,2.30000
1710,0x000E,1,FALSE,85.43375,0.34070,0.18930,3.96330,NAN,NAN,2.20000
1720,0x000E,1,FALSE,85.93325,0.34268,0.18930,3.96300,NAN,NAN,2.10000
1730,0x000E,1,FALSE,86.38277,0.34446,0.18930,3.96270,NAN,NAN,2.10000
1740,0x000E,1,FALSE,86.88222,0.34644,0.18930,3.96240,NAN,NAN,2.00000
1750,0x000E,1,FALSE,87.38167,0.34842,0.18930,3.96210,NAN,NAN,2.00000
1760,0x000E,1,FALSE,87.88130,0.35040,0.18930,3.96170,NAN,NAN,1.90000
1770,0x000E,1,FALSE,88.38103,0.35238,0.18930,3.96140,NAN,NAN,1.80000
1780,0x000E,1,FALSE,88.93078,0.35455,0.18930,3.96090,NAN,NAN,1.80000
1790,0x000E,1,FALSE,89.43039,0.35653,0.18930,3.96070,NAN,NAN,1.80000
1800,0x000E,1,FALSE,89.92995,0.35851,0.18930,3.96030,NAN,NAN,1.90000
1810,0x000E,1,FALSE,90.42953,0.36049,0.18930,3.96000,NAN,NAN,2.00000
1820,0x000E,1,FALSE,90.87905,0.36227,0.18930,3.95980,NAN,NAN,2.00000
1830,0x000E,1,FALSE,91.37859,0.36425,0.18930,3.95950,NAN,NAN,2.10000
1840,0x000E,1,FALSE,91.87809,0.36622,0.18930,3.95920,NAN,NAN,2.10000
1850,0x000E,1,FALSE,92.37769,0.36820,0.18930,3.95890,NAN,NAN,2.10000
1860,0x000E,1,FALSE,92.87733,0.37018,0.18930,3.95860,NAN,NAN,2.20000
1870,0x000E,1,FALSE,93.42700,0.37236,0.18930,3.95830,NAN,NAN,2.20000
1880,0x000E,1,FALSE,93.92659,0.37433,0.18930,3.95810,NAN,NAN,2.20000
1890,0x000E,1,FALSE,94.42628,0.37631,0.18930,3.95780,NAN,NAN,2.30000
1900,0x000E,1,FALSE,94.92589,0.37829,0.18930,3.95750,NAN,NAN,2.30000
1910,0x000E,1,FALSE,95.37550,0.38007,0.18930,3.95730,NAN,NAN,2.30000
1920,0x000E,1,FALSE,95.87514,0.38204,0.18930,3.95700,NAN,NAN,2.30000
1930,0x000E,1,FALSE,96.37492,0.38402,0.18930,3.95680,NAN,NAN,2.30000
1940,0x000E,1,FALSE,96.87467,0.38600,0.18930,3.95650,NAN,NAN,2.40000
1950,0x000E,1,FALSE,97.37437,0.38798,0.18930,3.95630,NAN,NAN,2.30000
1960,0x000E,1,FALSE,97.92411,0.39015,0.18930,3.95600,NAN,NAN,2.30000
1970,0x000E,1,FALSE,98.42367,0.39213,0.18930,3.95570,NAN,NAN,2.30000
1980,0x000E,1,FALSE,98.92330,0.39410,0.18930,3.95550,NAN,NAN,2.30000
1990,0x000E,1,FALSE,99.42300,0.39608,0.18930,3.95520,NAN,NAN,2.30000
2000,0x000E,1,FALSE,99.87261,0.39786,0.18930,3.95490,NAN,NAN,2.30000
2010,0x000E,1,FALSE,100.37216,0.39983,0.18930,3.95470,NAN,NAN,2.30000
2020,0x000E,1,FALSE,100.87183,0.40181,0.18930,3.95440,NAN,NAN,2.40000
2030,0x000E,1,FALSE,101.37156,0.40378,0.18930,3.95420,NAN,NAN,2.40000
2040,0x000E,1,FALSE,101.87117,0.40576,0.18930,3.95400,NAN,NAN,2.40000
2050,0x000E,1,FALSE,102.42062,0.40793,0.18930,3.95370,NAN,NAN,2.40000
2060,0x000E,1,FALSE,102.92028,0.40991,0.18930,3.95350,NAN,NAN,2.40000
2070,0x000E,1,FALSE,103.41978,0.41188,0.18930,3.95330,NAN,NAN,2.40000
2080,0x000E,1,FALSE,103.91958,0.41386,0.18930,3.95300,NAN,NAN,2.40000
2090,0x000E,1,FALSE,104.36928,0.41563,0.18930,3.95280,NAN,NAN,2.40000
2100,0x000E,1,FALSE,104.86884,0.41761,0.18930,3.95260,NAN,NAN,2.50000
2110,0x000E,1,FALSE,105.36855,0.41958,0.18930,3.95240,NAN,NAN,2.50000
2120,0x000E,1,FALSE,105.86806,0.42156,0.18930,3.95210,NAN,NAN,2.50000
2130,0x000E,1,FALSE,106.36764,0.42353,0.18930,3.95190,NAN,NAN,2.50000
2140,0x000E,1,FALSE,106.91736,0.42570,0.18930,3.95170,NAN,NAN,2.50000
2150,0x000E,1,FALSE,107.41714,0.42768,0.18930,3.95150,NAN,NAN,2.50000
2160,0x000E,1,FALSE,107.91675,0.42965,0.18930,3.95130,NAN,NAN,2.50000
2170,0x000E,1,FALSE,108.41647,0.43163,0.18930,3.95100,NAN,NAN,2.50000
2180,0x000E,1,FALSE,108.86617,0.43340,0.18930,3.95090,NAN,NAN,2.50000
2190,0x000E,1,FALSE,109.36578,0.43538,0.18930,3.95060,NAN,NAN,2.50000
2200,0x000E,1,FALSE,109.86533,0.43735,0.18930,3.95040,NAN,NAN,2.50000
2210,0x000E,1,FALSE,110.36480,0.43932,0.18930,3.95020,NAN,NAN,2.50000
2220,0x000E,1,FALSE,110.86430,0.44130,0.18930,3.95000,NAN,NAN,2.60000
2230,0x000E,1,FALSE,111.41378,0.44347,0.18930,3.94970,NAN,NAN,2.60000
2240,0x000E,1,FALSE,111.91342,0.44544,0.18930,3.94950,NAN,NAN,2.60000
2250,0x000E,1,FALSE,112.41311,0.44741,0.18930,3.94930,NAN,NAN,2.60000
2260,0x000E,1,FALSE,112.91261,0.44939,0.18930,3.94910,NAN,NAN,2.60000
2270,0x000E,1,FALSE,113.36234,0.45116,0.18930,3.94890,NAN,NAN,2.60000
2280,0x000E,1,FALSE,113.86178,0.45313,0.18930,3.94870,NAN,NAN,2.60000
2290,0x000E,1,FALSE,114.36128,0.45511,0.18930,3.94850,NAN,NAN,2.60000
2300,0x000E,1,FALSE,114.86083,0.45708,0.18930,3.94830,NAN,NAN,2.60000
2310,0x000E,1,FALSE,115.36034,0.45905,0.18930,3.94810,NAN,NAN,2.70000
2320,0x000E,1,FALSE,115.90989,0.46122,0.18930,3.94790,NAN,NAN,2.70000
2330,0x000E,1,FALSE,116.40952,0.46319,0.18930,3.94770,NAN,NAN,2.70000
2340,0x000E,1,FALSE,116.90914,0.46516,0.18930,3.94750,NAN,NAN,2.60000
2350,0x000E,1,FALSE,117.40889,0.46714,0.18930,3.94730,NAN,NAN,2.60000
2360,0x000E,1,FALSE,117.85853,0.46891,0.18930,3.94710,NAN,NAN,2.60000
2370,0x000E,1,FALSE,118.35803,0.47088,0.18930,3.94680,NAN,NAN,2.50000
2380,0x000E,1,FALSE,118.85751,0.47285,0.18930,3.94660,NAN,NAN,2.50000
2390,0x000E,1,FALSE,119.35699,0.47483,0.18930,3.94640,NAN,NAN,2.40000
2400,0x000E,1,FALSE,119.85656,0.47680,0.18930,3.94610,NAN,NAN,2.40000
2410,0x000E,1,FALSE,120.40611,0.47897,0.18930,3.94590,NAN,NAN,2.30000
2420,0x000E,1,FALSE,120.90575,0.48094,0.18930,3.94560,NAN,NAN,2.20000
2430,0x000E,1,FALSE,121.40553,0.48291,0.18930,3.94530,NAN,NAN,2.10000
2440,0x000E,1,FALSE,121.90548,0.48488,0.18930,3.94510,NAN,NAN,2.10000
2450,0x000E,1,FALSE,122.35526,0.48665,0.18930,3.94480,NAN,NAN,2.00000
2460,0x000E,1,FALSE,122.85495,0.48863,0.18930,3.94450,NAN,NAN,2.00000
2470,0x000E,1,FALSE,123.35455,0.49060,0.18930,3.94420,NAN,NAN,1.90000
2480,0x000E,1,FALSE,123.85428,0.49257,0.18930,3.94390,NAN,NAN,1.80000
2490,0x000E,1,FALSE,124.35406,0.49454,0.18930,3.94360,NAN,NAN,1.80000
2500,0x000E,1,FALSE,124.90378,0.49671,0.18930,3.94320,NAN,NAN,1.80000
2510,0x000E,1,FALSE,125.40350,0.49868,0.18930,3.94290,NAN,NAN,1.80000
2520,0x000E,1,FALSE,125.90325,0.50065,0.18930,3.94260,NAN,NAN,1.90000
2530,0x000E,1,FALSE,126.40301,0.50262,0.18930,3.94240,NAN,NAN,2.00000
2540,0x000E,1,FALSE,126.85284,0.50439,0.18930,3.94210,NAN,NAN,2.10000
2550,0x000E,1,FALSE,127.35258,0.50636,0.18930,3.94180,NAN,NAN,2.10000
2560,0x000E,1,FALSE,127.85247,0.50833,0.18930,3.94160,NAN,NAN,2.10000
2570,0x000E,1,FALSE,128.35229,0.51030,0.18930,3.94130,NAN,NAN,2.10000
2580,0x000E,1,FALSE,128.85219,0.51227,0.18930,3.94110,NAN,NAN,2.20000
2590,0x000E,1,FALSE,129.40208,0.51444,0.18930,3.94080,NAN,NAN,2.20000
2600,0x000E,1,FALSE,129.90198,0.51641,0.18930,3.94060,NAN,NAN,2.20000
2610,0x000E,1,FALSE,130.40193,0.51838,0.18930,3.94030,NAN,NAN,2.20000
2620,0x000E,1,FALSE,130.90178,0.52035,0.18930,3.94010,NAN,NAN,2.20000
2630,0x000E,1,FALSE,131.35144,0.52212,0.18930,3.93990,NAN,NAN,2.30000
2640,0x000E,1,FALSE,131.85120,0.52409,0.18930,3.93960,NAN,NAN,2.30000
2650,0x000E,1,FALSE,132.35112,0.52606,0.18930,3.93940,NAN,NAN,2.30000
2660,0x000E,1,FALSE,132.85078,0.52802,0.18930,3.93920,NAN,NAN,2.30000
2670,0x000E,1,FALSE,133.35028,0.52999,0.18930,3.93890,NAN,NAN,2.30000
2680,0x000E,1,FALSE,133.90007,0.53216,0.18930,3.93870,NAN,NAN,2.30000
2690,0x000E,1,FALSE,134.39995,0.53412,0.18930,3.93840,NAN,NAN,2.30000
2700,0x000E,1,FALSE,134.89961,0.53609,0.18930,3.93820,NAN,NAN,2.30000
2710,0x000E,1,FALSE,135.39925,0.53806,0.18930,3.93800,NAN,NAN,2.30000
2720,0x000E,1,FALSE,135.84917,0.53983,0.18930,3.93780,NAN,NAN,2.30000
2730,0x000E,1,FALSE,136.34911,0.54180,0.18930,3.93760,NAN,NAN,2.30000
