170,0x000E,1,FALSE,8.83589,0.03560,0.18930,4.02210,NAN,NAN,5.30000
180,0x000E,1,FALSE,9.35572,0.03769,0.18930,4.02160,NAN,NAN,5.30000
190,0x000E,1,FALSE,9.87544,0.03978,0.18930,4.02110,NAN,NAN,5.30000
200,0x000E,1,FALSE,10.39508,0.04187,0.18930,4.02060,NAN,NAN,5.40000
210,0x000E,1,FALSE,10.86283,0.04375,0.18930,4.02010,NAN,NAN,5.40000
220,0x000E,1,FALSE,11.38256,0.04584,0.18930,4.01970,NAN,NAN,5.40000
230,0x000E,1,FALSE,11.90222,0.04793,0.18930,4.01930,NAN,NAN,5.40000
240,0x000E,1,FALSE,12.42194,0.05002,0.18930,4.01880,NAN,NAN,5.50000
250,0x000E,1,FALSE,12.94164,0.05211,0.18930,4.01840,NAN,NAN,5.50000
260,0x000E,1,FALSE,13.51328,0.05440,0.18930,4.01800,NAN,NAN,5.50000
270,0x000E,1,FALSE,14.03297,0.05649,0.18930,4.01760,NAN,NAN,5.50000
280,0x000E,1,FALSE,14.55236,0.05858,0.18930,4.01720,NAN,NAN,5.50000
290,0x000E,1,FALSE,15.07175,0.06066,0.18930,4.01680,NAN,NAN,5.60000
300,0x000E,1,FALSE,15.53936,0.06254,0.18930,4.01650,NAN,NAN,5.60000
310,0x000E,1,FALSE,16.05886,0.06463,0.18930,4.01610,NAN,NAN,5.60000
320,0x000E,1,FALSE,16.57833,0.06671,0.18930,4.01580,NAN,NAN,5.60000
330,0x000E,1,FALSE,17.09792,0.06880,0.18930,4.01550,NAN,NAN,5.70000
340,0x000E,1,FALSE,17.61767,0.07089,0.18930,4.01510,NAN,NAN,5.70000
350,0x000E,1,FALSE,18.18931,0.07318,0.18930,4.01480,NAN,NAN,5.70000
360,0x000E,1,FALSE,18.70897,0.07527,0.18930,4.01440,NAN,NAN,5.70000
370,0x000E,1,FALSE,19.22869,0.07736,0.18930,4.01420,NAN,NAN,5.80000
380,0x000E,1,FALSE,19.74847,0.07944,0.18930,4.01380,NAN,NAN,5.80000
390,0x000E,1,FALSE,20.21625,0.08132,0.18930,4.01350,NAN,NAN,5.80000
400,0x000E,1,FALSE,20.73600,0.08340,0.18930,4.01320,NAN,NAN,5.80000
410,0x000E,1,FALSE,21.25567,0.08549,0.18930,4.01300,NAN,NAN,5.80000
420,0x000E,1,FALSE,21.77544,0.08758,0.18930,4.01270,NAN,NAN,5.80000
430,0x000E,1,FALSE,22.29519,0.08966,0.18930,4.01230,NAN,NAN,5.70000
440,0x000E,1,FALSE,22.86692,0.09195,0.18930,4.01200,NAN,NAN,5.60000
450,0x000E,1,FALSE,23.38675,0.09404,0.18930,4.01170,NAN,NAN,5.50000
460,0x000E,1,FALSE,23.90650,0.09612,0.18930,4.01130,NAN,NAN,5.40000
470,0x000E,1,FALSE,24.42622,0.09821,0.18930,4.01100,NAN,NAN,5.30000
480,0x000E,1,FALSE,24.89405,0.10009,0.18930,4.01070,NAN,NAN,5.20000
490,0x000E,1,FALSE,25.41411,0.10217,0.18930,4.01030,NAN,NAN,5.10000
500,0x000E,1,FALSE,25.93406,0.10426,0.18930,4.00990,NAN,NAN,5.00000
510,0x000E,1,FALSE,26.45378,0.10634,0.18930,4.00960,NAN,NAN,4.90000
520,0x000E,1,FALSE,26.97358,0.10842,0.18930,4.00920,NAN,NAN,4.80000
530,0x000E,1,FALSE,27.54533,0.11072,0.18930,4.00880,NAN,NAN,4.80000
540,0x000E,1,FALSE,28.06508,0.11280,0.18930,4.00850,NAN,NAN,4.90000
550,0x000E,1,FALSE,28.58481,0.11488,0.18930,4.00810,NAN,NAN,5.00000
560,0x000E,1,FALSE,29.10458,0.11697,0.18930,4.00780,NAN,NAN,5.00000
570,0x000E,1,FALSE,29.57233,0.11884,0.18930,4.00740,NAN,NAN,5.10000
580,0x000E,1,FALSE,30.09205,0.12092,0.18930,4.00710,NAN,NAN,5.10000
590,0x000E,1,FALSE,30.61172,0.12300,0.18930,4.00680,NAN,NAN,5.20000
600,0x000E,1,FALSE,31.13144,0.12509,0.18930,4.00650,NAN,NAN,5.20000
610,0x000E,1,FALSE,31.65117,0.12717,0.18930,4.00620,NAN,NAN,5.20000
620,0x000E,1,FALSE,32.22286,0.12946,0.18930,4.00590,NAN,NAN,5.30000
630,0x000E,1,FALSE,32.74256,0.13154,0.18930,4.00550,NAN,NAN,5.30000
640,0x000E,1,FALSE,33.26236,0.13362,0.18930,4.00530,NAN,NAN,5.30000
650,0x000E,1,FALSE,33.78211,0.13570,0.18930,4.00490,NAN,NAN,5.30000
660,0x000E,1,FALSE,34.24986,0.13758,0.18930,4.00460,NAN,NAN,5.30000
670,0x000E,1,FALSE,34.76992,0.13966,0.18930,4.00430,NAN,NAN,5.30000
680,0x000E,1,FALSE,35.28972,0.14174,0.18930,4.00410,NAN,NAN,5.40000
690,0x000E,1,FALSE,35.80956,0.14382,0.18930,4.00370,NAN,NAN,5.40000
700,0x000E,1,FALSE,36.32928,0.14590,0.18930,4.00350,NAN,NAN,5.40000
710,0x000E,1,FALSE,36.90100,0.14819,0.18930,4.00310,NAN,NAN,5.30000
720,0x000E,1,FALSE,37.42078,0.15027,0.18930,4.00280,NAN,NAN,5.30000
730,0x000E,1,FALSE,37.94058,0.15235,0.18930,4.00250,NAN,NAN,5.30000
740,0x000E,1,FALSE,38.46039,0.15443,0.18930,4.00230,NAN,NAN,5.30000
750,0x000E,1,FALSE,38.92822,0.15630,0.18930,4.00190,NAN,NAN,5.30000
760,0x000E,1,FALSE,39.44794,0.15838,0.18930,4.00160,NAN,NAN,5.30000
770,0x000E,1,FALSE,39.96769,0.16046,0.18930,4.00140,NAN,NAN,5.30000
780,0x000E,1,FALSE,40.48767,0.16254,0.18930,4.00100,NAN,NAN,5.30000
790,0x000E,1,FALSE,41.00753,0.16462,0.18930,4.00080,NAN,NAN,5.30000
800,0x000E,1,FALSE,41.57925,0.16691,0.18930,4.00050,NAN,NAN,5.40000
810,0x000E,1,FALSE,42.09897,0.16899,0.18930,4.00020,NAN,NAN,5.40000
820,0x000E,1,FALSE,42.61864,0.17107,0.18930,3.99990,NAN,NAN,5.40000
830,0x000E,1,FALSE,43.13836,0.17315,0.18930,3.99970,NAN,NAN,5.40000
840,0x000E,1,FALSE,43.60611,0.17502,0.18930,3.99940,NAN,NAN,5.40000
850,0x000E,1,FALSE,44.12589,0.17710,0.18930,3.99920,NAN,NAN,5.50000
860,0x000E,1,FALSE,44.64558,0.17917,0.18930,3.99890,NAN,NAN,5.50000
870,0x000E,1,FALSE,45.16530,0.18125,0.18930,3.99860,NAN,NAN,5.50000
880,0x000E,1,FALSE,45.68500,0.18333,0.18930,3.99840,NAN,NAN,5.50000
890,0x000E,1,FALSE,46.25678,0.18562,0.18930,3.99810,NAN,NAN,5.60000
900,0x000E,1,FALSE,46.77650,0.18769,0.18930,3.99790,NAN,NAN,5.60000
910,0x000E,1,FALSE,47.29622,0.18977,0.18930,3.99760,NAN,NAN,5.60000
920,0x000E,1,FALSE,47.81594,0.19185,0.18930,3.99730,NAN,NAN,5.60000
930,0x000E,1,FALSE,48.28364,0.19372,0.18930,3.99710,NAN,NAN,5.70000
940,0x000E,1,FALSE,48.80336,0.19580,0.18930,3.99680,NAN,NAN,5.70000
950,0x000E,1,FALSE,49.32306,0.19787,0.18930,3.99660,NAN,NAN,5.70000
960,0x000E,1,FALSE,49.84280,0.19995,0.18930,3.99640,NAN,NAN,5.70000
970,0x000E,1,FALSE,50.36253,0.20203,0.18930,3.99610,NAN,NAN,5.70000
980,0x000E,1,FALSE,50.93414,0.20431,0.18930,3.99590,NAN,NAN,5.80000
990,0x000E,1,FALSE,51.45386,0.20639,0.18930,3.99570,NAN,NAN,5.80000
1000,0x000E,1,FALSE,51.97358,0.20846,0.18930,3.99540,NAN,NAN,5.80000
1010,0x000E,1,FALSE,52.49331,0.21054,0.18930,3.99520,NAN,NAN,5.80000
1020,0x000E,1,FALSE,52.96100,0.21241,0.18930,3.99500,NAN,NAN,5.80000
1030,0x000E,1,FALSE,53.48053,0.21448,0.18930,3.99470,NAN,NAN,5.90000
1040,0x000E,1,FALSE,54.00025,0.21656,0.18930,3.99450,NAN,NAN,5.90000
1050,0x000E,1,FALSE,54.51997,0.21863,0.18930,3.99430,NAN,NAN,5.90000
1060,0x000E,1,FALSE,55.03969,0.22071,0.18930,3.99400,NAN,NAN,5.80000
1070,0x000E,1,FALSE,55.61117,0.22299,0.18930,3.99380,NAN,NAN,5.80000
1080,0x000E,1,FALSE,56.13066,0.22507,0.18930,3.99350,NAN,NAN,5.70000
1090,0x000E,1,FALSE,56.65017,0.22714,0.18930,3.99320,NAN,NAN,5.60000
1100,0x000E,1,FALSE,57.16981,0.22922,0.18930,3.99300,NAN,NAN,5.50000
1110,0x000E,1,FALSE,57.63739,0.23108,0.18930,3.99270,NAN,NAN,5.40000
1120,0x000E,1,FALSE,58.15711,0.23316,0.18930,3.99240,NAN,NAN,5.20000
1130,0x000E,1,FALSE,58.67669,0.23523,0.18930,3.99210,NAN,NAN,5.10000
1140,0x000E,1,FALSE,59.19645,0.23731,0.18930,3.99180,NAN,NAN,5.00000
1150,0x000E,1,FALSE,59.71597,0.23938,0.18930,3.99140,NAN,NAN,5.00000
1160,0x000E,1,FALSE,60.28733,0.24166,0.18930,3.99110,NAN,NAN,4.90000
1170,0x000E,1,FALSE,60.80692,0.24373,0.18930,3.99080,NAN,NAN,4.90000
1180,0x000E,1,FALSE,61.32658,0.24581,0.18930,3.99050,NAN,NAN,5.00000
1190,0x000E,1,FALSE,61.84617,0.24788,0.18930,3.99020,NAN,NAN,5.00000
1200,0x000E,1,FALSE,62.31375,0.24975,0.18930,3.98990,NAN,NAN,5.10000
1210,0x000E,1,FALSE,62.83322,0.25182,0.18930,3.98960,NAN,NAN,5.10000
1220,0x000E,1,FALSE,63.35275,0.25389,0.18930,3.98930,NAN,NAN,5.20000
1230,0x000E,1,FALSE,63.87217,0.25596,0.18930,3.98900,NAN,NAN,5.20000
1240,0x000E,1,FALSE,64.39156,0.25804,0.18930,3.98870,NAN,NAN,5.30000
1250,0x000E,1,FALSE,64.96272,0.26031,0.18930,3.98840,NAN,NAN,5.30000
1260,0x000E,1,FALSE,65.48192,0.26238,0.18930,3.98820,NAN,NAN,5.30000
1270,0x000E,1,FALSE,66.00119,0.26445,0.18930,3.98790,NAN,NAN,5.30000
1280,0x000E,1,FALSE,66.52039,0.26653,0.18930,3.98760,NAN,NAN,5.40000
1290,0x000E,1,FALSE,66.98769,0.26839,0.18930,3.98740,NAN,NAN,5.40000
1300,0x000E,1,FALSE,67.50706,0.27046,0.18930,3.98710,NAN,NAN,5.40000
1310,0x000E,1,FALSE,68.02631,0.27253,0.18930,3.98680,NAN,NAN,5.40000
1320,0x000E,1,FALSE,68.54569,0.27460,0.18930,3.98650,NAN,NAN,5.40000
1330,0x000E,1,FALSE,69.06517,0.27667,0.18930,3.98630,NAN,NAN,5.40000
1340,0x000E,1,FALSE,69.63663,0.27895,0.18930,3.98600,NAN,NAN,5.50000
1350,0x000E,1,FALSE,70.15623,0.28102,0.18930,3.98570,NAN,NAN,5.40000
1360,0x000E,1,FALSE,70.67580,0.28309,0.18930,3.98540,NAN,NAN,5.40000
1370,0x000E,1,FALSE,71.19534,0.28516,0.18930,3.98520,NAN,NAN,5.40000
1380,0x000E,1,FALSE,71.66300,0.28702,0.18930,3.98490,NAN,NAN,5.30000
1390,0x000E,1,FALSE,72.18261,0.28909,0.18930,3.98460,NAN,NAN,5.30000
1400,0x000E,1,FALSE,72.70233,0.29116,0.18930,3.98430,NAN,NAN,5.40000
1410,0x000E,1,FALSE,73.22200,0.29323,0.18930,3.98410,NAN,NAN,5.40000
1420,0x000E,1,FALSE,73.74139,0.29530,0.18930,3.98380,NAN,NAN,5.40000
1430,0x000E,1,FALSE,74.31284,0.29758,0.18930,3.98350,NAN,NAN,5.40000
1440,0x000E,1,FALSE,74.83225,0.29965,0.18930,3.98330,NAN,NAN,5.40000
1450,0x000E,1,FALSE,75.35178,0.30172,0.18930,3.98300,NAN,NAN,5.40000
1460,0x000E,1,FALSE,75.87148,0.30379,0.18930,3.98270,NAN,NAN,5.40000
1470,0x000E,1,FALSE,76.33923,0.30565,0.18930,3.98250,NAN,NAN,5.50000
1480,0x000E,1,FALSE,76.85883,0.30772,0.18930,3.98230,NAN,NAN,5.50000
1490,0x000E,1,FALSE,77.37847,0.30979,0.18930,3.98200,NAN,NAN,5.50000
1500,0x000E,1,FALSE,77.89800,0.31186,0.18930,3.98170,NAN,NAN,5.50000
1510,0x000E,1,FALSE,78.41769,0.31393,0.18930,3.98150,NAN,NAN,5.60000
1520,0x000E,1,FALSE,78.98914,0.31620,0.18930,3.98120,NAN,NAN,5.60000
1530,0x000E,1,FALSE,79.50853,0.31827,0.18930,3.98100,NAN,NAN,5.60000
1540,0x000E,1,FALSE,80.02822,0.32034,0.18930,3.98070,NAN,NAN,5.60000
1550,0x000E,1,FALSE,80.54775,0.32241,0.18930,3.98050,NAN,NAN,5.60000
1560,0x000E,1,FALSE,81.01547,0.32427,0.18930,3.98030,NAN,NAN,5.60000
1570,0x000E,1,FALSE,81.53514,0.32634,0.18930,3.98000,NAN,NAN,5.70000
1580,0x000E,1,FALSE,82.05481,0.32840,0.18930,3.97980,NAN,NAN,5.70000
1590,0x000E,1,FALSE,82.57425,0.33047,0.18930,3.97960,NAN,NAN,5.70000
1600,0x000E,1,FALSE,83.09392,0.33254,0.18930,3.97930,NAN,NAN,5.70000
1610,0x000E,1,FALSE,83.66547,0.33481,0.18930,3.97910,NAN,NAN,5.70000
1620,0x000E,1,FALSE,84.18517,0.33688,0.18930,3.97890,NAN,NAN,5.80000
1630,0x000E,1,FALSE,84.70483,0.33895,0.18930,3.97870,NAN,NAN,5.80000
1640,0x000E,1,FALSE,85.22456,0.34102,0.18930,3.97840,NAN,NAN,5.80000
1650,0x000E,1,FALSE,85.69228,0.34288,0.18930,3.97820,NAN,NAN,5.80000
1660,0x000E,1,FALSE,86.21194,0.34494,0.18930,3.97800,NAN,NAN,5.80000
1670,0x000E,1,FALSE,86.73167,0.34701,0.18930,3.97780,NAN,NAN,5.90000
1680,0x000E,1,FALSE,87.25142,0.34908,0.18930,3.97750,NAN,NAN,5.90000
1690,0x000E,1,FALSE,87.77126,0.35115,0.18930,3.97730,NAN,NAN,5.90000
1700,0x000E,1,FALSE,88.34300,0.35342,0.18930,3.97710,NAN,NAN,5.90000
1710,0x000E,1,FALSE,88.86263,0.35549,0.18930,3.97690,NAN,NAN,5.90000
1720,0x000E,1,FALSE,89.38208,0.35755,0.18930,3.97660,NAN,NAN,5.80000
1730,0x000E,1,FALSE,89.90176,0.35962,0.18930,3.97640,NAN,NAN,5.70000
1740,0x000E,1,FALSE,90.36950,0.36148,0.18930,3.97610,NAN,NAN,5.50000
1750,0x000E,1,FALSE,90.88922,0.36354,0.18930,3.97590,NAN,NAN,5.40000
1760,0x000E,1,FALSE,91.40894,0.36561,0.18930,3.97560,NAN,NAN,5.30000
1770,0x000E,1,FALSE,91.92844,0.36767,0.18930,3.97530,NAN,NAN,5.20000
1780,0x000E,1,FALSE,92.50003,0.36995,0.18930,3.97500,NAN,NAN,5.10000
1790,0x000E,1,FALSE,93.01978,0.37201,0.18930,3.97470,NAN,NAN,5.00000
1800,0x000E,1,FALSE,93.53947,0.37408,0.18930,3.97440,NAN,NAN,4.90000
1810,0x000E,1,FALSE,94.05911,0.37614,0.18930,3.97400,NAN,NAN,4.90000
1820,0x000E,1,FALSE,94.52673,0.37800,0.18930,3.97370,NAN,NAN,5.00000
1830,0x000E,1,FALSE,95.04608,0.38006,0.18930,3.97350,NAN,NAN,5.00000
1840,0x000E,1,FALSE,95.56558,0.38213,0.18930,3.97320,NAN,NAN,5.10000
1850,0x000E,1,FALSE,96.08517,0.38419,0.18930,3.97290,NAN,NAN,5.10000
1860,0x000E,1,FALSE,96.60470,0.38626,0.18930,3.97260,NAN,NAN,5.20000
1870,0x000E,1,FALSE,97.17645,0.38853,0.18930,3.97230,NAN,NAN,5.20000
1880,0x000E,1,FALSE,97.69622,0.39059,0.18930,3.97200,NAN,NAN,5.30000
1890,0x000E,1,FALSE,98.21591,0.39266,0.18930,3.97180,NAN,NAN,5.30000
1900,0x000E,1,FALSE,98.73566,0.39472,0.18930,3.97150,NAN,NAN,5.30000
1910,0x000E,1,FALSE,99.20350,0.39658,0.18930,3.97130,NAN,NAN,5.30000
1920,0x000E,1,FALSE,99.72344,0.39864,0.18930,3.97100,NAN,NAN,5.40000
1930,0x000E,1,FALSE,100.24333,0.40071,0.18930,3.97070,NAN,NAN,5.40000
1940,0x000E,1,FALSE,100.76319,0.40277,0.18930,3.97050,NAN,NAN,5.40000
1950,0x000E,1,FALSE,101.28291,0.40483,0.18930,3.97020,NAN,NAN,5.40000
1960,0x000E,1,FALSE,101.85461,0.40710,0.18930,3.96990,NAN,NAN,5.40000
1970,0x000E,1,FALSE,102.37436,0.40917,0.18930,3.96970,NAN,NAN,5.40000
1980,0x000E,1,FALSE,102.89403,0.41123,0.18930,3.96940,NAN,NAN,5.50000
1990,0x000E,1,FALSE,103.41375,0.41329,0.18930,3.96920,NAN,NAN,5.40000
2000,0x000E,1,FALSE,103.88139,0.41515,0.18930,3.96890,NAN,NAN,5.40000
2010,0x000E,1,FALSE,104.40095,0.41721,0.18930,3.96860,NAN,NAN,5.40000
2020,0x000E,1,FALSE,104.92050,0.41927,0.18930,3.96840,NAN,NAN,5.30000
2030,0x000E,1,FALSE,105.44014,0.42133,0.18930,3.96810,NAN,NAN,5.30000
2040,0x000E,1,FALSE,105.95986,0.42340,0.18930,3.96790,NAN,NAN,5.40000
2050,0x000E,1,FALSE,106.53164,0.42566,0.18930,3.96760,NAN,NAN,5.40000
2060,0x000E,1,FALSE,107.05158,0.42773,0.18930,3.96730,NAN,NAN,5.40000
2070,0x000E,1,FALSE,107.57137,0.42979,0.18930,3.96710,NAN,NAN,5.40000
2080,0x000E,1,FALSE,108.09111,0.43185,0.18930,3.96680,NAN,NAN,5.40000
2090,0x000E,1,FALSE,108.55881,0.43371,0.18930,3.96660,NAN,NAN,5.40000
2100,0x000E,1,FALSE,109.07853,0.43577,0.18930,3.96640,NAN,NAN,5.40000
2110,0x000E,1,FALSE,109.59828,0.43783,0.18930,3.96610,NAN,NAN,5.50000
2120,0x000E,1,FALSE,110.11803,0.43989,0.18930,3.96580,NAN,NAN,5.50000
2130,0x000E,1,FALSE,110.63783,0.44195,0.18930,3.96560,NAN,NAN,5.50000
2140,0x000E,1,FALSE,111.20940,0.44422,0.18930,3.96540,NAN,NAN,5.50000
2150,0x000E,1,FALSE,111.72909,0.44628,0.18930,3.96510,NAN,NAN,5.50000
2160,0x000E,1,FALSE,112.24878,0.44834,0.18930,3.96490,NAN,NAN,5.60000
2170,0x000E,1,FALSE,112.76850,0.45040,0.18930,3.96470,NAN,NAN,5.60000
2180,0x000E,1,FALSE,113.23622,0.45225,0.18930,3.96450,NAN,NAN,5.60000
2190,0x000E,1,FALSE,113.75600,0.45431,0.18930,3.96420,NAN,NAN,5.60000
2200,0x000E,1,FALSE,114.27576,0.45637,0.18930,3.96400,NAN,NAN,5.60000
2210,0x000E,1,FALSE,114.79547,0.45843,0.18930,3.96380,NAN,NAN,5.70000
2220,0x000E,1,FALSE,115.31522,0.46049,0.18930,3.96360,NAN,NAN,5.70000
2230,0x000E,1,FALSE,115.88689,0.46276,0.18930,3.96330,NAN,NAN,5.70000
2240,0x000E,1,FALSE,116.40653,0.46482,0.18930,3.96310,NAN,NAN,5.70000
2250,0x000E,1,FALSE,116.92595,0.46688,0.18930,3.96290,NAN,NAN,5.70000
2260,0x000E,1,FALSE,117.44519,0.46893,0.18930,3.96270,NAN,NAN,5.80000
2270,0x000E,1,FALSE,117.91261,0.47079,0.18930,3.96250,NAN,NAN,5.80000
2280,0x000E,1,FALSE,118.43225,0.47285,0.18930,3.96230,NAN,NAN,5.80000
2290,0x000E,1,FALSE,118.95195,0.47490,0.18930,3.96210,NAN,NAN,5.80000
2300,0x000E,1,FALSE,119.47158,0.47696,0.18930,3.96190,NAN,NAN,5.90000
2310,0x000E,1,FALSE,119.99119,0.47902,0.18930,3.96170,NAN,NAN,5.90000
2320,0x000E,1,FALSE,120.56284,0.48129,0.18930,3.96150,NAN,NAN,5.90000
2330,0x000E,1,FALSE,121.08239,0.48334,0.18930,3.96130,NAN,NAN,5.90000
2340,0x000E,1,FALSE,121.60211,0.48540,0.18930,3.96110,NAN,NAN,5.90000
2350,0x000E,1,FALSE,122.12164,0.48746,0.18930,3.96090,NAN,NAN,5.80000
2360,0x000E,1,FALSE,122.58939,0.48931,0.18930,3.96070,NAN,NAN,5.80000
2370,0x000E,1,FALSE,123.10905,0.49137,0.18930,3.96040,NAN,NAN,5.70000
2380,0x000E,1,FALSE,123.62872,0.49343,0.18930,3.96020,NAN,NAN,5.50000
2390,0x000E,1,FALSE,124.14848,0.49549,0.18930,3.95990,NAN,NAN,5.40000
2400,0x000E,1,FALSE,124.66792,0.49754,0.18930,3.95970,NAN,NAN,5.30000
2410,0x000E,1,FALSE,125.23951,0.49981,0.18930,3.95940,NAN,NAN,5.20000
2420,0x000E,1,FALSE,125.75917,0.50186,0.18930,3.95910,NAN,NAN,5.10000
2430,0x000E,1,FALSE,126.27880,0.50392,0.18930,3.95890,NAN,NAN,5.00000
2440,0x000E,1,FALSE,126.79836,0.50598,0.18930,3.95850,NAN,NAN,4.90000
2450,0x000E,1,FALSE,127.26591,0.50783,0.18930,3.95820,NAN,NAN,4.90000
2460,0x000E,1,FALSE,127.78535,0.50988,0.18930,3.95800,NAN,NAN,4.90000
2470,0x000E,1,FALSE,128.30492,0.51194,0.18930,3.95770,NAN,NAN,5.00000
2480,0x000E,1,FALSE,128.82434,0.51400,0.18930,3.95740,NAN,NAN,5.10000
2490,0x000E,1,FALSE,129.34367,0.51605,0.18930,3.95720,NAN,NAN,5.10000
2500,0x000E,1,FALSE,129.91492,0.51831,0.18930,3.95690,NAN,NAN,5.20000
2510,0x000E,1,FALSE,130.43428,0.52037,0.18930,3.95660,NAN,NAN,5.20000
2520,0x000E,1,FALSE,130.95352,0.52242,0.18930,3.95640,NAN,NAN,5.20000
2530,0x000E,1,FALSE,131.47275,0.52447,0.18930,3.95610,NAN,NAN,5.30000
2540,0x000E,1,FALSE,131.94020,0.52632,0.18930,3.95590,NAN,NAN,5.30000
2550,0x000E,1,FALSE,132.45958,0.52838,0.18930,3.95560,NAN,NAN,5.30000
2560,0x000E,1,FALSE,132.97917,0.53043,0.18930,3.95540,NAN,NAN,5.40000
2570,0x000E,1,FALSE,133.49889,0.53249,0.18930,3.95510,NAN,NAN,5.30000
2580,0x000E,1,FALSE,134.01855,0.53454,0.18930,3.95490,NAN,NAN,5.40000
2590,0x000E,1,FALSE,134.59029,0.53680,0.18930,3.95460,NAN,NAN,5.40000
2600,0x000E,1,FALSE,135.10997,0.53886,0.18930,3.95440,NAN,NAN,5.40000
2610,0x000E,1,FALSE,135.62964,0.54091,0.18930,3.95410,NAN,NAN,5.40000
2620,0x000E,1,FALSE,136.14937,0.54297,0.18930,3.95390,NAN,NAN,5.50000
2630,0x000E,1,FALSE,136.61711,0.54482,0.18930,3.95370,NAN,NAN,5.40000
2640,0x000E,1,FALSE,137.13689,0.54687,0.18930,3.95340,NAN,NAN,5.40000
2650,0x000E,1,FALSE,137.65668,0.54893,0.18930,3.95320,NAN,NAN,5.40000
2660,0x000E,1,FALSE,138.17628,0.55098,0.18930,3.95290,NAN,NAN,5.30000
2670,0x000E,1,FALSE,138.69603,0.55304,0.18930,3.95270,NAN,NAN,5.30000
2680,0x000E,1,FALSE,139.26773,0.55530,0.18930,3.95240,NAN,NAN,5.30000
2690,0x000E,1,FALSE,139.78738,0.55735,0.18930,3.95220,NAN,NAN,5.30000
2700,0x000E,1,FALSE,140.30698,0.55940,0.18930,3.95190,NAN,NAN,5.30000
2710,0x000E,1,FALSE,140.82661,0.56146,0.18930,3.95170,NAN,NAN,5.40000
2720,0x000E,1,FALSE,141.29436,0.56330,0.18930,3.95150,NAN,NAN,5.40000
2730,0x000E,1,FALSE,141.81403,0.56536,0.18930,3.95130,NAN,NAN,5.40000
