820,0x000E,1,FALSE,42.60458,0.17260,0.18930,4.03930,NAN,NAN,20.10000
830,0x000E,1,FALSE,43.12416,0.17470,0.18930,4.03900,NAN,NAN,20.10000
840,0x000E,1,FALSE,43.59192,0.17659,0.18930,4.03880,NAN,NAN,20.10000
850,0x000E,1,FALSE,44.11153,0.17869,0.18930,4.03850,NAN,NAN,20.10000
860,0x000E,1,FALSE,44.63144,0.18078,0.18930,4.03830,NAN,NAN,20.10000
870,0x000E,1,FALSE,45.15117,0.18288,0.18930,4.03800,NAN,NAN,20.10000
880,0x000E,1,FALSE,45.67097,0.18498,0.18930,4.03780,NAN,NAN,20.10000
890,0x000E,1,FALSE,46.24236,0.18729,0.18930,4.03750,NAN,NAN,20.10000
900,0x000E,1,FALSE,46.76214,0.18939,0.18930,4.03730,NAN,NAN,20.10000
910,0x000E,1,FALSE,47.28181,0.19149,0.18930,4.03700,NAN,NAN,20.10000
920,0x000E,1,FALSE,47.80164,0.19358,0.18930,4.03670,NAN,NAN,20.10000
930,0x000E,1,FALSE,48.26939,0.19547,0.18930,4.03650,NAN,NAN,20.10000
940,0x000E,1,FALSE,48.78900,0.19757,0.18930,4.03630,NAN,NAN,20.10000
950,0x000E,1,FALSE,49.30858,0.19967,0.18930,4.03600,NAN,NAN,20.10000
960,0x000E,1,FALSE,49.82833,0.20176,0.18930,4.03570,NAN,NAN,20.10000
970,0x000E,1,FALSE,50.34814,0.20386,0.18930,4.03550,NAN,NAN,20.10000
980,0x000E,1,FALSE,50.91972,0.20617,0.18930,4.03520,NAN,NAN,20.10000
990,0x000E,1,FALSE,51.43930,0.20826,0.18930,4.03490,NAN,NAN,20.10000
1000,0x000E,1,FALSE,51.95895,0.21036,0.18930,4.03470,NAN,NAN,20.10000
1010,0x000E,1,FALSE,52.47869,0.21246,0.18930,4.03450,NAN,NAN,20.10000
1020,0x000E,1,FALSE,52.94658,0.21434,0.18930,4.03420,NAN,NAN,20.10000
1030,0x000E,1,FALSE,53.46642,0.21644,0.18930,4.03400,NAN,NAN,20.10000
1040,0x000E,1,FALSE,53.98636,0.21854,0.18930,4.03370,NAN,NAN,20.10000
1050,0x000E,1,FALSE,54.50622,0.22064,0.18930,4.03350,NAN,NAN,20.10000
1060,0x000E,1,FALSE,55.02620,0.22273,0.18930,4.03320,NAN,NAN,20.10000
1070,0x000E,1,FALSE,55.59803,0.22504,0.18930,4.03290,NAN,NAN,20.10000
1080,0x000E,1,FALSE,56.11772,0.22713,0.18930,4.03270,NAN,NAN,20.10000
1090,0x000E,1,FALSE,56.63755,0.22923,0.18930,4.03250,NAN,NAN,20.10000
1100,0x000E,1,FALSE,57.15747,0.23133,0.18930,4.03220,NAN,NAN,20.10000
1110,0x000E,1,FALSE,57.62542,0.23321,0.18930,4.03200,NAN,NAN,20.10000
1120,0x000E,1,FALSE,58.14533,0.23531,0.18930,4.03170,NAN,NAN,20.10000
1130,0x000E,1,FALSE,58.66534,0.23741,0.18930,4.03150,NAN,NAN,20.10000
1140,0x000E,1,FALSE,59.18514,0.23950,0.18930,4.03120,NAN,NAN,20.10000
1150,0x000E,1,FALSE,59.70508,0.24160,0.18930,4.03100,NAN,NAN,20.10000
1160,0x000E,1,FALSE,60.27706,0.24390,0.18930,4.03070,NAN,NAN,20.10000
1170,0x000E,1,FALSE,60.79708,0.24600,0.18930,4.03050,NAN,NAN,20.10000
1180,0x000E,1,FALSE,61.31714,0.24809,0.18930,4.03020,NAN,NAN,20.10000
1190,0x000E,1,FALSE,61.83703,0.25019,0.18930,4.03000,NAN,NAN,20.10000
1200,0x000E,1,FALSE,62.30497,0.25207,0.18930,4.02980,NAN,NAN,20.10000
1210,0x000E,1,FALSE,62.82489,0.25417,0.18930,4.02950,NAN,NAN,20.10000
1220,0x000E,1,FALSE,63.34489,0.25626,0.18930,4.02930,NAN,NAN,20.10000
1230,0x000E,1,FALSE,63.86480,0.25836,0.18930,4.02910,NAN,NAN,20.10000
1240,0x000E,1,FALSE,64.38478,0.26045,0.18930,4.02880,NAN,NAN,20.10000
1250,0x000E,1,FALSE,64.95675,0.26276,0.18930,4.02860,NAN,NAN,20.10000
1260,0x000E,1,FALSE,65.47669,0.26485,0.18930,4.02830,NAN,NAN,20.10000
1270,0x000E,1,FALSE,65.99658,0.26695,0.18930,4.02810,NAN,NAN,20.10000
1280,0x000E,1,FALSE,66.51640,0.26904,0.18930,4.02780,NAN,NAN,20.10000
1290,0x000E,1,FALSE,66.98428,0.27092,0.18930,4.02760,NAN,NAN,20.10000
1300,0x000E,1,FALSE,67.50422,0.27302,0.18930,4.02730,NAN,NAN,20.10000
1310,0x000E,1,FALSE,68.02414,0.27511,0.18930,4.02710,NAN,NAN,20.10000
1320,0x000E,1,FALSE,68.54391,0.27721,0.18930,4.02690,NAN,NAN,20.10000
1330,0x000E,1,FALSE,69.06358,0.27930,0.18930,4.02660,NAN,NAN,20.10000
1340,0x000E,1,FALSE,69.63522,0.28160,0.18930,4.02640,NAN,NAN,20.10000
1350,0x000E,1,FALSE,70.15492,0.28369,0.18930,4.02610,NAN,NAN,20.10000
1360,0x000E,1,FALSE,70.67464,0.28578,0.18930,4.02590,NAN,NAN,20.10000
1370,0x000E,1,FALSE,71.19436,0.28788,0.18930,4.02570,NAN,NAN,20.10000
1380,0x000E,1,FALSE,71.66209,0.28976,0.18930,4.02540,NAN,NAN,20.10000
1390,0x000E,1,FALSE,72.18166,0.29185,0.18930,4.02520,NAN,NAN,20.10000
1400,0x000E,1,FALSE,72.70147,0.29394,0.18930,4.02490,NAN,NAN,20.10000
1410,0x000E,1,FALSE,73.22131,0.29603,0.18930,4.02470,NAN,NAN,20.10000
1420,0x000E,1,FALSE,73.74120,0.29813,0.18930,4.02440,NAN,NAN,20.10000
1430,0x000E,1,FALSE,74.31300,0.30043,0.18930,4.02420,NAN,NAN,20.10000
1440,0x000E,1,FALSE,74.83250,0.30252,0.18930,4.02400,NAN,NAN,20.20000
1450,0x000E,1,FALSE,75.35217,0.30461,0.18930,4.02370,NAN,NAN,20.10000
1460,0x000E,1,FALSE,75.87197,0.30670,0.18930,4.02350,NAN,NAN,20.20000
1470,0x000E,1,FALSE,76.33987,0.30858,0.18930,4.02330,NAN,NAN,20.10000
1480,0x000E,1,FALSE,76.85972,0.31067,0.18930,4.02300,NAN,NAN,20.20000
1490,0x000E,1,FALSE,77.37967,0.31277,0.18930,4.02280,NAN,NAN,20.10000
1500,0x000E,1,FALSE,77.89958,0.31486,0.18930,4.02260,NAN,NAN,20.20000
1510,0x000E,1,FALSE,78.41942,0.31695,0.18930,4.02240,NAN,NAN,20.10000
1520,0x000E,1,FALSE,78.99125,0.31925,0.18930,4.02210,NAN,NAN,20.10000
1530,0x000E,1,FALSE,79.51122,0.32134,0.18930,4.02180,NAN,NAN,20.10000
1540,0x000E,1,FALSE,80.03125,0.32343,0.18930,4.02160,NAN,NAN,20.10000
1550,0x000E,1,FALSE,80.55125,0.32552,0.18930,4.02140,NAN,NAN,20.20000
1560,0x000E,1,FALSE,81.01936,0.32740,0.18930,4.02120,NAN,NAN,20.20000
1570,0x000E,1,FALSE,81.53950,0.32949,0.18930,4.02090,NAN,NAN,20.10000
1580,0x000E,1,FALSE,82.05962,0.33159,0.18930,4.02070,NAN,NAN,20.10000
1590,0x000E,1,FALSE,82.57961,0.33368,0.18930,4.02040,NAN,NAN,20.20000
1600,0x000E,1,FALSE,83.09964,0.33577,0.18930,4.02020,NAN,NAN,20.20000
1610,0x000E,1,FALSE,83.67162,0.33807,0.18930,4.02000,NAN,NAN,20.20000
1620,0x000E,1,FALSE,84.19158,0.34016,0.18930,4.01970,NAN,NAN,20.20000
1630,0x000E,1,FALSE,84.71158,0.34225,0.18930,4.01950,NAN,NAN,20.20000
1640,0x000E,1,FALSE,85.17958,0.34413,0.18930,4.01930,NAN,NAN,20.20000
1650,0x000E,1,FALSE,85.69958,0.34622,0.18930,4.01900,NAN,NAN,20.10000
1660,0x000E,1,FALSE,86.21950,0.34831,0.18930,4.01880,NAN,NAN,20.20000
1670,0x000E,1,FALSE,86.73947,0.35040,0.18930,4.01860,NAN,NAN,20.20000
1680,0x000E,1,FALSE,87.25931,0.35248,0.18930,4.01830,NAN,NAN,20.20000
1690,0x000E,1,FALSE,87.83111,0.35478,0.18930,4.01810,NAN,NAN,20.20000
1700,0x000E,1,FALSE,88.35091,0.35687,0.18930,4.01790,NAN,NAN,20.20000
1710,0x000E,1,FALSE,88.87086,0.35896,0.18930,4.01770,NAN,NAN,20.20000
1720,0x000E,1,FALSE,89.39084,0.36105,0.18930,4.01740,NAN,NAN,20.20000
1730,0x000E,1,FALSE,89.85870,0.36293,0.18930,4.01720,NAN,NAN,20.20000
1740,0x000E,1,FALSE,90.37847,0.36502,0.18930,4.01700,NAN,NAN,20.20000
1750,0x000E,1,FALSE,90.89831,0.36710,0.18930,4.01670,NAN,NAN,20.20000
1760,0x000E,1,FALSE,91.41817,0.36919,0.18930,4.01650,NAN,NAN,20.10000
1770,0x000E,1,FALSE,91.93797,0.37128,0.18930,4.01630,NAN,NAN,20.20000
1780,0x000E,1,FALSE,92.50970,0.37358,0.18930,4.01600,NAN,NAN,20.20000
1790,0x000E,1,FALSE,93.02942,0.37566,0.18930,4.01580,NAN,NAN,20.20000
1800,0x000E,1,FALSE,93.54919,0.37775,0.18930,4.01560,NAN,NAN,20.10000
1810,0x000E,1,FALSE,94.06917,0.37984,0.18940,4.01540,NAN,NAN,20.10000
1820,0x000E,1,FALSE,94.53714,0.38172,0.18930,4.01510,NAN,NAN,20.20000
1830,0x000E,1,FALSE,95.05702,0.38380,0.18930,4.01490,NAN,NAN,20.10000
1840,0x000E,1,FALSE,95.57703,0.38589,0.18930,4.01460,NAN,NAN,20.10000
1850,0x000E,1,FALSE,96.09683,0.38798,0.18930,4.01440,NAN,NAN,20.20000
1860,0x000E,1,FALSE,96.61664,0.39006,0.18930,4.01420,NAN,NAN,20.20000
1870,0x000E,1,FALSE,97.18861,0.39236,0.18930,4.01390,NAN,NAN,20.20000
1880,0x000E,1,FALSE,97.70842,0.39445,0.18930,4.01370,NAN,NAN,20.20000
1890,0x000E,1,FALSE,98.22823,0.39653,0.18930,4.01350,NAN,NAN,20.20000
1900,0x000E,1,FALSE,98.74803,0.39862,0.18930,4.01320,NAN,NAN,20.20000
1910,0x000E,1,FALSE,99.21597,0.40050,0.18930,4.01300,NAN,NAN,20.20000
1920,0x000E,1,FALSE,99.73592,0.40258,0.18930,4.01280,NAN,NAN,20.20000
1930,0x000E,1,FALSE,100.25575,0.40467,0.18930,4.01260,NAN,NAN,20.20000
1940,0x000E,1,FALSE,100.77558,0.40675,0.18930,4.01230,NAN,NAN,20.20000
1950,0x000E,1,FALSE,101.29539,0.40884,0.18930,4.01210,NAN,NAN,20.20000
1960,0x000E,1,FALSE,101.86736,0.41113,0.18930,4.01190,NAN,NAN,20.20000
1970,0x000E,1,FALSE,102.38736,0.41322,0.18930,4.01160,NAN,NAN,20.20000
1980,0x000E,1,FALSE,102.90733,0.41531,0.18930,4.01140,NAN,NAN,20.20000
1990,0x000E,1,FALSE,103.42719,0.41739,0.18930,4.01120,NAN,NAN,20.20000
2000,0x000E,1,FALSE,103.89516,0.41927,0.18930,4.01100,NAN,NAN,20.20000
2010,0x000E,1,FALSE,104.41516,0.42135,0.18930,4.01080,NAN,NAN,20.20000
2020,0x000E,1,FALSE,104.93511,0.42344,0.18930,4.01050,NAN,NAN,20.20000
2030,0x000E,1,FALSE,105.45500,0.42552,0.18930,4.01030,NAN,NAN,20.20000
2040,0x000E,1,FALSE,105.97489,0.42761,0.18930,4.01000,NAN,NAN,20.20000
2050,0x000E,1,FALSE,106.54664,0.42990,0.18930,4.00980,NAN,NAN,20.20000
2060,0x000E,1,FALSE,107.06644,0.43198,0.18930,4.00960,NAN,NAN,20.20000
2070,0x000E,1,FALSE,107.58633,0.43407,0.18930,4.00930,NAN,NAN,20.20000
2080,0x000E,1,FALSE,108.10616,0.43615,0.18930,4.00910,NAN,NAN,20.20000
2090,0x000E,1,FALSE,108.57389,0.43803,0.18930,4.00890,NAN,NAN,20.20000
2100,0x000E,1,FALSE,109.09375,0.44011,0.18930,4.00870,NAN,NAN,20.20000
2110,0x000E,1,FALSE,109.61356,0.44219,0.18930,4.00840,NAN,NAN,20.20000
2120,0x000E,1,FALSE,110.13336,0.44428,0.18930,4.00820,NAN,NAN,20.20000
2130,0x000E,1,FALSE,110.65319,0.44636,0.18930,4.00800,NAN,NAN,20.20000
2140,0x000E,1,FALSE,111.22514,0.44865,0.18930,4.00770,NAN,NAN,20.20000
2150,0x000E,1,FALSE,111.74511,0.45074,0.18930,4.00750,NAN,NAN,20.20000
2160,0x000E,1,FALSE,112.26511,0.45282,0.18930,4.00730,NAN,NAN,20.20000
2170,0x000E,1,FALSE,112.78503,0.45490,0.18930,4.00710,NAN,NAN,20.20000
2180,0x000E,1,FALSE,113.25309,0.45678,0.18930,4.00690,NAN,NAN,20.20000
2190,0x000E,1,FALSE,113.77309,0.45886,0.18930,4.00660,NAN,NAN,20.20000
2200,0x000E,1,FALSE,114.29305,0.46095,0.18940,4.00640,NAN,NAN,20.20000
2210,0x000E,1,FALSE,114.81272,0.46303,0.18930,4.00620,NAN,NAN,20.20000
2220,0x000E,1,FALSE,115.33264,0.46511,0.18930,4.00590,NAN,NAN,20.20000
2230,0x000E,1,FALSE,115.90462,0.46740,0.18930,4.00570,NAN,NAN,20.20000
2240,0x000E,1,FALSE,116.42461,0.46948,0.18930,4.00550,NAN,NAN,20.20000
2250,0x000E,1,FALSE,116.94458,0.47157,0.18930,4.00520,NAN,NAN,20.20000
2260,0x000E,1,FALSE,117.46455,0.47365,0.18930,4.00500,NAN,NAN,20.20000
2270,0x000E,1,FALSE,117.93256,0.47552,0.18930,4.00480,NAN,NAN,20.20000
2280,0x000E,1,FALSE,118.45245,0.47761,0.18930,4.00460,NAN,NAN,20.20000
2290,0x000E,1,FALSE,118.97244,0.47969,0.18930,4.00430,NAN,NAN,20.20000
2300,0x000E,1,FALSE,119.49216,0.48177,0.18930,4.00410,NAN,NAN,20.20000
2310,0x000E,1,FALSE,120.01183,0.48385,0.18930,4.00390,NAN,NAN,20.20000
2320,0x000E,1,FALSE,120.58359,0.48614,0.18930,4.00360,NAN,NAN,20.20000
2330,0x000E,1,FALSE,121.10316,0.48822,0.18930,4.00340,NAN,NAN,20.20000
2340,0x000E,1,FALSE,121.62272,0.49030,0.18930,4.00320,NAN,NAN,20.20000
2350,0x000E,1,FALSE,122.14223,0.49238,0.18930,4.00300,NAN,NAN,20.20000
2360,0x000E,1,FALSE,122.60994,0.49425,0.18930,4.00270,NAN,NAN,20.20000
2370,0x000E,1,FALSE,123.12972,0.49633,0.18930,4.00250,NAN,NAN,20.20000
2380,0x000E,1,FALSE,123.64967,0.49841,0.18930,4.00230,NAN,NAN,20.20000
2390,0x000E,1,FALSE,124.16945,0.50049,0.18930,4.00210,NAN,NAN,20.20000
2400,0x000E,1,FALSE,124.68938,0.50257,0.18930,4.00180,NAN,NAN,20.20000
2410,0x000E,1,FALSE,125.26117,0.50486,0.18930,4.00160,NAN,NAN,20.20000
2420,0x000E,1,FALSE,125.78103,0.50694,0.18930,4.00140,NAN,NAN,20.20000
2430,0x000E,1,FALSE,126.30095,0.50902,0.18930,4.00110,NAN,NAN,20.20000
2440,0x000E,1,FALSE,126.82086,0.51110,0.18940,4.00090,NAN,NAN,20.20000
2450,0x000E,1,FALSE,127.28874,0.51297,0.18930,4.00070,NAN,NAN,20.20000
2460,0x000E,1,FALSE,127.80875,0.51505,0.18930,4.00050,NAN,NAN,20.20000
2470,0x000E,1,FALSE,128.32872,0.51713,0.18930,4.00020,NAN,NAN,20.20000
2480,0x000E,1,FALSE,128.84883,0.51921,0.18930,4.00000,NAN,NAN,20.20000
2490,0x000E,1,FALSE,129.36880,0.52129,0.18930,3.99980,NAN,NAN,20.20000
2500,0x000E,1,FALSE,129.94078,0.52358,0.18930,3.99960,NAN,NAN,20.20000
2510,0x000E,1,FALSE,130.46072,0.52566,0.18930,3.99930,NAN,NAN,20.20000
2520,0x000E,1,FALSE,130.98071,0.52774,0.18930,3.99910,NAN,NAN,20.20000
2530,0x000E,1,FALSE,131.50075,0.52982,0.18930,3.99880,NAN,NAN,20.20000
2540,0x000E,1,FALSE,131.96881,0.53169,0.18930,3.99870,NAN,NAN,20.20000
2550,0x000E,1,FALSE,132.48889,0.53377,0.18930,3.99840,NAN,NAN,20.20000
2560,0x000E,1,FALSE,133.00888,0.53585,0.18930,3.99820,NAN,NAN,20.20000
2570,0x000E,1,FALSE,133.52875,0.53793,0.18930,3.99800,NAN,NAN,20.20000
2580,0x000E,1,FALSE,134.04855,0.54000,0.18930,3.99770,NAN,NAN,20.20000
2590,0x000E,1,FALSE,134.62056,0.54229,0.18930,3.99750,NAN,NAN,20.20000
2600,0x000E,1,FALSE,135.14055,0.54437,0.18930,3.99730,NAN,NAN,20.20000
2610,0x000E,1,FALSE,135.66061,0.54645,0.18930,3.99710,NAN,NAN,20.20000
2620,0x000E,1,FALSE,136.18083,0.54853,0.18930,3.99680,NAN,NAN,20.20000
2630,0x000E,1,FALSE,136.64900,0.55040,0.18940,3.99660,NAN,NAN,20.20000
2640,0x000E,1,FALSE,137.16901,0.55248,0.18940,3.99640,NAN,NAN,20.20000
2650,0x000E,1,FALSE,137.68883,0.55455,0.18930,3.99620,NAN,NAN,20.20000
2660,0x000E,1,FALSE,138.20880,0.55663,0.18930,3.99590,NAN,NAN,20.20000
2670,0x000E,1,FALSE,138.72881,0.55871,0.18930,3.99570,NAN,NAN,20.20000
2680,0x000E,1,FALSE,139.30098,0.56099,0.18940,3.99550,NAN,NAN,20.20000
2690,0x000E,1,FALSE,139.82108,0.56307,0.18930,3.99520,NAN,NAN,20.20000
2700,0x000E,1,FALSE,140.34113,0.56515,0.18930,3.99500,NAN,NAN,20.20000
2710,0x000E,1,FALSE,140.86104,0.56723,0.18930,3.99480,NAN,NAN,20.20000
2720,0x000E,1,FALSE,141.32895,0.56910,0.18940,3.99460,NAN,NAN,20.20000
2730,0x000E,1,FALSE,141.84895,0.57117,0.18930,3.99440,NAN,NAN,20.20000
