300,0x000E,1,FALSE,14.92575,0.06022,0.18930,4.02670,NAN,NAN,7.40000
310,0x000E,1,FALSE,15.42542,0.06223,0.18930,4.02650,NAN,NAN,7.40000
320,0x000E,1,FALSE,15.92517,0.06424,0.18930,4.02610,NAN,NAN,7.50000
330,0x000E,1,FALSE,16.42480,0.06626,0.18930,4.02570,NAN,NAN,7.50000
340,0x000E,1,FALSE,16.92447,0.06827,0.18930,4.02540,NAN,NAN,7.50000
350,0x000E,1,FALSE,17.47417,0.07048,0.18930,4.02510,NAN,NAN,7.50000
360,0x000E,1,FALSE,17.97394,0.07249,0.18930,4.02480,NAN,NAN,7.60000
370,0x000E,1,FALSE,18.47369,0.07450,0.18930,4.02450,NAN,NAN,7.60000
380,0x000E,1,FALSE,18.97336,0.07651,0.18930,4.02410,NAN,NAN,7.60000
390,0x000E,1,FALSE,19.42306,0.07832,0.18930,4.02390,NAN,NAN,7.60000
400,0x000E,1,FALSE,19.92250,0.08033,0.18930,4.02360,NAN,NAN,7.60000
410,0x000E,1,FALSE,20.42214,0.08234,0.18930,4.02330,NAN,NAN,7.70000
420,0x000E,1,FALSE,20.92167,0.08435,0.18930,4.02300,NAN,NAN,7.70000
430,0x000E,1,FALSE,21.42117,0.08636,0.18930,4.02270,NAN,NAN,7.70000
440,0x000E,1,FALSE,21.97042,0.08857,0.18930,4.02240,NAN,NAN,7.70000
450,0x000E,1,FALSE,22.46989,0.09058,0.18930,4.02210,NAN,NAN,7.70000
460,0x000E,1,FALSE,22.96944,0.09259,0.18930,4.02180,NAN,NAN,7.80000
470,0x000E,1,FALSE,23.46908,0.09460,0.18930,4.02160,NAN,NAN,7.80000
480,0x000E,1,FALSE,23.91875,0.09641,0.18930,4.02130,NAN,NAN,7.70000
490,0x000E,1,FALSE,24.41845,0.09841,0.18930,4.02100,NAN,NAN,7.70000
500,0x000E,1,FALSE,24.91803,0.10042,0.18930,4.02070,NAN,NAN,7.60000
510,0x000E,1,FALSE,25.41719,0.10243,0.18930,4.02040,NAN,NAN,7.50000
520,0x000E,1,FALSE,25.91631,0.10444,0.18930,4.02010,NAN,NAN,7.40000
530,0x000E,1,FALSE,26.46533,0.10664,0.18930,4.01980,NAN,NAN,7.30000
540,0x000E,1,FALSE,26.96445,0.10865,0.18930,4.01950,NAN,NAN,7.20000
550,0x000E,1,FALSE,27.46383,0.11066,0.18930,4.01920,NAN,NAN,7.10000
560,0x000E,1,FALSE,27.96314,0.11266,0.18930,4.01880,NAN,NAN,7.00000
570,0x000E,1,FALSE,28.41239,0.11447,0.18930,4.01850,NAN,NAN,6.90000
580,0x000E,1,FALSE,28.91150,0.11647,0.18930,4.01820,NAN,NAN,6.90000
590,0x000E,1,FALSE,29.41069,0.11848,0.18930,4.01790,NAN,NAN,6.80000
600,0x000E,1,FALSE,29.91017,0.12049,0.18930,4.01750,NAN,NAN,6.80000
610,0x000E,1,FALSE,30.40953,0.12249,0.18930,4.01720,NAN,NAN,6.90000
620,0x000E,1,FALSE,30.95908,0.12470,0.18930,4.01690,NAN,NAN,6.90000
630,0x000E,1,FALSE,31.45853,0.12671,0.18930,4.01650,NAN,NAN,7.00000
640,0x000E,1,FALSE,31.95803,0.12871,0.18930,4.01620,NAN,NAN,7.00000
650,0x000E,1,FALSE,32.45767,0.13072,0.18930,4.01590,NAN,NAN,7.10000
660,0x000E,1,FALSE,32.90731,0.13252,0.18930,4.01560,NAN,NAN,7.10000
670,0x000E,1,FALSE,33.40692,0.13453,0.18930,4.01530,NAN,NAN,7.10000
680,0x000E,1,FALSE,33.90653,0.13654,0.18930,4.01500,NAN,NAN,7.20000
690,0x000E,1,FALSE,34.40600,0.13854,0.18930,4.01470,NAN,NAN,7.20000
700,0x000E,1,FALSE,34.90550,0.14055,0.18930,4.01450,NAN,NAN,7.20000
710,0x000E,1,FALSE,35.45478,0.14275,0.18930,4.01420,NAN,NAN,7.20000
720,0x000E,1,FALSE,35.95441,0.14476,0.18930,4.01390,NAN,NAN,7.30000
730,0x000E,1,FALSE,36.45411,0.14676,0.18930,4.01360,NAN,NAN,7.30000
740,0x000E,1,FALSE,36.95383,0.14877,0.18930,4.01330,NAN,NAN,7.30000
750,0x000E,1,FALSE,37.40355,0.15057,0.18930,4.01310,NAN,NAN,7.30000
760,0x000E,1,FALSE,37.90317,0.15258,0.18930,4.01280,NAN,NAN,7.30000
770,0x000E,1,FALSE,38.40269,0.15458,0.18930,4.01250,NAN,NAN,7.30000
780,0x000E,1,FALSE,38.90208,0.15658,0.18920,4.01220,NAN,NAN,7.30000
790,0x000E,1,FALSE,39.40142,0.15859,0.18930,4.01200,NAN,NAN,7.20000
800,0x000E,1,FALSE,39.95083,0.16079,0.18920,4.01170,NAN,NAN,7.20000
810,0x000E,1,FALSE,40.45050,0.16280,0.18930,4.01140,NAN,NAN,7.20000
820,0x000E,1,FALSE,40.95008,0.16480,0.18930,4.01110,NAN,NAN,7.20000
830,0x000E,1,FALSE,41.44972,0.16680,0.18930,4.01080,NAN,NAN,7.20000
840,0x000E,1,FALSE,41.89936,0.16861,0.18930,4.01050,NAN,NAN,7.20000
850,0x000E,1,FALSE,42.39892,0.17061,0.18930,4.01020,NAN,NAN,7.20000
860,0x000E,1,FALSE,42.89853,0.17261,0.18930,4.01000,NAN,NAN,7.20000
870,0x000E,1,FALSE,43.39819,0.17462,0.18920,4.00970,NAN,NAN,7.20000
880,0x000E,1,FALSE,43.89789,0.17662,0.18920,4.00940,NAN,NAN,7.30000
890,0x000E,1,FALSE,44.44747,0.17882,0.18930,4.00920,NAN,NAN,7.30000
900,0x000E,1,FALSE,44.94711,0.18083,0.18920,4.00890,NAN,NAN,7.30000
910,0x000E,1,FALSE,45.44656,0.18283,0.18930,4.00860,NAN,NAN,7.40000
920,0x000E,1,FALSE,45.94595,0.18483,0.18920,4.00840,NAN,NAN,7.40000
930,0x000E,1,FALSE,46.39567,0.18663,0.18930,4.00820,NAN,NAN,7.40000
940,0x000E,1,FALSE,46.89531,0.18864,0.18930,4.00790,NAN,NAN,7.40000
950,0x000E,1,FALSE,47.39483,0.19064,0.18930,4.00760,NAN,NAN,7.50000
960,0x000E,1,FALSE,47.89433,0.19264,0.18930,4.00740,NAN,NAN,7.50000
970,0x000E,1,FALSE,48.39386,0.19464,0.18930,4.00720,NAN,NAN,7.50000
980,0x000E,1,FALSE,48.94308,0.19684,0.18930,4.00690,NAN,NAN,7.60000
990,0x000E,1,FALSE,49.44269,0.19884,0.18930,4.00670,NAN,NAN,7.60000
1000,0x000E,1,FALSE,49.94241,0.20084,0.18930,4.00640,NAN,NAN,7.60000
1010,0x000E,1,FALSE,50.44205,0.20285,0.18930,4.00620,NAN,NAN,7.60000
1020,0x000E,1,FALSE,50.89169,0.20465,0.18930,4.00600,NAN,NAN,7.70000
1030,0x000E,1,FALSE,51.39125,0.20665,0.18920,4.00570,NAN,NAN,7.70000
1040,0x000E,1,FALSE,51.89089,0.20865,0.18920,4.00550,NAN,NAN,7.70000
1050,0x000E,1,FALSE,52.39042,0.21065,0.18930,4.00530,NAN,NAN,7.70000
1060,0x000E,1,FALSE,52.89008,0.21265,0.18930,4.00510,NAN,NAN,7.70000
1070,0x000E,1,FALSE,53.43970,0.21485,0.18920,4.00480,NAN,NAN,7.80000
1080,0x000E,1,FALSE,53.93936,0.21685,0.18920,4.00460,NAN,NAN,7.80000
1090,0x000E,1,FALSE,54.43889,0.21885,0.18920,4.00440,NAN,NAN,7.80000
1100,0x000E,1,FALSE,54.93839,0.22085,0.18920,4.00420,NAN,NAN,7.80000
1110,0x000E,1,FALSE,55.38792,0.22265,0.18920,4.00390,NAN,NAN,7.80000
1120,0x000E,1,FALSE,55.88742,0.22465,0.18920,4.00370,NAN,NAN,7.80000
1130,0x000E,1,FALSE,56.38700,0.22665,0.18920,4.00350,NAN,NAN,7.70000
1140,0x000E,1,FALSE,56.88672,0.22865,0.18930,4.00330,NAN,NAN,7.70000
1150,0x000E,1,FALSE,57.38644,0.23065,0.18920,4.00300,NAN,NAN,7.60000
1160,0x000E,1,FALSE,57.93611,0.23285,0.18930,4.00280,NAN,NAN,7.50000
1170,0x000E,1,FALSE,58.43564,0.23485,0.18920,4.00250,NAN,NAN,7.30000
1180,0x000E,1,FALSE,58.93511,0.23685,0.18930,4.00220,NAN,NAN,7.30000
1190,0x000E,1,FALSE,59.43469,0.23885,0.18930,4.00190,NAN,NAN,7.20000
1200,0x000E,1,FALSE,59.88442,0.24065,0.18930,4.00170,NAN,NAN,7.10000
1210,0x000E,1,FALSE,60.38414,0.24265,0.18930,4.00140,NAN,NAN,7.00000
1220,0x000E,1,FALSE,60.88380,0.24465,0.18930,4.00110,NAN,NAN,6.90000
1230,0x000E,1,FALSE,61.38331,0.24665,0.18930,4.00080,NAN,NAN,6.90000
1240,0x000E,1,FALSE,61.88297,0.24865,0.18930,4.00050,NAN,NAN,6.90000
1250,0x000E,1,FALSE,62.43267,0.25085,0.18920,4.00020,NAN,NAN,7.00000
1260,0x000E,1,FALSE,62.93233,0.25284,0.18930,3.99990,NAN,NAN,7.00000
1270,0x000E,1,FALSE,63.43189,0.25484,0.18930,3.99960,NAN,NAN,7.10000
1280,0x000E,1,FALSE,63.93144,0.25684,0.18930,3.99940,NAN,NAN,7.10000
1290,0x000E,1,FALSE,64.38106,0.25864,0.18930,3.99910,NAN,NAN,7.20000
1300,0x000E,1,FALSE,64.88055,0.26064,0.18930,3.99880,NAN,NAN,7.20000
1310,0x000E,1,FALSE,65.37989,0.26263,0.18930,3.99860,NAN,NAN,7.20000
1320,0x000E,1,FALSE,65.87928,0.26463,0.18930,3.99830,NAN,NAN,7.20000
1330,0x000E,1,FALSE,66.37878,0.26663,0.18920,3.99800,NAN,NAN,7.30000
1340,0x000E,1,FALSE,66.92800,0.26882,0.18920,3.99780,NAN,NAN,7.30000
1350,0x000E,1,FALSE,67.42744,0.27082,0.18920,3.99750,NAN,NAN,7.30000
1360,0x000E,1,FALSE,67.92683,0.27281,0.18930,3.99720,NAN,NAN,7.30000
1370,0x000E,1,FALSE,68.42611,0.27481,0.18930,3.99700,NAN,NAN,7.30000
1380,0x000E,1,FALSE,68.87547,0.27660,0.18930,3.99670,NAN,NAN,7.40000
1390,0x000E,1,FALSE,69.37484,0.27860,0.18930,3.99650,NAN,NAN,7.30000
1400,0x000E,1,FALSE,69.87408,0.28060,0.18930,3.99620,NAN,NAN,7.40000
1410,0x000E,1,FALSE,70.37367,0.28259,0.18930,3.99600,NAN,NAN,7.40000
1420,0x000E,1,FALSE,70.87337,0.28459,0.18930,3.99570,NAN,NAN,7.40000
1430,0x000E,1,FALSE,71.42303,0.28678,0.18930,3.99540,NAN,NAN,7.30000
1440,0x000E,1,FALSE,71.92270,0.28878,0.18930,3.99510,NAN,NAN,7.20000
1450,0x000E,1,FALSE,72.42236,0.29078,0.18930,3.99490,NAN,NAN,7.30000
1460,0x000E,1,FALSE,72.92208,0.29277,0.18930,3.99460,NAN,NAN,7.20000
1470,0x000E,1,FALSE,73.37175,0.29457,0.18930,3.99430,NAN,NAN,7.20000
1480,0x000E,1,FALSE,73.87147,0.29656,0.18930,3.99410,NAN,NAN,7.30000
1490,0x000E,1,FALSE,74.37097,0.29856,0.18920,3.99380,NAN,NAN,7.30000
1500,0x000E,1,FALSE,74.87036,0.30055,0.18930,3.99350,NAN,NAN,7.20000
1510,0x000E,1,FALSE,75.36983,0.30255,0.18920,3.99330,NAN,NAN,7.30000
1520,0x000E,1,FALSE,75.91936,0.30474,0.18930,3.99300,NAN,NAN,7.30000
1530,0x000E,1,FALSE,76.41901,0.30674,0.18930,3.99280,NAN,NAN,7.30000
1540,0x000E,1,FALSE,76.91872,0.30873,0.18930,3.99250,NAN,NAN,7.40000
1550,0x000E,1,FALSE,77.41839,0.31073,0.18930,3.99230,NAN,NAN,7.40000
1560,0x000E,1,FALSE,77.86797,0.31252,0.18930,3.99200,NAN,NAN,7.40000
1570,0x000E,1,FALSE,78.36739,0.31452,0.18930,3.99180,NAN,NAN,7.50000
1580,0x000E,1,FALSE,78.86686,0.31651,0.18930,3.99150,NAN,NAN,7.50000
1590,0x000E,1,FALSE,79.36642,0.31850,0.18930,3.99130,NAN,NAN,7.50000
1600,0x000E,1,FALSE,79.86589,0.32050,0.18930,3.99110,NAN,NAN,7.60000
1610,0x000E,1,FALSE,80.41547,0.32269,0.18930,3.99080,NAN,NAN,7.60000
1620,0x000E,1,FALSE,80.91508,0.32468,0.18930,3.99060,NAN,NAN,7.60000
1630,0x000E,1,FALSE,81.41477,0.32668,0.18930,3.99040,NAN,NAN,7.60000
1640,0x000E,1,FALSE,81.91447,0.32867,0.18930,3.99010,NAN,NAN,7.70000
1650,0x000E,1,FALSE,82.36433,0.33047,0.18930,3.98990,NAN,NAN,7.70000
1660,0x000E,1,FALSE,82.86405,0.33246,0.18930,3.98970,NAN,NAN,7.70000
1670,0x000E,1,FALSE,83.36372,0.33445,0.18930,3.98950,NAN,NAN,7.70000
1680,0x000E,1,FALSE,83.86337,0.33645,0.18930,3.98920,NAN,NAN,7.70000
1690,0x000E,1,FALSE,84.36306,0.33844,0.18930,3.98900,NAN,NAN,7.80000
1700,0x000E,1,FALSE,84.91275,0.34063,0.18930,3.98880,NAN,NAN,7.80000
1710,0x000E,1,FALSE,85.41239,0.34262,0.18930,3.98860,NAN,NAN,7.80000
1720,0x000E,1,FALSE,85.91211,0.34462,0.18930,3.98840,NAN,NAN,7.80000
1730,0x000E,1,FALSE,86.41180,0.34661,0.18930,3.98810,NAN,NAN,7.80000
1740,0x000E,1,FALSE,86.86134,0.34840,0.18930,3.98790,NAN,NAN,7.90000
1750,0x000E,1,FALSE,87.36086,0.35039,0.18930,3.98770,NAN,NAN,7.90000
1760,0x000E,1,FALSE,87.86044,0.35239,0.18930,3.98750,NAN,NAN,7.80000
1770,0x000E,1,FALSE,88.35989,0.35438,0.18930,3.98720,NAN,NAN,7.80000
1780,0x000E,1,FALSE,88.90933,0.35657,0.18930,3.98700,NAN,NAN,7.70000
1790,0x000E,1,FALSE,89.40894,0.35856,0.18920,3.98680,NAN,NAN,7.60000
1800,0x000E,1,FALSE,89.90842,0.36055,0.18930,3.98650,NAN,NAN,7.50000
1810,0x000E,1,FALSE,90.40775,0.36254,0.18930,3.98630,NAN,NAN,7.40000
1820,0x000E,1,FALSE,90.85700,0.36433,0.18930,3.98600,NAN,NAN,7.30000
1830,0x000E,1,FALSE,91.35655,0.36632,0.18920,3.98570,NAN,NAN,7.20000
1840,0x000E,1,FALSE,91.85586,0.36831,0.18920,3.98550,NAN,NAN,7.20000
1850,0x000E,1,FALSE,92.35536,0.37030,0.18930,3.98520,NAN,NAN,7.10000
1860,0x000E,1,FALSE,92.85472,0.37229,0.18930,3.98490,NAN,NAN,6.90000
1870,0x000E,1,FALSE,93.40417,0.37448,0.18920,3.98460,NAN,NAN,6.90000
1880,0x000E,1,FALSE,93.90378,0.37647,0.18920,3.98430,NAN,NAN,6.80000
1890,0x000E,1,FALSE,94.40308,0.37846,0.18930,3.98400,NAN,NAN,6.90000
1900,0x000E,1,FALSE,94.90224,0.38045,0.18920,3.98370,NAN,NAN,7.00000
1910,0x000E,1,FALSE,95.35167,0.38224,0.18930,3.98350,NAN,NAN,7.00000
1920,0x000E,1,FALSE,95.85098,0.38423,0.18920,3.98320,NAN,NAN,7.10000
1930,0x000E,1,FALSE,96.35030,0.38622,0.18920,3.98290,NAN,NAN,7.10000
1940,0x000E,1,FALSE,96.84986,0.38821,0.18930,3.98260,NAN,NAN,7.20000
1950,0x000E,1,FALSE,97.34942,0.39020,0.18930,3.98240,NAN,NAN,7.20000
1960,0x000E,1,FALSE,97.89892,0.39239,0.18930,3.98210,NAN,NAN,7.20000
1970,0x000E,1,FALSE,98.39828,0.39437,0.18920,3.98180,NAN,NAN,7.30000
1980,0x000E,1,FALSE,98.89773,0.39636,0.18930,3.98150,NAN,NAN,7.30000
1990,0x000E,1,FALSE,99.39725,0.39835,0.18930,3.98130,NAN,NAN,7.30000
2000,0x000E,1,FALSE,99.84659,0.40014,0.18930,3.98110,NAN,NAN,7.30000
2010,0x000E,1,FALSE,100.34589,0.40213,0.18930,3.98080,NAN,NAN,7.30000
2020,0x000E,1,FALSE,100.84542,0.40412,0.18930,3.98050,NAN,NAN,7.30000
2030,0x000E,1,FALSE,101.34483,0.40610,0.18930,3.98030,NAN,NAN,7.40000
2040,0x000E,1,FALSE,101.84425,0.40809,0.18930,3.98010,NAN,NAN,7.40000
2050,0x000E,1,FALSE,102.39342,0.41028,0.18930,3.97980,NAN,NAN,7.40000
2060,0x000E,1,FALSE,102.89244,0.41226,0.18930,3.97950,NAN,NAN,7.40000
2070,0x000E,1,FALSE,103.39161,0.41425,0.18930,3.97930,NAN,NAN,7.30000
2080,0x000E,1,FALSE,103.89081,0.41623,0.18930,3.97900,NAN,NAN,7.30000
2090,0x000E,1,FALSE,104.34003,0.41802,0.18930,3.97870,NAN,NAN,7.20000
2100,0x000E,1,FALSE,104.83942,0.42001,0.18930,3.97850,NAN,NAN,7.20000
2110,0x000E,1,FALSE,105.33881,0.42200,0.18930,3.97820,NAN,NAN,7.20000
2120,0x000E,1,FALSE,105.83814,0.42398,0.18930,3.97800,NAN,NAN,7.20000
2130,0x000E,1,FALSE,106.33741,0.42597,0.18930,3.97770,NAN,NAN,7.20000
2140,0x000E,1,FALSE,106.88664,0.42815,0.18930,3.97740,NAN,NAN,7.30000
2150,0x000E,1,FALSE,107.38616,0.43014,0.18930,3.97720,NAN,NAN,7.30000
2160,0x000E,1,FALSE,107.88544,0.43212,0.18930,3.97690,NAN,NAN,7.30000
2170,0x000E,1,FALSE,108.38486,0.43411,0.18930,3.97670,NAN,NAN,7.30000
2180,0x000E,1,FALSE,108.83425,0.43590,0.18930,3.97640,NAN,NAN,7.30000
2190,0x000E,1,FALSE,109.33355,0.43788,0.18930,3.97620,NAN,NAN,7.40000
2200,0x000E,1,FALSE,109.83314,0.43987,0.18930,3.97600,NAN,NAN,7.40000
2210,0x000E,1,FALSE,110.33261,0.44185,0.18930,3.97570,NAN,NAN,7.40000
2220,0x000E,1,FALSE,110.83203,0.44384,0.18930,3.97550,NAN,NAN,7.50000
2230,0x000E,1,FALSE,111.38165,0.44602,0.18930,3.97520,NAN,NAN,7.50000
2240,0x000E,1,FALSE,111.88120,0.44801,0.18930,3.97500,NAN,NAN,7.50000
2250,0x000E,1,FALSE,112.38069,0.44999,0.18930,3.97480,NAN,NAN,7.50000
2260,0x000E,1,FALSE,112.88023,0.45198,0.18920,3.97450,NAN,NAN,7.50000
2270,0x000E,1,FALSE,113.32970,0.45377,0.18930,3.97440,NAN,NAN,7.60000
2280,0x000E,1,FALSE,113.82912,0.45575,0.18920,3.97410,NAN,NAN,7.60000
2290,0x000E,1,FALSE,114.32851,0.45774,0.18920,3.97390,NAN,NAN,7.60000
2300,0x000E,1,FALSE,114.82767,0.45972,0.18920,3.97370,NAN,NAN,7.70000
2310,0x000E,1,FALSE,115.32700,0.46170,0.18920,3.97350,NAN,NAN,7.60000
2320,0x000E,1,FALSE,115.87598,0.46388,0.18930,3.97320,NAN,NAN,7.70000
2330,0x000E,1,FALSE,116.37495,0.46587,0.18930,3.97310,NAN,NAN,7.70000
2340,0x000E,1,FALSE,116.87411,0.46785,0.18930,3.97280,NAN,NAN,7.70000
2350,0x000E,1,FALSE,117.37314,0.46983,0.18920,3.97260,NAN,NAN,7.80000
2360,0x000E,1,FALSE,117.82219,0.47162,0.18930,3.97240,NAN,NAN,7.80000
2370,0x000E,1,FALSE,118.32130,0.47360,0.18930,3.97220,NAN,NAN,7.80000
2380,0x000E,1,FALSE,118.82030,0.47558,0.18930,3.97200,NAN,NAN,7.80000
2390,0x000E,1,FALSE,119.31927,0.47756,0.18930,3.97180,NAN,NAN,7.80000
2400,0x000E,1,FALSE,119.81833,0.47954,0.18930,3.97160,NAN,NAN,7.80000
2410,0x000E,1,FALSE,120.36733,0.48172,0.18930,3.97140,NAN,NAN,7.80000
2420,0x000E,1,FALSE,120.86628,0.48371,0.18930,3.97120,NAN,NAN,7.80000
2430,0x000E,1,FALSE,121.36544,0.48569,0.18920,3.97100,NAN,NAN,7.70000
2440,0x000E,1,FALSE,121.86439,0.48767,0.18920,3.97070,NAN,NAN,7.60000
2450,0x000E,1,FALSE,122.31353,0.48945,0.18930,3.97050,NAN,NAN,7.50000
2460,0x000E,1,FALSE,122.81286,0.49143,0.18930,3.97020,NAN,NAN,7.40000
2470,0x000E,1,FALSE,123.31209,0.49342,0.18930,3.97000,NAN,NAN,7.40000
2480,0x000E,1,FALSE,123.81125,0.49540,0.18920,3.96980,NAN,NAN,7.20000
2490,0x000E,1,FALSE,124.31017,0.49738,0.18930,3.96950,NAN,NAN,7.20000
2500,0x000E,1,FALSE,124.85917,0.49956,0.18930,3.96920,NAN,NAN,7.10000
2510,0x000E,1,FALSE,125.35822,0.50154,0.18930,3.96890,NAN,NAN,7.00000
2520,0x000E,1,FALSE,125.85728,0.50352,0.18930,3.96870,NAN,NAN,6.90000
2530,0x000E,1,FALSE,126.35656,0.50550,0.18930,3.96840,NAN,NAN,6.80000
2540,0x000E,1,FALSE,126.80585,0.50728,0.18930,3.96810,NAN,NAN,6.90000
2550,0x000E,1,FALSE,127.30494,0.50926,0.18930,3.96780,NAN,NAN,6.90000
2560,0x000E,1,FALSE,127.80428,0.51124,0.18930,3.96750,NAN,NAN,7.00000
2570,0x000E,1,FALSE,128.30385,0.51322,0.18930,3.96730,NAN,NAN,7.10000
2580,0x000E,1,FALSE,128.80342,0.51521,0.18930,3.96700,NAN,NAN,7.10000
2590,0x000E,1,FALSE,129.35278,0.51739,0.18930,3.96680,NAN,NAN,7.10000
2600,0x000E,1,FALSE,129.85187,0.51937,0.18930,3.96650,NAN,NAN,7.20000
2610,0x000E,1,FALSE,130.35101,0.52134,0.18930,3.96630,NAN,NAN,7.20000
2620,0x000E,1,FALSE,130.85027,0.52332,0.18930,3.96600,NAN,NAN,7.20000
2630,0x000E,1,FALSE,131.29962,0.52511,0.18930,3.96580,NAN,NAN,7.20000
2640,0x000E,1,FALSE,131.79886,0.52709,0.18930,3.96550,NAN,NAN,7.30000
2650,0x000E,1,FALSE,132.29799,0.52907,0.18930,3.96530,NAN,NAN,7.30000
2660,0x000E,1,FALSE,132.79739,0.53105,0.18930,3.96510,NAN,NAN,7.30000
2670,0x000E,1,FALSE,133.29677,0.53303,0.18930,3.96480,NAN,NAN,7.30000
2680,0x000E,1,FALSE,133.84581,0.53520,0.18930,3.96450,NAN,NAN,7.30000
2690,0x000E,1,FALSE,134.34492,0.53718,0.18930,3.96430,NAN,NAN,7.30000
2700,0x000E,1,FALSE,134.84419,0.53916,0.18930,3.96410,NAN,NAN,7.40000
2710,0x000E,1,FALSE,135.34344,0.54114,0.18930,3.96380,NAN,NAN,7.40000
2720,0x000E,1,FALSE,135.79256,0.54292,0.18930,3.96370,NAN,NAN,7.30000
2730,0x000E,1,FALSE,136.29164,0.54490,0.18930,3.96340,NAN,NAN,7.30000
